applicant_id,cohort,selected,age_at_application,age_at_survey,age_gap,application_year_plus_age_gap
101070,A_2020,0,14.0,17.0,3.0,2023.0
101071,A_2020,1,11.0,13.0,2.0,2022.0
101072,A_2020,1,12.0,15.0,3.0,2023.0
101074,A_2022,1,12.0,13.0,1.0,2023.0
101075,A_2020,0,11.0,13.0,2.0,2022.0
101076,A_2020,0,10.0,13.0,3.0,2023.0
101077,A_2020,0,15.0,18.0,3.0,2023.0
101079,A_2020,0,11.0,14.0,3.0,2023.0
101080,B_2018,0,10.0,15.0,5.0,2023.0
101081,A_2020,0,12.0,14.0,2.0,2022.0
101082,A_2020,0,14.0,16.0,2.0,2022.0
101083,A_2020,0,12.0,15.0,3.0,2023.0
101084,A_2020,0,13.0,15.0,2.0,2022.0
101085,A_2020,0,12.0,14.0,2.0,2022.0
101086,A_2020,0,11.0,14.0,3.0,2023.0
101088,A_2020,1,14.0,16.0,2.0,2022.0
101089,B_2018,1,13.0,18.0,5.0,2023.0
101090,A_2020,1,13.0,16.0,3.0,2023.0
101091,A_2020,0,12.0,14.0,2.0,2022.0
101093,A_2020,1,13.0,15.0,2.0,2022.0
101094,A_2020,1,12.0,14.0,2.0,2022.0
101095,A_2022,1,12.0,13.0,1.0,2023.0
101096,A_2022,0,14.0,15.0,1.0,2023.0
101097,A_2020,1,13.0,16.0,3.0,2023.0
101098,A_2022,1,12.0,12.0,0.0,2022.0
101099,A_2022,0,11.0,12.0,1.0,2023.0
101100,A_2020,0,14.0,17.0,3.0,2023.0
101101,A_2020,1,12.0,13.0,1.0,2021.0
101102,A_2020,1,11.0,13.0,2.0,2022.0
101103,A_2020,0,13.0,15.0,2.0,2022.0
101104,A_2022,0,12.0,13.0,1.0,2023.0
101105,A_2020,0,11.0,15.0,4.0,2024.0
101106,A_2020,0,11.0,14.0,3.0,2023.0
101107,A_2020,0,11.0,13.0,2.0,2022.0
101108,A_2020,0,12.0,14.0,2.0,2022.0
101109,A_2020,1,16.0,18.0,2.0,2022.0
101110,A_2020,1,14.0,16.0,2.0,2022.0
101111,A_2022,0,11.0,13.0,2.0,2024.0
101112,A_2020,1,11.0,13.0,2.0,2022.0
101113,A_2020,1,13.0,15.0,2.0,2022.0
101114,A_2020,0,12.0,14.0,2.0,2022.0
101115,A_2020,0,13.0,15.0,2.0,2022.0
101116,A_2020,1,11.0,14.0,3.0,2023.0
101117,A_2020,0,11.0,13.0,2.0,2022.0
101118,B_2018,1,11.0,15.0,4.0,2022.0
101119,A_2020,0,15.0,17.0,2.0,2022.0
101120,A_2020,0,12.0,15.0,3.0,2023.0
101121,B_2018,0,12.0,16.0,4.0,2022.0
101122,A_2020,1,13.0,15.0,2.0,2022.0
101123,A_2020,0,12.0,15.0,3.0,2023.0
101125,A_2020,0,13.0,18.0,5.0,2025.0
101126,A_2020,1,13.0,14.0,1.0,2021.0
101127,A_2020,0,14.0,16.0,2.0,2022.0
101128,A_2020,1,12.0,15.0,3.0,2023.0
101129,A_2020,1,12.0,15.0,3.0,2023.0
101130,A_2020,0,11.0,13.0,2.0,2022.0
101131,A_2020,0,14.0,17.0,3.0,2023.0
101132,A_2020,1,14.0,17.0,3.0,2023.0
101133,A_2020,0,12.0,14.0,2.0,2022.0
101134,B_2018,0,10.0,14.0,4.0,2022.0
101135,B_2018,1,11.0,16.0,5.0,2023.0
101136,A_2022,0,12.0,12.0,0.0,2022.0
101137,A_2020,1,12.0,14.0,2.0,2022.0
101138,A_2020,1,13.0,16.0,3.0,2023.0
101139,B_2018,0,16.0,20.0,4.0,2022.0
101140,B_2018,0,14.0,18.0,4.0,2022.0
101141,A_2022,1,12.0,14.0,2.0,2024.0
101142,A_2022,1,11.0,12.0,1.0,2023.0
101143,A_2020,1,12.0,14.0,2.0,2022.0
101144,B_2018,0,14.0,19.0,5.0,2023.0
101145,B_2018,1,15.0,20.0,5.0,2023.0
101146,A_2022,1,14.0,15.0,1.0,2023.0
101147,A_2022,0,16.0,16.0,0.0,2022.0
101148,A_2020,1,16.0,18.0,2.0,2022.0
101149,A_2020,0,12.0,15.0,3.0,2023.0
101150,A_2020,0,14.0,17.0,3.0,2023.0
101151,A_2020,0,15.0,18.0,3.0,2023.0
101152,B_2018,1,12.0,17.0,5.0,2023.0
101153,A_2020,1,12.0,14.0,2.0,2022.0
101154,A_2020,1,14.0,16.0,2.0,2022.0
101155,A_2020,0,13.0,15.0,2.0,2022.0
101156,A_2020,1,13.0,15.0,2.0,2022.0
101157,B_2018,1,12.0,17.0,5.0,2023.0
101158,A_2020,1,14.0,17.0,3.0,2023.0
101159,A_2022,0,15.0,16.0,1.0,2023.0
101160,A_2020,1,13.0,15.0,2.0,2022.0
101161,A_2020,1,11.0,14.0,3.0,2023.0
101162,A_2020,0,12.0,14.0,2.0,2022.0
101163,A_2020,0,12.0,14.0,2.0,2022.0
101164,A_2020,0,15.0,18.0,3.0,2023.0
101165,A_2020,0,12.0,15.0,3.0,2023.0
101167,A_2020,0,10.0,12.0,2.0,2022.0
101168,A_2020,0,12.0,14.0,2.0,2022.0
101169,A_2020,0,15.0,18.0,3.0,2023.0
101170,A_2022,1,14.0,15.0,1.0,2023.0
101171,A_2020,1,12.0,14.0,2.0,2022.0
101172,A_2020,0,14.0,17.0,3.0,2023.0
101173,B_2018,1,9.0,14.0,5.0,2023.0
101174,A_2020,1,13.0,15.0,2.0,2022.0
101175,A_2022,1,13.0,13.0,0.0,2022.0
101176,A_2020,0,12.0,14.0,2.0,2022.0
101177,A_2020,0,15.0,17.0,2.0,2022.0
101178,A_2020,0,12.0,14.0,2.0,2022.0
101179,A_2020,0,12.0,14.0,2.0,2022.0
101180,A_2020,1,13.0,16.0,3.0,2023.0
101181,A_2020,0,10.0,13.0,3.0,2023.0
101182,A_2020,1,11.0,13.0,2.0,2022.0
101183,B_2018,0,15.0,19.0,4.0,2022.0
101184,A_2020,1,15.0,17.0,2.0,2022.0
101185,A_2020,1,11.0,14.0,3.0,2023.0
101186,A_2020,1,11.0,15.0,4.0,2024.0
101187,A_2020,0,13.0,15.0,2.0,2022.0
101188,A_2020,0,14.0,16.0,2.0,2022.0
101189,A_2022,0,12.0,13.0,1.0,2023.0
101190,A_2020,0,11.0,13.0,2.0,2022.0
101191,B_2018,0,15.0,19.0,4.0,2022.0
101192,A_2020,0,16.0,19.0,3.0,2023.0
101193,A_2020,0,12.0,14.0,2.0,2022.0
101194,B_2018,1,15.0,18.0,3.0,2021.0
101195,A_2020,0,11.0,13.0,2.0,2022.0
101196,A_2022,0,14.0,14.0,0.0,2022.0
101197,A_2020,0,11.0,14.0,3.0,2023.0
101198,A_2022,0,11.0,11.0,0.0,2022.0
101199,A_2020,1,13.0,15.0,2.0,2022.0
101200,A_2020,1,13.0,15.0,2.0,2022.0
101201,A_2020,0,12.0,14.0,2.0,2022.0
101202,A_2020,0,16.0,18.0,2.0,2022.0
101203,A_2020,0,12.0,15.0,3.0,2023.0
101204,A_2020,1,13.0,15.0,2.0,2022.0
101205,A_2020,1,11.0,13.0,2.0,2022.0
101206,A_2020,0,14.0,17.0,3.0,2023.0
101207,A_2020,1,13.0,15.0,2.0,2022.0
101208,A_2020,0,14.0,17.0,3.0,2023.0
101209,A_2020,0,11.0,14.0,3.0,2023.0
101210,A_2020,0,12.0,14.0,2.0,2022.0
101211,B_2018,0,14.0,19.0,5.0,2023.0
101212,A_2020,1,14.0,17.0,3.0,2023.0
101214,B_2018,1,14.0,19.0,5.0,2023.0
101215,A_2020,1,13.0,15.0,2.0,2022.0
101216,A_2020,1,11.0,13.0,2.0,2022.0
101217,A_2020,0,12.0,14.0,2.0,2022.0
101218,A_2020,0,13.0,15.0,2.0,2022.0
101219,A_2020,1,12.0,14.0,2.0,2022.0
101220,A_2020,1,13.0,16.0,3.0,2023.0
101221,A_2020,0,12.0,15.0,3.0,2023.0
101222,A_2020,1,12.0,14.0,2.0,2022.0
101223,A_2022,0,13.0,13.0,0.0,2022.0
101224,A_2022,0,11.0,11.0,0.0,2022.0
101225,A_2022,0,11.0,12.0,1.0,2023.0
101226,A_2020,1,13.0,16.0,3.0,2023.0
101227,A_2020,1,12.0,14.0,2.0,2022.0
101228,A_2020,0,12.0,15.0,3.0,2023.0
101229,A_2020,1,13.0,15.0,2.0,2022.0
101230,A_2020,1,14.0,17.0,3.0,2023.0
101231,A_2020,0,11.0,14.0,3.0,2023.0
101232,A_2020,0,11.0,14.0,3.0,2023.0
101233,A_2020,1,11.0,14.0,3.0,2023.0
101234,A_2020,1,14.0,16.0,2.0,2022.0
101235,A_2022,0,13.0,13.0,0.0,2022.0
101236,A_2020,1,11.0,12.0,1.0,2021.0
101238,A_2020,0,12.0,14.0,2.0,2022.0
101239,A_2020,0,15.0,16.0,1.0,2021.0
101240,A_2020,0,13.0,16.0,3.0,2023.0
101241,A_2020,0,12.0,14.0,2.0,2022.0
101242,A_2020,0,13.0,16.0,3.0,2023.0
101243,A_2020,1,12.0,16.0,4.0,2024.0
101244,A_2020,1,13.0,16.0,3.0,2023.0
101245,A_2020,1,14.0,18.0,4.0,2024.0
101246,A_2020,1,13.0,15.0,2.0,2022.0
101247,A_2022,0,12.0,13.0,1.0,2023.0
101248,A_2020,1,12.0,14.0,2.0,2022.0
101249,A_2020,0,12.0,15.0,3.0,2023.0
101250,A_2022,0,12.0,13.0,1.0,2023.0
101251,A_2020,1,12.0,14.0,2.0,2022.0
101252,A_2022,0,15.0,15.0,0.0,2022.0
101253,B_2018,0,11.0,16.0,5.0,2023.0
101254,B_2018,0,12.0,16.0,4.0,2022.0
101255,B_2018,0,12.0,16.0,4.0,2022.0
101256,A_2020,0,12.0,15.0,3.0,2023.0
101257,A_2020,1,12.0,14.0,2.0,2022.0
101258,A_2020,0,11.0,14.0,3.0,2023.0
101259,A_2020,1,14.0,16.0,2.0,2022.0
101260,A_2022,1,13.0,14.0,1.0,2023.0
101261,B_2018,1,13.0,17.0,4.0,2022.0
101262,A_2020,0,13.0,15.0,2.0,2022.0
101263,A_2022,1,11.0,12.0,1.0,2023.0
101264,A_2022,1,12.0,12.0,0.0,2022.0
101265,A_2020,0,14.0,16.0,2.0,2022.0
101266,A_2020,1,13.0,15.0,2.0,2022.0
101267,A_2020,0,11.0,14.0,3.0,2023.0
101268,A_2020,1,14.0,16.0,2.0,2022.0
101270,B_2018,0,10.0,15.0,5.0,2023.0
101271,A_2020,1,12.0,14.0,2.0,2022.0
101272,A_2020,0,12.0,14.0,2.0,2022.0
101273,A_2020,1,14.0,17.0,3.0,2023.0
101274,A_2020,1,11.0,13.0,2.0,2022.0
101275,A_2020,1,11.0,14.0,3.0,2023.0
101276,A_2020,0,12.0,15.0,3.0,2023.0
101277,A_2020,0,12.0,14.0,2.0,2022.0
101278,A_2020,0,12.0,15.0,3.0,2023.0
101279,A_2022,0,12.0,13.0,1.0,2023.0
101280,A_2022,0,16.0,17.0,1.0,2023.0
101281,B_2018,1,12.0,17.0,5.0,2023.0
101282,A_2022,0,11.0,13.0,2.0,2024.0
101283,A_2020,0,12.0,14.0,2.0,2022.0
101284,A_2022,1,12.0,12.0,0.0,2022.0
101285,A_2020,0,12.0,14.0,2.0,2022.0
101286,B_2018,1,13.0,18.0,5.0,2023.0
101287,A_2020,0,14.0,17.0,3.0,2023.0
101288,A_2020,1,12.0,14.0,2.0,2022.0
101289,A_2020,0,12.0,15.0,3.0,2023.0
101290,A_2020,1,13.0,16.0,3.0,2023.0
101291,A_2020,1,12.0,15.0,3.0,2023.0
101292,A_2022,1,11.0,12.0,1.0,2023.0
101293,B_2018,1,10.0,15.0,5.0,2023.0
101294,A_2020,1,12.0,14.0,2.0,2022.0
101295,A_2022,0,14.0,15.0,1.0,2023.0
101297,A_2020,0,15.0,17.0,2.0,2022.0
101298,A_2020,1,13.0,15.0,2.0,2022.0
101299,A_2020,0,11.0,13.0,2.0,2022.0
101300,A_2020,0,14.0,16.0,2.0,2022.0
101301,A_2020,0,14.0,17.0,3.0,2023.0
101302,A_2020,0,14.0,16.0,2.0,2022.0
101303,A_2020,1,14.0,16.0,2.0,2022.0
101304,A_2022,1,11.0,11.0,0.0,2022.0
101305,A_2022,0,11.0,11.0,0.0,2022.0
101306,A_2020,0,13.0,15.0,2.0,2022.0
101307,A_2020,0,12.0,15.0,3.0,2023.0
101308,A_2022,0,13.0,14.0,1.0,2023.0
101309,A_2022,1,13.0,14.0,1.0,2023.0
101310,A_2022,0,12.0,13.0,1.0,2023.0
101311,A_2020,0,13.0,16.0,3.0,2023.0
101312,B_2018,0,11.0,16.0,5.0,2023.0
101313,A_2022,0,12.0,13.0,1.0,2023.0
101314,A_2020,1,11.0,14.0,3.0,2023.0
101315,A_2020,1,13.0,15.0,2.0,2022.0
101316,A_2022,0,12.0,13.0,1.0,2023.0
101318,A_2020,1,12.0,15.0,3.0,2023.0
101319,A_2020,1,13.0,15.0,2.0,2022.0
101320,A_2020,0,11.0,13.0,2.0,2022.0
101321,A_2020,0,14.0,16.0,2.0,2022.0
101322,A_2020,0,11.0,13.0,2.0,2022.0
101323,A_2020,0,14.0,16.0,2.0,2022.0
101324,A_2020,1,12.0,14.0,2.0,2022.0
101325,B_2018,1,12.0,17.0,5.0,2023.0
101326,B_2018,1,15.0,20.0,5.0,2023.0
101328,B_2018,1,10.0,15.0,5.0,2023.0
101329,A_2020,0,14.0,16.0,2.0,2022.0
101330,A_2020,0,15.0,18.0,3.0,2023.0
101331,A_2020,0,11.0,14.0,3.0,2023.0
101332,A_2022,0,10.0,12.0,2.0,2024.0
101333,A_2022,1,12.0,13.0,1.0,2023.0
101334,A_2020,0,12.0,15.0,3.0,2023.0
101335,B_2018,1,14.0,19.0,5.0,2023.0
101336,A_2020,0,13.0,15.0,2.0,2022.0
101337,A_2020,0,12.0,15.0,3.0,2023.0
101338,A_2022,1,11.0,12.0,1.0,2023.0
101339,A_2020,1,11.0,14.0,3.0,2023.0
101340,A_2020,0,12.0,14.0,2.0,2022.0
101341,A_2020,0,12.0,14.0,2.0,2022.0
101342,A_2020,1,12.0,14.0,2.0,2022.0
101343,B_2018,0,12.0,17.0,5.0,2023.0
101344,A_2020,0,11.0,14.0,3.0,2023.0
101345,A_2020,0,13.0,15.0,2.0,2022.0
101347,A_2020,0,15.0,17.0,2.0,2022.0
101348,A_2020,1,13.0,15.0,2.0,2022.0
101349,A_2020,1,16.0,18.0,2.0,2022.0
101350,B_2018,0,12.0,16.0,4.0,2022.0
101351,A_2022,0,12.0,13.0,1.0,2023.0
101352,A_2020,0,13.0,15.0,2.0,2022.0
101353,A_2020,0,12.0,14.0,2.0,2022.0
101355,A_2022,0,16.0,16.0,0.0,2022.0
101356,A_2020,0,14.0,16.0,2.0,2022.0
101358,A_2020,0,11.0,13.0,2.0,2022.0
101359,A_2020,0,11.0,14.0,3.0,2023.0
101360,A_2022,1,12.0,12.0,0.0,2022.0
101361,B_2018,1,10.0,15.0,5.0,2023.0
101362,A_2020,1,12.0,14.0,2.0,2022.0
101363,A_2020,0,13.0,15.0,2.0,2022.0
101364,A_2020,0,13.0,15.0,2.0,2022.0
101365,A_2020,0,12.0,14.0,2.0,2022.0
101366,A_2022,0,11.0,12.0,1.0,2023.0
101367,A_2020,1,14.0,17.0,3.0,2023.0
101368,A_2020,1,11.0,14.0,3.0,2023.0
101369,A_2020,1,14.0,17.0,3.0,2023.0
101370,A_2022,1,13.0,14.0,1.0,2023.0
101371,B_2018,0,13.0,17.0,4.0,2022.0
101372,A_2022,1,11.0,12.0,1.0,2023.0
101373,A_2020,1,14.0,17.0,3.0,2023.0
101374,A_2020,0,14.0,15.0,1.0,2021.0
101375,A_2020,1,13.0,15.0,2.0,2022.0
101376,A_2022,0,12.0,13.0,1.0,2023.0
101377,A_2022,0,12.0,13.0,1.0,2023.0
101378,A_2020,0,13.0,16.0,3.0,2023.0
101379,B_2018,1,10.0,14.0,4.0,2022.0
101380,A_2020,0,11.0,14.0,3.0,2023.0
101381,A_2020,0,12.0,14.0,2.0,2022.0
101382,A_2020,0,15.0,17.0,2.0,2022.0
101383,A_2022,1,12.0,12.0,0.0,2022.0
101384,A_2020,0,13.0,16.0,3.0,2023.0
101385,A_2020,0,13.0,15.0,2.0,2022.0
101386,A_2020,0,13.0,15.0,2.0,2022.0
101387,B_2018,0,13.0,17.0,4.0,2022.0
101388,A_2020,0,14.0,16.0,2.0,2022.0
101389,A_2020,1,15.0,18.0,3.0,2023.0
101390,A_2020,1,14.0,16.0,2.0,2022.0
101391,A_2020,0,13.0,17.0,4.0,2024.0
101392,A_2020,0,13.0,15.0,2.0,2022.0
101394,A_2020,1,12.0,14.0,2.0,2022.0
101395,A_2020,1,12.0,15.0,3.0,2023.0
101396,A_2020,1,12.0,14.0,2.0,2022.0
101397,B_2018,1,14.0,19.0,5.0,2023.0
101398,A_2020,0,12.0,14.0,2.0,2022.0
101399,A_2020,0,12.0,15.0,3.0,2023.0
101400,A_2020,1,12.0,14.0,2.0,2022.0
101401,A_2020,0,13.0,15.0,2.0,2022.0
101402,B_2018,1,11.0,16.0,5.0,2023.0
101403,A_2020,0,12.0,14.0,2.0,2022.0
101404,A_2020,1,13.0,15.0,2.0,2022.0
101405,A_2020,1,13.0,15.0,2.0,2022.0
101407,A_2020,0,14.0,16.0,2.0,2022.0
101408,A_2020,1,11.0,14.0,3.0,2023.0
101409,A_2020,1,15.0,17.0,2.0,2022.0
101410,A_2022,1,13.0,13.0,0.0,2022.0
101411,A_2022,0,12.0,12.0,0.0,2022.0
101413,B_2018,0,12.0,17.0,5.0,2023.0
101414,A_2020,1,12.0,15.0,3.0,2023.0
101415,A_2020,0,16.0,18.0,2.0,2022.0
101416,A_2020,0,14.0,17.0,3.0,2023.0
101417,A_2020,1,12.0,14.0,2.0,2022.0
101418,A_2020,1,13.0,16.0,3.0,2023.0
101419,A_2020,1,12.0,15.0,3.0,2023.0
101420,A_2022,1,13.0,14.0,1.0,2023.0
101421,A_2022,1,14.0,15.0,1.0,2023.0
101422,A_2020,0,11.0,13.0,2.0,2022.0
101423,A_2020,0,13.0,15.0,2.0,2022.0
101424,A_2020,0,12.0,14.0,2.0,2022.0
101425,A_2022,1,14.0,14.0,0.0,2022.0
101426,B_2018,1,13.0,17.0,4.0,2022.0
101427,A_2020,1,15.0,17.0,2.0,2022.0
101428,A_2022,0,11.0,12.0,1.0,2023.0
101429,A_2022,0,14.0,14.0,0.0,2022.0
101430,A_2020,1,14.0,16.0,2.0,2022.0
101431,A_2020,1,12.0,14.0,2.0,2022.0
101432,A_2020,0,12.0,14.0,2.0,2022.0
101433,A_2022,0,14.0,15.0,1.0,2023.0
101434,A_2020,0,12.0,15.0,3.0,2023.0
101435,A_2020,1,14.0,16.0,2.0,2022.0
101436,A_2020,1,12.0,14.0,2.0,2022.0
101437,A_2020,1,12.0,15.0,3.0,2023.0
101438,B_2018,0,12.0,17.0,5.0,2023.0
101439,A_2020,1,14.0,16.0,2.0,2022.0
101440,A_2020,0,11.0,13.0,2.0,2022.0
101441,A_2020,0,12.0,15.0,3.0,2023.0
101442,A_2020,1,12.0,15.0,3.0,2023.0
101443,B_2018,0,14.0,18.0,4.0,2022.0
101444,A_2020,1,12.0,14.0,2.0,2022.0
101445,A_2022,1,12.0,12.0,0.0,2022.0
101446,A_2020,1,12.0,14.0,2.0,2022.0
101447,A_2020,1,13.0,15.0,2.0,2022.0
101448,A_2020,0,13.0,15.0,2.0,2022.0
101449,A_2020,1,12.0,15.0,3.0,2023.0
101450,A_2020,0,12.0,14.0,2.0,2022.0
101451,A_2020,1,12.0,15.0,3.0,2023.0
101452,A_2020,1,14.0,16.0,2.0,2022.0
101453,A_2020,1,12.0,14.0,2.0,2022.0
101454,A_2020,0,11.0,13.0,2.0,2022.0
101455,A_2020,0,15.0,18.0,3.0,2023.0
101456,A_2020,0,11.0,13.0,2.0,2022.0
101457,A_2020,0,13.0,16.0,3.0,2023.0
101458,A_2022,0,11.0,12.0,1.0,2023.0
101459,A_2020,1,15.0,17.0,2.0,2022.0
101460,A_2022,0,12.0,13.0,1.0,2023.0
101461,A_2020,1,15.0,17.0,2.0,2022.0
101462,A_2022,1,12.0,14.0,2.0,2024.0
101463,A_2020,1,11.0,14.0,3.0,2023.0
101464,A_2020,1,12.0,14.0,2.0,2022.0
101465,B_2018,1,13.0,18.0,5.0,2023.0
101466,A_2020,0,11.0,13.0,2.0,2022.0
101467,A_2020,0,12.0,15.0,3.0,2023.0
101468,A_2020,1,12.0,14.0,2.0,2022.0
101469,A_2020,1,15.0,18.0,3.0,2023.0
101470,A_2022,0,15.0,15.0,0.0,2022.0
101471,A_2020,0,14.0,16.0,2.0,2022.0
101472,A_2020,0,10.0,12.0,2.0,2022.0
101473,A_2020,1,14.0,16.0,2.0,2022.0
101474,A_2020,1,13.0,15.0,2.0,2022.0
101476,A_2022,1,14.0,15.0,1.0,2023.0
101477,A_2020,1,14.0,16.0,2.0,2022.0
101478,A_2020,1,11.0,14.0,3.0,2023.0
101479,A_2020,0,14.0,17.0,3.0,2023.0
101480,A_2020,0,13.0,15.0,2.0,2022.0
101481,A_2020,0,12.0,15.0,3.0,2023.0
101482,A_2020,0,14.0,16.0,2.0,2022.0
101483,A_2022,1,12.0,13.0,1.0,2023.0
101484,A_2020,1,12.0,14.0,2.0,2022.0
101485,A_2020,1,14.0,17.0,3.0,2023.0
101486,A_2020,0,15.0,17.0,2.0,2022.0
101487,A_2020,0,15.0,18.0,3.0,2023.0
101488,B_2018,0,15.0,19.0,4.0,2022.0
101489,A_2022,0,11.0,11.0,0.0,2022.0
101490,B_2018,1,13.0,17.0,4.0,2022.0
101491,A_2022,0,12.0,13.0,1.0,2023.0
101492,A_2020,1,11.0,13.0,2.0,2022.0
101493,A_2020,0,11.0,14.0,3.0,2023.0
101494,A_2020,0,13.0,15.0,2.0,2022.0
101495,A_2020,1,11.0,13.0,2.0,2022.0
101496,A_2020,0,12.0,15.0,3.0,2023.0
101497,A_2020,0,12.0,14.0,2.0,2022.0
101498,A_2020,0,12.0,15.0,3.0,2023.0
101499,A_2020,0,12.0,14.0,2.0,2022.0
101500,A_2020,1,15.0,18.0,3.0,2023.0
101501,A_2020,0,11.0,14.0,3.0,2023.0
101503,A_2022,1,15.0,14.0,-1.0,2021.0
101504,A_2022,1,11.0,12.0,1.0,2023.0
101505,A_2022,0,11.0,12.0,1.0,2023.0
101506,A_2020,1,12.0,15.0,3.0,2023.0
101507,B_2018,0,10.0,15.0,5.0,2023.0
101508,A_2022,1,14.0,13.0,-1.0,2021.0
101509,A_2020,0,11.0,14.0,3.0,2023.0
101510,B_2018,0,15.0,20.0,5.0,2023.0
101511,A_2020,0,13.0,16.0,3.0,2023.0
101512,A_2020,0,12.0,14.0,2.0,2022.0
101513,A_2020,1,11.0,15.0,4.0,2024.0
101514,A_2020,1,11.0,14.0,3.0,2023.0
101515,A_2020,0,11.0,14.0,3.0,2023.0
101516,A_2020,1,12.0,15.0,3.0,2023.0
101517,A_2022,1,13.0,14.0,1.0,2023.0
101518,A_2020,0,12.0,14.0,2.0,2022.0
101519,A_2020,0,14.0,16.0,2.0,2022.0
101520,A_2022,1,12.0,12.0,0.0,2022.0
101521,A_2020,0,11.0,14.0,3.0,2023.0
101522,A_2020,1,13.0,15.0,2.0,2022.0
101523,A_2020,0,14.0,16.0,2.0,2022.0
101524,A_2020,0,13.0,15.0,2.0,2022.0
101525,A_2020,1,12.0,14.0,2.0,2022.0
101526,A_2020,1,13.0,15.0,2.0,2022.0
101527,A_2022,1,13.0,14.0,1.0,2023.0
101528,B_2018,1,15.0,20.0,5.0,2023.0
101530,A_2020,1,12.0,15.0,3.0,2023.0
101531,A_2022,1,11.0,12.0,1.0,2023.0
101532,A_2022,0,13.0,12.0,-1.0,2021.0
101533,A_2020,1,12.0,15.0,3.0,2023.0
101534,B_2018,1,11.0,16.0,5.0,2023.0
101535,A_2022,0,13.0,13.0,0.0,2022.0
101536,A_2020,0,11.0,13.0,2.0,2022.0
101537,A_2020,1,13.0,15.0,2.0,2022.0
101538,A_2020,1,12.0,14.0,2.0,2022.0
101539,B_2018,0,13.0,17.0,4.0,2022.0
101540,A_2020,0,14.0,16.0,2.0,2022.0
101541,A_2020,1,12.0,15.0,3.0,2023.0
101542,A_2020,1,12.0,14.0,2.0,2022.0
101543,A_2020,1,12.0,14.0,2.0,2022.0
101544,A_2020,1,11.0,15.0,4.0,2024.0
101545,A_2020,1,12.0,15.0,3.0,2023.0
101546,A_2020,1,13.0,15.0,2.0,2022.0
101547,A_2020,1,13.0,16.0,3.0,2023.0
101548,A_2020,1,13.0,16.0,3.0,2023.0
101549,A_2022,0,14.0,15.0,1.0,2023.0
101551,B_2018,1,11.0,16.0,5.0,2023.0
101552,A_2020,0,11.0,13.0,2.0,2022.0
101553,A_2022,1,13.0,14.0,1.0,2023.0
101554,A_2020,1,12.0,15.0,3.0,2023.0
101555,B_2018,0,12.0,17.0,5.0,2023.0
101556,A_2020,0,14.0,16.0,2.0,2022.0
101557,A_2022,0,11.0,11.0,0.0,2022.0
101558,A_2020,1,12.0,15.0,3.0,2023.0
101559,B_2018,1,14.0,18.0,4.0,2022.0
101560,A_2020,1,13.0,15.0,2.0,2022.0
101562,A_2020,0,12.0,14.0,2.0,2022.0
101563,A_2020,1,13.0,15.0,2.0,2022.0
101564,A_2020,1,13.0,16.0,3.0,2023.0
101565,B_2018,1,11.0,15.0,4.0,2022.0
101566,A_2020,1,15.0,17.0,2.0,2022.0
101567,A_2022,1,11.0,12.0,1.0,2023.0
101568,A_2020,0,11.0,14.0,3.0,2023.0
101569,A_2020,1,12.0,14.0,2.0,2022.0
101570,A_2020,0,15.0,17.0,2.0,2022.0
101571,A_2020,1,14.0,17.0,3.0,2023.0
101572,A_2020,1,12.0,14.0,2.0,2022.0
101573,A_2020,0,14.0,17.0,3.0,2023.0
101574,B_2018,1,13.0,18.0,5.0,2023.0
101575,A_2022,0,11.0,12.0,1.0,2023.0
101576,A_2022,0,11.0,12.0,1.0,2023.0
101577,A_2020,0,11.0,14.0,3.0,2023.0
101578,A_2020,0,14.0,17.0,3.0,2023.0
101579,A_2020,0,12.0,14.0,2.0,2022.0
101580,A_2022,0,11.0,12.0,1.0,2023.0
101581,A_2020,1,13.0,16.0,3.0,2023.0
101582,A_2022,0,12.0,13.0,1.0,2023.0
101583,A_2020,0,13.0,15.0,2.0,2022.0
101584,A_2020,1,13.0,16.0,3.0,2023.0
101586,A_2020,1,11.0,14.0,3.0,2023.0
101587,A_2020,0,14.0,17.0,3.0,2023.0
101588,A_2020,0,12.0,15.0,3.0,2023.0
101590,A_2020,1,12.0,14.0,2.0,2022.0
101591,A_2020,0,14.0,16.0,2.0,2022.0
101592,A_2020,0,13.0,15.0,2.0,2022.0
101593,A_2020,1,12.0,15.0,3.0,2023.0
101594,A_2020,0,14.0,16.0,2.0,2022.0
101595,A_2020,1,13.0,15.0,2.0,2022.0
101596,A_2020,1,11.0,13.0,2.0,2022.0
101597,A_2020,0,14.0,17.0,3.0,2023.0
101598,A_2020,1,12.0,14.0,2.0,2022.0
101599,A_2020,1,13.0,15.0,2.0,2022.0
101600,A_2020,0,13.0,15.0,2.0,2022.0
101601,A_2020,0,11.0,13.0,2.0,2022.0
101602,A_2020,0,14.0,17.0,3.0,2023.0
101603,A_2020,1,12.0,14.0,2.0,2022.0
101604,A_2020,1,10.0,13.0,3.0,2023.0
101605,A_2020,1,14.0,16.0,2.0,2022.0
101606,A_2020,0,12.0,14.0,2.0,2022.0
101607,A_2020,1,11.0,14.0,3.0,2023.0
101608,A_2020,1,14.0,16.0,2.0,2022.0
101609,A_2020,0,12.0,14.0,2.0,2022.0
101610,A_2020,1,11.0,14.0,3.0,2023.0
