applicant_id,cohort,selected,age_at_application,age_at_survey,age_gap,application_year_plus_age_gap
100529,A_2020,0,12.0,15.0,3.0,2023.0
100530,A_2020,0,12.0,15.0,3.0,2023.0
100531,A_2020,1,12.0,14.0,2.0,2022.0
100532,B_2018,1,11.0,16.0,5.0,2023.0
100533,A_2020,0,12.0,14.0,2.0,2022.0
100534,A_2022,0,11.0,12.0,1.0,2023.0
100535,A_2020,1,13.0,15.0,2.0,2022.0
100536,A_2020,1,13.0,15.0,2.0,2022.0
100537,A_2020,1,11.0,14.0,3.0,2023.0
100538,A_2022,0,12.0,13.0,1.0,2023.0
100539,A_2020,0,12.0,14.0,2.0,2022.0
100540,A_2022,0,12.0,13.0,1.0,2023.0
100541,A_2020,0,13.0,15.0,2.0,2022.0
100542,A_2022,0,11.0,12.0,1.0,2023.0
100543,A_2020,0,14.0,16.0,2.0,2022.0
100544,A_2020,0,13.0,15.0,2.0,2022.0
100545,A_2020,1,10.0,13.0,3.0,2023.0
100546,A_2020,0,15.0,18.0,3.0,2023.0
100547,A_2020,0,12.0,14.0,2.0,2022.0
100548,A_2020,1,13.0,15.0,2.0,2022.0
100549,A_2022,0,11.0,12.0,1.0,2023.0
100550,A_2020,1,11.0,13.0,2.0,2022.0
100551,A_2020,1,12.0,14.0,2.0,2022.0
100552,A_2020,1,11.0,13.0,2.0,2022.0
100553,A_2020,0,12.0,15.0,3.0,2023.0
100554,A_2020,0,11.0,13.0,2.0,2022.0
100555,A_2022,1,11.0,12.0,1.0,2023.0
100556,A_2020,0,12.0,14.0,2.0,2022.0
100557,A_2022,1,15.0,16.0,1.0,2023.0
100558,A_2020,0,14.0,16.0,2.0,2022.0
100559,A_2020,1,12.0,14.0,2.0,2022.0
100560,A_2020,1,13.0,16.0,3.0,2023.0
100561,A_2022,1,11.0,11.0,0.0,2022.0
100562,A_2022,1,12.0,13.0,1.0,2023.0
100564,B_2018,1,12.0,16.0,4.0,2022.0
100565,A_2022,0,15.0,16.0,1.0,2023.0
100566,A_2020,0,12.0,15.0,3.0,2023.0
100567,B_2018,1,13.0,18.0,5.0,2023.0
100569,A_2022,1,12.0,13.0,1.0,2023.0
100570,A_2020,1,16.0,20.0,4.0,2024.0
100571,A_2020,0,12.0,14.0,2.0,2022.0
100572,A_2020,1,14.0,16.0,2.0,2022.0
100573,A_2020,0,13.0,16.0,3.0,2023.0
100574,A_2022,1,13.0,14.0,1.0,2023.0
100575,A_2020,1,12.0,14.0,2.0,2022.0
100576,A_2022,0,12.0,13.0,1.0,2023.0
100577,B_2018,0,14.0,18.0,4.0,2022.0
100578,A_2020,1,13.0,15.0,2.0,2022.0
100579,A_2020,1,13.0,15.0,2.0,2022.0
100580,A_2020,0,11.0,14.0,3.0,2023.0
100581,A_2020,0,14.0,17.0,3.0,2023.0
100582,A_2022,0,11.0,12.0,1.0,2023.0
100583,A_2020,1,12.0,14.0,2.0,2022.0
100584,A_2022,1,13.0,14.0,1.0,2023.0
100585,A_2020,1,13.0,15.0,2.0,2022.0
100586,A_2020,1,12.0,14.0,2.0,2022.0
100587,A_2020,1,11.0,14.0,3.0,2023.0
100588,B_2018,1,12.0,17.0,5.0,2023.0
100589,A_2020,0,13.0,15.0,2.0,2022.0
100590,A_2020,1,11.0,13.0,2.0,2022.0
100591,A_2020,0,11.0,14.0,3.0,2023.0
100592,A_2020,1,13.0,15.0,2.0,2022.0
100593,A_2020,1,14.0,16.0,2.0,2022.0
100594,A_2020,0,11.0,13.0,2.0,2022.0
100595,A_2020,1,14.0,17.0,3.0,2023.0
100596,B_2018,1,14.0,17.0,3.0,2021.0
100597,A_2020,1,10.0,13.0,3.0,2023.0
100598,A_2020,0,13.0,15.0,2.0,2022.0
100599,A_2020,0,14.0,16.0,2.0,2022.0
100601,A_2022,1,11.0,12.0,1.0,2023.0
100602,A_2020,0,12.0,14.0,2.0,2022.0
100603,A_2022,1,11.0,12.0,1.0,2023.0
100604,A_2022,0,11.0,13.0,2.0,2024.0
100605,A_2020,0,11.0,13.0,2.0,2022.0
100606,B_2018,1,11.0,15.0,4.0,2022.0
100607,A_2020,0,13.0,15.0,2.0,2022.0
100608,A_2020,0,12.0,15.0,3.0,2023.0
100609,A_2020,0,13.0,16.0,3.0,2023.0
100610,A_2020,1,14.0,16.0,2.0,2022.0
100611,A_2022,1,12.0,13.0,1.0,2023.0
100612,A_2020,1,13.0,15.0,2.0,2022.0
100613,A_2022,1,12.0,13.0,1.0,2023.0
100614,A_2022,0,14.0,15.0,1.0,2023.0
100615,A_2022,0,12.0,14.0,2.0,2024.0
100616,A_2020,1,14.0,16.0,2.0,2022.0
100617,A_2020,0,12.0,14.0,2.0,2022.0
100618,A_2020,0,12.0,14.0,2.0,2022.0
100619,A_2020,0,12.0,14.0,2.0,2022.0
100620,A_2020,0,13.0,16.0,3.0,2023.0
100621,A_2020,1,13.0,16.0,3.0,2023.0
100622,A_2020,1,14.0,17.0,3.0,2023.0
100623,A_2020,1,12.0,15.0,3.0,2023.0
100624,A_2020,1,12.0,14.0,2.0,2022.0
100625,A_2022,0,11.0,13.0,2.0,2024.0
100626,A_2022,1,14.0,14.0,0.0,2022.0
100627,A_2020,0,12.0,14.0,2.0,2022.0
100628,A_2022,1,14.0,11.0,-3.0,2019.0
100629,A_2020,0,14.0,17.0,3.0,2023.0
100631,A_2020,0,11.0,14.0,3.0,2023.0
100632,A_2020,1,13.0,15.0,2.0,2022.0
100633,A_2020,0,12.0,14.0,2.0,2022.0
100634,A_2020,0,12.0,14.0,2.0,2022.0
100635,A_2020,1,12.0,16.0,4.0,2024.0
100636,A_2020,0,12.0,15.0,3.0,2023.0
100637,A_2020,1,13.0,16.0,3.0,2023.0
100638,A_2020,0,14.0,16.0,2.0,2022.0
100640,A_2020,0,11.0,14.0,3.0,2023.0
100642,A_2020,1,14.0,16.0,2.0,2022.0
100643,A_2020,0,12.0,15.0,3.0,2023.0
100645,A_2020,0,13.0,15.0,2.0,2022.0
100646,A_2020,1,12.0,15.0,3.0,2023.0
100647,A_2020,0,13.0,15.0,2.0,2022.0
100648,A_2020,0,11.0,14.0,3.0,2023.0
100649,B_2018,1,11.0,15.0,4.0,2022.0
100650,A_2020,0,14.0,16.0,2.0,2022.0
100651,A_2022,0,12.0,12.0,0.0,2022.0
100652,A_2020,1,12.0,15.0,3.0,2023.0
100653,A_2020,0,12.0,15.0,3.0,2023.0
100654,A_2022,1,11.0,11.0,0.0,2022.0
100655,B_2018,1,13.0,18.0,5.0,2023.0
100656,A_2020,1,13.0,15.0,2.0,2022.0
100657,A_2022,1,12.0,13.0,1.0,2023.0
100658,A_2020,1,14.0,17.0,3.0,2023.0
100659,A_2020,1,13.0,16.0,3.0,2023.0
100660,A_2020,0,12.0,14.0,2.0,2022.0
100661,A_2020,1,12.0,14.0,2.0,2022.0
100662,A_2020,1,12.0,14.0,2.0,2022.0
100663,A_2020,1,12.0,15.0,3.0,2023.0
100664,A_2022,1,13.0,14.0,1.0,2023.0
100665,A_2020,1,12.0,14.0,2.0,2022.0
100666,B_2018,0,14.0,18.0,4.0,2022.0
100667,A_2020,1,11.0,14.0,3.0,2023.0
100668,A_2020,0,15.0,17.0,2.0,2022.0
100669,B_2018,1,11.0,16.0,5.0,2023.0
100670,A_2020,1,11.0,14.0,3.0,2023.0
100671,A_2020,1,13.0,15.0,2.0,2022.0
100672,A_2020,1,14.0,16.0,2.0,2022.0
100673,A_2022,1,10.0,11.0,1.0,2023.0
100674,A_2020,0,12.0,14.0,2.0,2022.0
100675,B_2018,0,11.0,16.0,5.0,2023.0
100676,A_2020,0,14.0,17.0,3.0,2023.0
100677,A_2022,1,13.0,14.0,1.0,2023.0
100678,A_2020,0,14.0,17.0,3.0,2023.0
100679,A_2020,1,11.0,13.0,2.0,2022.0
100680,A_2020,0,11.0,14.0,3.0,2023.0
100681,A_2020,1,12.0,15.0,3.0,2023.0
100682,A_2022,1,14.0,15.0,1.0,2023.0
100683,A_2020,1,12.0,14.0,2.0,2022.0
100684,B_2018,0,12.0,16.0,4.0,2022.0
100685,A_2020,1,12.0,14.0,2.0,2022.0
100686,A_2020,1,12.0,14.0,2.0,2022.0
100687,A_2022,1,11.0,12.0,1.0,2023.0
100688,A_2020,0,12.0,15.0,3.0,2023.0
100689,A_2022,1,12.0,12.0,0.0,2022.0
100690,B_2018,0,12.0,16.0,4.0,2022.0
100691,A_2020,1,14.0,17.0,3.0,2023.0
100692,A_2020,1,15.0,18.0,3.0,2023.0
100693,A_2020,0,13.0,16.0,3.0,2023.0
100694,A_2020,0,12.0,15.0,3.0,2023.0
100695,A_2020,1,15.0,17.0,2.0,2022.0
100696,A_2020,1,12.0,15.0,3.0,2023.0
100697,A_2020,1,12.0,14.0,2.0,2022.0
100699,A_2020,0,12.0,14.0,2.0,2022.0
100700,A_2020,1,13.0,15.0,2.0,2022.0
100701,A_2020,0,14.0,16.0,2.0,2022.0
100702,A_2022,1,12.0,13.0,1.0,2023.0
100703,A_2020,1,13.0,15.0,2.0,2022.0
100704,A_2020,1,13.0,15.0,2.0,2022.0
100705,A_2020,1,12.0,15.0,3.0,2023.0
100706,A_2020,1,14.0,17.0,3.0,2023.0
100708,A_2020,1,13.0,16.0,3.0,2023.0
100709,B_2018,0,14.0,19.0,5.0,2023.0
100710,A_2020,0,12.0,14.0,2.0,2022.0
100711,A_2020,1,14.0,15.0,1.0,2021.0
100712,A_2020,1,13.0,15.0,2.0,2022.0
100714,A_2020,0,14.0,16.0,2.0,2022.0
100715,A_2020,1,11.0,13.0,2.0,2022.0
100716,A_2020,0,12.0,14.0,2.0,2022.0
100717,B_2018,1,12.0,16.0,4.0,2022.0
100718,A_2020,0,11.0,14.0,3.0,2023.0
100719,A_2020,0,12.0,14.0,2.0,2022.0
100720,B_2018,0,11.0,15.0,4.0,2022.0
100721,A_2020,0,15.0,17.0,2.0,2022.0
100722,A_2020,1,12.0,14.0,2.0,2022.0
100723,A_2020,1,14.0,16.0,2.0,2022.0
100724,A_2020,0,12.0,14.0,2.0,2022.0
100725,A_2020,0,12.0,14.0,2.0,2022.0
100726,A_2020,1,10.0,12.0,2.0,2022.0
100727,A_2020,0,10.0,13.0,3.0,2023.0
100728,A_2020,0,12.0,15.0,3.0,2023.0
100729,A_2020,0,11.0,14.0,3.0,2023.0
100731,A_2020,1,12.0,15.0,3.0,2023.0
100732,B_2018,1,16.0,20.0,4.0,2022.0
100733,A_2020,1,14.0,16.0,2.0,2022.0
100734,A_2022,1,15.0,16.0,1.0,2023.0
100736,A_2020,1,15.0,18.0,3.0,2023.0
100737,A_2020,1,13.0,16.0,3.0,2023.0
100738,A_2022,0,11.0,12.0,1.0,2023.0
100740,A_2020,1,12.0,14.0,2.0,2022.0
100741,A_2020,0,14.0,17.0,3.0,2023.0
100742,A_2020,0,14.0,17.0,3.0,2023.0
100743,A_2020,1,11.0,14.0,3.0,2023.0
100744,A_2020,1,11.0,14.0,3.0,2023.0
100745,A_2020,0,12.0,14.0,2.0,2022.0
100746,A_2020,1,11.0,14.0,3.0,2023.0
100747,A_2020,1,14.0,17.0,3.0,2023.0
100748,A_2020,0,16.0,18.0,2.0,2022.0
100749,A_2020,1,11.0,13.0,2.0,2022.0
100750,A_2020,1,12.0,14.0,2.0,2022.0
100751,A_2020,0,11.0,13.0,2.0,2022.0
100752,A_2020,1,11.0,13.0,2.0,2022.0
100753,A_2020,1,13.0,15.0,2.0,2022.0
100754,A_2020,1,11.0,13.0,2.0,2022.0
100755,A_2020,1,13.0,15.0,2.0,2022.0
100756,A_2020,1,10.0,13.0,3.0,2023.0
100757,A_2020,1,12.0,15.0,3.0,2023.0
100758,B_2018,0,12.0,16.0,4.0,2022.0
100759,A_2020,0,12.0,15.0,3.0,2023.0
100761,B_2018,1,12.0,17.0,5.0,2023.0
100763,B_2018,0,13.0,17.0,4.0,2022.0
100764,A_2020,1,11.0,13.0,2.0,2022.0
100765,A_2022,0,11.0,11.0,0.0,2022.0
100766,A_2020,0,12.0,14.0,2.0,2022.0
100767,A_2020,0,12.0,15.0,3.0,2023.0
100768,A_2020,0,12.0,16.0,4.0,2024.0
100769,A_2020,0,14.0,17.0,3.0,2023.0
100770,A_2020,1,14.0,16.0,2.0,2022.0
100771,A_2020,1,15.0,18.0,3.0,2023.0
100772,A_2022,0,11.0,13.0,2.0,2024.0
100773,B_2018,0,12.0,17.0,5.0,2023.0
100774,A_2020,1,12.0,14.0,2.0,2022.0
100775,A_2020,0,12.0,14.0,2.0,2022.0
100776,A_2022,1,11.0,12.0,1.0,2023.0
100777,A_2020,1,13.0,15.0,2.0,2022.0
100778,A_2020,0,11.0,14.0,3.0,2023.0
100779,A_2022,0,13.0,13.0,0.0,2022.0
100780,A_2020,0,12.0,14.0,2.0,2022.0
100781,A_2020,1,12.0,15.0,3.0,2023.0
100782,A_2020,1,12.0,14.0,2.0,2022.0
100783,A_2022,1,11.0,12.0,1.0,2023.0
100784,A_2022,1,12.0,12.0,0.0,2022.0
100785,A_2020,0,13.0,15.0,2.0,2022.0
100786,A_2020,1,12.0,14.0,2.0,2022.0
100787,A_2020,1,13.0,15.0,2.0,2022.0
100788,A_2020,0,11.0,13.0,2.0,2022.0
100789,B_2018,0,14.0,19.0,5.0,2023.0
100790,A_2020,0,12.0,14.0,2.0,2022.0
100791,A_2020,0,11.0,14.0,3.0,2023.0
100792,A_2020,1,15.0,18.0,3.0,2023.0
100793,A_2020,1,12.0,14.0,2.0,2022.0
100794,A_2020,1,14.0,16.0,2.0,2022.0
100795,A_2020,1,11.0,13.0,2.0,2022.0
100796,A_2022,0,13.0,13.0,0.0,2022.0
100797,A_2020,0,12.0,15.0,3.0,2023.0
100798,A_2020,0,12.0,14.0,2.0,2022.0
100799,B_2018,1,12.0,17.0,5.0,2023.0
100800,A_2020,0,12.0,14.0,2.0,2022.0
100801,B_2018,0,15.0,19.0,4.0,2022.0
100802,A_2022,1,12.0,12.0,0.0,2022.0
100803,B_2018,0,12.0,16.0,4.0,2022.0
100804,A_2020,1,12.0,14.0,2.0,2022.0
100805,A_2020,1,13.0,16.0,3.0,2023.0
100806,A_2020,0,12.0,14.0,2.0,2022.0
100807,A_2020,0,15.0,17.0,2.0,2022.0
100808,A_2020,0,15.0,17.0,2.0,2022.0
100809,A_2020,1,11.0,14.0,3.0,2023.0
100810,A_2020,0,15.0,18.0,3.0,2023.0
100811,A_2020,0,10.0,12.0,2.0,2022.0
100812,A_2020,1,12.0,14.0,2.0,2022.0
100813,A_2022,1,11.0,12.0,1.0,2023.0
100814,A_2020,0,13.0,15.0,2.0,2022.0
100815,A_2020,1,12.0,14.0,2.0,2022.0
100816,A_2022,1,12.0,12.0,0.0,2022.0
100817,A_2020,0,12.0,14.0,2.0,2022.0
100818,A_2020,1,12.0,14.0,2.0,2022.0
100819,A_2020,1,12.0,14.0,2.0,2022.0
100820,A_2020,1,12.0,14.0,2.0,2022.0
100821,A_2022,0,12.0,12.0,0.0,2022.0
100822,A_2020,0,15.0,17.0,2.0,2022.0
100823,B_2018,1,11.0,18.0,7.0,2025.0
100824,A_2020,0,12.0,15.0,3.0,2023.0
100825,B_2018,1,13.0,17.0,4.0,2022.0
100826,A_2020,0,13.0,15.0,2.0,2022.0
100827,B_2018,1,12.0,17.0,5.0,2023.0
100828,A_2020,0,14.0,16.0,2.0,2022.0
100829,A_2022,0,11.0,12.0,1.0,2023.0
100830,A_2022,1,11.0,11.0,0.0,2022.0
100831,A_2020,1,11.0,14.0,3.0,2023.0
100832,A_2020,0,11.0,13.0,2.0,2022.0
100833,A_2022,1,12.0,12.0,0.0,2022.0
100834,A_2020,0,12.0,14.0,2.0,2022.0
100835,A_2020,1,13.0,16.0,3.0,2023.0
100836,A_2022,1,15.0,16.0,1.0,2023.0
100837,A_2022,0,13.0,14.0,1.0,2023.0
100838,A_2022,0,15.0,15.0,0.0,2022.0
100839,A_2020,0,13.0,16.0,3.0,2023.0
100841,B_2018,0,11.0,16.0,5.0,2023.0
100842,A_2020,1,14.0,16.0,2.0,2022.0
100843,A_2020,0,13.0,16.0,3.0,2023.0
100844,A_2020,1,11.0,14.0,3.0,2023.0
100845,A_2020,1,11.0,14.0,3.0,2023.0
100846,A_2022,1,13.0,14.0,1.0,2023.0
100847,B_2018,1,13.0,17.0,4.0,2022.0
100848,A_2020,0,12.0,14.0,2.0,2022.0
100849,A_2022,0,12.0,10.0,-2.0,2020.0
100850,B_2018,1,11.0,16.0,5.0,2023.0
100851,A_2020,1,13.0,15.0,2.0,2022.0
100852,A_2020,1,13.0,15.0,2.0,2022.0
100853,A_2020,1,14.0,16.0,2.0,2022.0
100854,A_2020,1,11.0,14.0,3.0,2023.0
100855,A_2020,0,14.0,16.0,2.0,2022.0
100856,A_2020,0,12.0,14.0,2.0,2022.0
100857,A_2020,0,12.0,15.0,3.0,2023.0
100858,A_2020,1,14.0,16.0,2.0,2022.0
100859,A_2020,0,11.0,14.0,3.0,2023.0
100860,B_2018,0,14.0,18.0,4.0,2022.0
100861,A_2020,0,11.0,13.0,2.0,2022.0
100862,A_2020,0,14.0,17.0,3.0,2023.0
100863,A_2022,0,13.0,13.0,0.0,2022.0
100864,A_2020,1,12.0,14.0,2.0,2022.0
100865,A_2020,1,10.0,13.0,3.0,2023.0
100866,A_2020,0,12.0,15.0,3.0,2023.0
100867,A_2022,0,13.0,13.0,0.0,2022.0
100868,A_2020,1,16.0,18.0,2.0,2022.0
100869,A_2020,1,11.0,13.0,2.0,2022.0
100870,A_2022,1,12.0,12.0,0.0,2022.0
100871,A_2020,0,12.0,15.0,3.0,2023.0
100872,B_2018,0,12.0,17.0,5.0,2023.0
100873,A_2020,1,12.0,14.0,2.0,2022.0
100874,A_2020,1,12.0,14.0,2.0,2022.0
100876,A_2020,0,13.0,16.0,3.0,2023.0
100877,A_2020,0,12.0,15.0,3.0,2023.0
100878,A_2020,1,15.0,18.0,3.0,2023.0
100879,A_2020,1,14.0,16.0,2.0,2022.0
100880,A_2020,0,15.0,17.0,2.0,2022.0
100881,B_2018,1,11.0,15.0,4.0,2022.0
100882,A_2020,0,14.0,17.0,3.0,2023.0
100883,A_2020,1,13.0,15.0,2.0,2022.0
100884,A_2020,1,13.0,16.0,3.0,2023.0
100885,A_2020,1,13.0,15.0,2.0,2022.0
100886,A_2020,1,13.0,15.0,2.0,2022.0
100887,A_2020,1,12.0,14.0,2.0,2022.0
100888,A_2020,0,14.0,16.0,2.0,2022.0
100889,A_2022,1,12.0,16.0,4.0,2026.0
100890,A_2020,0,15.0,17.0,2.0,2022.0
100891,A_2022,0,12.0,13.0,1.0,2023.0
100892,A_2022,1,11.0,11.0,0.0,2022.0
100893,A_2020,0,11.0,14.0,3.0,2023.0
100894,A_2020,1,12.0,14.0,2.0,2022.0
100895,A_2020,1,12.0,14.0,2.0,2022.0
100896,A_2020,0,13.0,15.0,2.0,2022.0
100897,A_2020,1,12.0,14.0,2.0,2022.0
100898,A_2020,1,12.0,14.0,2.0,2022.0
100899,B_2018,1,11.0,14.0,3.0,2021.0
100900,A_2022,0,14.0,14.0,0.0,2022.0
100901,A_2020,1,12.0,15.0,3.0,2023.0
100902,A_2020,0,11.0,14.0,3.0,2023.0
100903,A_2020,0,12.0,14.0,2.0,2022.0
100904,B_2018,1,11.0,16.0,5.0,2023.0
100905,A_2020,0,13.0,15.0,2.0,2022.0
100906,A_2020,1,14.0,16.0,2.0,2022.0
100907,A_2020,0,11.0,13.0,2.0,2022.0
100908,A_2022,0,13.0,14.0,1.0,2023.0
100909,A_2022,0,11.0,12.0,1.0,2023.0
100910,A_2022,1,17.0,13.0,-4.0,2018.0
100911,A_2022,0,14.0,15.0,1.0,2023.0
100912,A_2022,1,11.0,12.0,1.0,2023.0
100913,A_2020,1,11.0,14.0,3.0,2023.0
100914,B_2018,1,11.0,16.0,5.0,2023.0
100915,A_2022,1,13.0,14.0,1.0,2023.0
100916,A_2020,1,11.0,14.0,3.0,2023.0
100917,A_2020,1,14.0,16.0,2.0,2022.0
100918,A_2020,0,12.0,14.0,2.0,2022.0
100920,A_2020,1,15.0,17.0,2.0,2022.0
100921,A_2020,1,12.0,14.0,2.0,2022.0
100922,A_2020,0,15.0,18.0,3.0,2023.0
100923,A_2022,1,11.0,12.0,1.0,2023.0
100924,A_2020,1,11.0,14.0,3.0,2023.0
100925,A_2020,1,12.0,14.0,2.0,2022.0
100926,A_2020,1,13.0,15.0,2.0,2022.0
100927,A_2022,1,11.0,12.0,1.0,2023.0
100928,A_2020,0,13.0,15.0,2.0,2022.0
100929,A_2020,0,13.0,15.0,2.0,2022.0
100930,A_2020,0,12.0,14.0,2.0,2022.0
100931,A_2020,1,13.0,16.0,3.0,2023.0
100932,A_2020,0,13.0,15.0,2.0,2022.0
100933,A_2020,1,11.0,13.0,2.0,2022.0
100934,B_2018,1,11.0,16.0,5.0,2023.0
100935,A_2020,1,11.0,14.0,3.0,2023.0
100936,A_2020,1,13.0,15.0,2.0,2022.0
100937,A_2020,0,14.0,16.0,2.0,2022.0
100938,A_2020,0,12.0,15.0,3.0,2023.0
100939,A_2020,0,11.0,14.0,3.0,2023.0
100940,A_2020,1,12.0,14.0,2.0,2022.0
100941,A_2022,1,11.0,12.0,1.0,2023.0
100942,A_2020,0,12.0,14.0,2.0,2022.0
100943,B_2018,1,12.0,17.0,5.0,2023.0
100944,B_2018,1,15.0,20.0,5.0,2023.0
100945,A_2022,0,16.0,16.0,0.0,2022.0
100946,A_2020,1,14.0,17.0,3.0,2023.0
100947,A_2020,1,12.0,15.0,3.0,2023.0
100949,A_2020,1,12.0,15.0,3.0,2023.0
100950,B_2018,1,12.0,16.0,4.0,2022.0
100951,A_2022,0,11.0,11.0,0.0,2022.0
100952,A_2020,1,12.0,14.0,2.0,2022.0
100953,A_2020,0,13.0,15.0,2.0,2022.0
100954,A_2022,1,11.0,11.0,0.0,2022.0
100955,A_2020,0,13.0,16.0,3.0,2023.0
100956,A_2022,1,11.0,12.0,1.0,2023.0
100957,A_2020,1,12.0,14.0,2.0,2022.0
100958,A_2020,0,12.0,14.0,2.0,2022.0
100959,A_2020,0,12.0,15.0,3.0,2023.0
100960,A_2020,1,11.0,13.0,2.0,2022.0
100961,A_2020,0,13.0,16.0,3.0,2023.0
100962,A_2022,1,10.0,11.0,1.0,2023.0
100963,A_2020,0,13.0,15.0,2.0,2022.0
100964,A_2020,1,11.0,14.0,3.0,2023.0
100965,B_2018,1,12.0,16.0,4.0,2022.0
100966,A_2020,0,13.0,16.0,3.0,2023.0
100967,B_2018,1,13.0,17.0,4.0,2022.0
100968,A_2020,1,14.0,17.0,3.0,2023.0
100969,B_2018,1,14.0,18.0,4.0,2022.0
100970,A_2020,0,13.0,15.0,2.0,2022.0
100971,A_2020,1,14.0,16.0,2.0,2022.0
100972,A_2020,1,13.0,15.0,2.0,2022.0
100973,A_2020,0,12.0,14.0,2.0,2022.0
100974,A_2020,1,13.0,15.0,2.0,2022.0
100976,B_2018,0,12.0,16.0,4.0,2022.0
100977,A_2020,0,12.0,14.0,2.0,2022.0
100978,A_2020,0,12.0,14.0,2.0,2022.0
100979,A_2020,0,11.0,14.0,3.0,2023.0
100980,A_2022,0,15.0,15.0,0.0,2022.0
100981,A_2020,1,12.0,14.0,2.0,2022.0
100983,B_2018,0,11.0,16.0,5.0,2023.0
100984,A_2020,1,16.0,18.0,2.0,2022.0
100985,A_2020,1,12.0,14.0,2.0,2022.0
100986,A_2022,1,14.0,15.0,1.0,2023.0
100987,A_2020,1,13.0,16.0,3.0,2023.0
100988,A_2020,1,11.0,13.0,2.0,2022.0
100990,A_2020,0,12.0,15.0,3.0,2023.0
100991,A_2020,0,14.0,17.0,3.0,2023.0
100992,A_2022,0,14.0,14.0,0.0,2022.0
100993,A_2022,1,12.0,14.0,2.0,2024.0
100994,A_2020,0,14.0,16.0,2.0,2022.0
100995,A_2022,1,14.0,14.0,0.0,2022.0
100996,A_2022,0,15.0,15.0,0.0,2022.0
100997,A_2020,0,15.0,17.0,2.0,2022.0
100998,B_2018,0,14.0,18.0,4.0,2022.0
100999,A_2020,1,11.0,14.0,3.0,2023.0
101000,A_2020,0,15.0,18.0,3.0,2023.0
101001,A_2020,1,11.0,14.0,3.0,2023.0
101002,A_2022,0,13.0,14.0,1.0,2023.0
101003,A_2022,0,14.0,13.0,-1.0,2021.0
101004,A_2020,0,11.0,13.0,2.0,2022.0
101005,A_2020,0,11.0,13.0,2.0,2022.0
101006,A_2020,0,15.0,17.0,2.0,2022.0
101007,A_2022,1,11.0,11.0,0.0,2022.0
101008,B_2018,0,12.0,17.0,5.0,2023.0
101009,A_2020,0,14.0,17.0,3.0,2023.0
101010,B_2018,1,11.0,15.0,4.0,2022.0
101011,A_2022,1,11.0,11.0,0.0,2022.0
101012,A_2020,1,12.0,14.0,2.0,2022.0
101013,A_2020,0,12.0,15.0,3.0,2023.0
101014,A_2020,1,15.0,18.0,3.0,2023.0
101015,A_2020,0,12.0,14.0,2.0,2022.0
101016,A_2020,0,14.0,16.0,2.0,2022.0
101017,A_2020,0,12.0,15.0,3.0,2023.0
101019,A_2020,1,15.0,17.0,2.0,2022.0
101021,A_2020,0,12.0,15.0,3.0,2023.0
101022,A_2022,0,13.0,14.0,1.0,2023.0
101023,A_2020,1,12.0,14.0,2.0,2022.0
101024,A_2020,0,13.0,15.0,2.0,2022.0
101025,A_2020,0,12.0,14.0,2.0,2022.0
101026,A_2022,1,14.0,13.0,-1.0,2021.0
101027,A_2020,1,11.0,14.0,3.0,2023.0
101028,A_2020,0,13.0,15.0,2.0,2022.0
101029,A_2020,1,12.0,14.0,2.0,2022.0
101030,B_2018,1,13.0,18.0,5.0,2023.0
101031,A_2022,0,14.0,15.0,1.0,2023.0
101032,A_2020,0,12.0,15.0,3.0,2023.0
101033,A_2020,1,11.0,13.0,2.0,2022.0
101034,A_2020,0,12.0,15.0,3.0,2023.0
101036,A_2020,1,12.0,15.0,3.0,2023.0
101037,A_2020,1,12.0,14.0,2.0,2022.0
101038,A_2020,0,10.0,13.0,3.0,2023.0
101039,A_2020,0,13.0,15.0,2.0,2022.0
101040,A_2020,1,11.0,13.0,2.0,2022.0
101041,A_2020,1,12.0,14.0,2.0,2022.0
101042,A_2020,1,13.0,16.0,3.0,2023.0
101043,A_2020,1,14.0,16.0,2.0,2022.0
101044,A_2020,0,12.0,14.0,2.0,2022.0
101045,A_2020,1,11.0,13.0,2.0,2022.0
101046,B_2018,1,12.0,16.0,4.0,2022.0
101047,A_2020,0,12.0,15.0,3.0,2023.0
101048,A_2022,1,11.0,11.0,0.0,2022.0
101049,A_2020,0,15.0,17.0,2.0,2022.0
101050,A_2020,0,12.0,15.0,3.0,2023.0
101051,A_2020,1,11.0,13.0,2.0,2022.0
101052,A_2022,0,12.0,12.0,0.0,2022.0
101053,A_2020,0,14.0,16.0,2.0,2022.0
101054,A_2020,1,12.0,14.0,2.0,2022.0
101055,A_2020,0,15.0,17.0,2.0,2022.0
101056,A_2020,1,14.0,17.0,3.0,2023.0
101057,A_2020,1,15.0,17.0,2.0,2022.0
101058,A_2020,0,14.0,18.0,4.0,2024.0
101059,A_2020,1,11.0,14.0,3.0,2023.0
101060,A_2020,1,14.0,17.0,3.0,2023.0
101061,A_2022,1,11.0,12.0,1.0,2023.0
101062,A_2020,0,13.0,16.0,3.0,2023.0
101063,A_2020,1,11.0,13.0,2.0,2022.0
101064,A_2020,1,13.0,15.0,2.0,2022.0
101065,A_2022,1,11.0,12.0,1.0,2023.0
101066,A_2020,0,11.0,14.0,3.0,2023.0
101067,A_2020,1,12.0,14.0,2.0,2022.0
101068,A_2020,0,12.0,15.0,3.0,2023.0
101069,A_2020,0,11.0,14.0,3.0,2023.0
