applicant_id,mother_age,father_age,mother_age_clean,father_age_clean
100797,51.0,,51.0,
100798,44.0,43.0,44.0,43.0
100799,35.0,43.0,35.0,43.0
100800,39.0,,39.0,
100801,50.0,56.0,50.0,56.0
100802,43.0,42.0,43.0,42.0
100803,34.0,46.0,34.0,46.0
100804,38.0,38.0,38.0,38.0
100805,39.0,44.0,39.0,44.0
100806,,46.0,,46.0
100807,,,,
100808,36.0,41.0,36.0,41.0
100809,39.0,39.0,39.0,39.0
100810,,43.0,,43.0
100811,30.0,36.0,30.0,36.0
100812,50.0,49.0,50.0,49.0
100813,,,,
100814,52.0,53.0,52.0,53.0
100815,37.0,42.0,37.0,42.0
100816,38.0,38.0,38.0,38.0
100817,56.0,56.0,56.0,56.0
100818,37.0,,37.0,
100819,47.0,47.0,47.0,47.0
100820,42.0,46.0,42.0,46.0
100821,37.0,39.0,37.0,39.0
100822,42.0,41.0,42.0,41.0
100823,,47.0,,47.0
100824,45.0,42.0,45.0,42.0
100825,46.0,,46.0,
100826,33.0,,33.0,
100827,50.0,50.0,50.0,50.0
100828,48.0,46.0,48.0,46.0
100829,40.0,53.0,40.0,53.0
100830,43.0,45.0,43.0,45.0
100831,38.0,,38.0,
100832,54.0,44.0,54.0,44.0
100833,37.0,37.0,37.0,37.0
100834,47.0,40.0,47.0,40.0
100835,41.0,44.0,41.0,44.0
100836,46.0,43.0,46.0,43.0
100837,47.0,,47.0,
100838,64.0,,64.0,
100839,45.0,47.0,45.0,47.0
100840,15.0,37.0,,37.0
100841,32.0,34.0,32.0,34.0
100842,43.0,43.0,43.0,43.0
100843,47.0,47.0,47.0,47.0
100844,37.0,52.0,37.0,52.0
100845,40.0,,40.0,
100846,42.0,42.0,42.0,42.0
100847,,,,
100848,40.0,44.0,40.0,44.0
100849,30.0,31.0,30.0,31.0
100850,34.0,37.0,34.0,37.0
100851,38.0,39.0,38.0,39.0
100852,53.0,55.0,53.0,55.0
100853,48.0,53.0,48.0,53.0
100854,41.0,44.0,41.0,44.0
100855,35.0,37.0,35.0,37.0
100856,44.0,44.0,44.0,44.0
100857,39.0,50.0,39.0,50.0
100858,,,,
100859,40.0,40.0,40.0,40.0
100860,38.0,,38.0,
100861,37.0,41.0,37.0,41.0
100862,35.0,36.0,35.0,36.0
100863,29.0,,29.0,
100864,48.0,57.0,48.0,57.0
100865,39.0,41.0,39.0,41.0
100866,42.0,42.0,42.0,42.0
100867,34.0,34.0,34.0,34.0
100868,43.0,47.0,43.0,47.0
100869,36.0,46.0,36.0,46.0
100870,60.0,37.0,60.0,37.0
100871,35.0,,35.0,
100872,48.0,52.0,48.0,52.0
100873,34.0,39.0,34.0,39.0
100874,37.0,38.0,37.0,38.0
100875,40.0,62.0,40.0,62.0
100876,40.0,41.0,40.0,41.0
100877,38.0,,38.0,
100878,39.0,38.0,39.0,38.0
100879,38.0,39.0,38.0,39.0
100880,45.0,50.0,45.0,50.0
100881,41.0,47.0,41.0,47.0
100882,38.0,45.0,38.0,45.0
100883,43.0,44.0,43.0,44.0
100884,39.0,47.0,39.0,47.0
100885,36.0,38.0,36.0,38.0
100886,49.0,,49.0,
100887,35.0,39.0,35.0,39.0
100888,41.0,50.0,41.0,50.0
100889,33.0,35.0,33.0,35.0
100890,,,,
100891,36.0,38.0,36.0,38.0
100892,36.0,37.0,36.0,37.0
100893,33.0,39.0,33.0,39.0
100894,39.0,,39.0,
100895,42.0,44.0,42.0,44.0
100896,35.0,41.0,35.0,41.0
100897,45.0,50.0,45.0,50.0
100898,60.0,68.0,60.0,68.0
100899,,40.0,,40.0
100900,38.0,39.0,38.0,39.0
100901,40.0,,40.0,
100902,40.0,38.0,40.0,38.0
100903,34.0,,34.0,
100904,42.0,42.0,42.0,42.0
100905,34.0,,34.0,
100906,42.0,48.0,42.0,48.0
100907,40.0,44.0,40.0,44.0
100908,59.0,56.0,59.0,56.0
100909,37.0,47.0,37.0,47.0
100910,36.0,,36.0,
100911,37.0,36.0,37.0,36.0
100912,43.0,44.0,43.0,44.0
100913,42.0,38.0,42.0,38.0
100914,49.0,56.0,49.0,56.0
100915,50.0,50.0,50.0,50.0
100916,40.0,56.0,40.0,56.0
100917,39.0,39.0,39.0,39.0
100918,37.0,,37.0,
100919,40.0,47.0,40.0,47.0
100920,39.0,39.0,39.0,39.0
100921,37.0,,37.0,
100922,49.0,53.0,49.0,53.0
100923,31.0,,31.0,
100924,50.0,50.0,50.0,50.0
100925,49.0,46.0,49.0,46.0
100926,39.0,41.0,39.0,41.0
100927,34.0,39.0,34.0,39.0
100928,40.0,,40.0,
100929,,,,
100930,33.0,42.0,33.0,42.0
100931,39.0,42.0,39.0,42.0
100932,30.0,39.0,30.0,39.0
100933,31.0,34.0,31.0,34.0
100934,,,,
100935,39.0,37.0,39.0,37.0
100936,38.0,,38.0,
100937,45.0,61.0,45.0,61.0
100938,,,,
100939,46.0,56.0,46.0,56.0
100940,47.0,49.0,47.0,49.0
100941,37.0,43.0,37.0,43.0
100942,31.0,40.0,31.0,40.0
100943,,,,
100944,48.0,49.0,48.0,49.0
100945,46.0,54.0,46.0,54.0
100946,46.0,52.0,46.0,52.0
100947,43.0,41.0,43.0,41.0
100948,35.0,49.0,35.0,49.0
100949,,,,
100950,46.0,45.0,46.0,45.0
100951,,,,
100952,,40.0,,40.0
100953,41.0,40.0,41.0,40.0
100954,39.0,40.0,39.0,40.0
100955,42.0,,42.0,
100956,39.0,40.0,39.0,40.0
100957,42.0,45.0,42.0,45.0
100958,,37.0,,37.0
100959,45.0,47.0,45.0,47.0
100960,39.0,39.0,39.0,39.0
100961,37.0,,37.0,
100962,32.0,41.0,32.0,41.0
100963,37.0,45.0,37.0,45.0
100964,52.0,54.0,52.0,54.0
100965,,,,
100966,50.0,72.0,50.0,72.0
100967,57.0,66.0,57.0,66.0
100968,,46.0,,46.0
100969,38.0,,38.0,
100970,42.0,56.0,42.0,56.0
100971,36.0,45.0,36.0,45.0
100972,40.0,66.0,40.0,66.0
100973,35.0,35.0,35.0,35.0
100974,36.0,56.0,36.0,56.0
100975,37.0,40.0,37.0,40.0
100976,,,,
100977,31.0,,31.0,
100978,35.0,48.0,35.0,48.0
100979,52.0,46.0,52.0,46.0
100980,38.0,,38.0,
100981,38.0,48.0,38.0,48.0
100982,45.0,,45.0,
100983,38.0,42.0,38.0,42.0
100984,39.0,40.0,39.0,40.0
100985,39.0,54.0,39.0,54.0
100986,49.0,51.0,49.0,51.0
100987,32.0,32.0,32.0,32.0
100988,37.0,38.0,37.0,38.0
100989,45.0,44.0,45.0,44.0
100990,36.0,36.0,36.0,36.0
100991,35.0,,35.0,
100992,41.0,,41.0,
100993,48.0,49.0,48.0,49.0
100994,33.0,,33.0,
100995,33.0,,33.0,
100996,32.0,47.0,32.0,47.0
100997,36.0,40.0,36.0,40.0
100998,43.0,47.0,43.0,47.0
100999,34.0,,34.0,
101000,46.0,52.0,46.0,52.0
101001,,,,
101002,41.0,,41.0,
101003,33.0,30.0,33.0,30.0
101004,40.0,50.0,40.0,50.0
101005,37.0,32.0,37.0,32.0
101006,44.0,52.0,44.0,52.0
101007,37.0,40.0,37.0,40.0
101008,38.0,42.0,38.0,42.0
101009,33.0,,33.0,
101010,39.0,45.0,39.0,45.0
101011,31.0,36.0,31.0,36.0
101012,33.0,44.0,33.0,44.0
101013,,42.0,,42.0
101014,58.0,69.0,58.0,69.0
101015,46.0,45.0,46.0,45.0
101016,44.0,,44.0,
101017,39.0,40.0,39.0,40.0
101018,,,,
101019,38.0,39.0,38.0,39.0
101020,30.0,38.0,30.0,38.0
101021,38.0,46.0,38.0,46.0
101022,,,,
101023,46.0,46.0,46.0,46.0
101024,54.0,58.0,54.0,58.0
101025,38.0,35.0,38.0,35.0
101026,30.0,32.0,30.0,32.0
101027,36.0,40.0,36.0,40.0
101028,37.0,,37.0,
101029,37.0,39.0,37.0,39.0
101030,53.0,62.0,53.0,62.0
101031,45.0,,45.0,
101032,30.0,,30.0,
101033,43.0,45.0,43.0,45.0
101034,36.0,43.0,36.0,43.0
101035,37.0,36.0,37.0,36.0
101036,52.0,58.0,52.0,58.0
101037,38.0,,38.0,
101038,31.0,35.0,31.0,35.0
101039,44.0,55.0,44.0,55.0
101040,38.0,42.0,38.0,42.0
101041,47.0,,47.0,
101042,33.0,35.0,33.0,35.0
101043,32.0,33.0,32.0,33.0
101044,40.0,52.0,40.0,52.0
101045,48.0,34.0,48.0,34.0
101046,,,,
101047,35.0,19.0,35.0,19.0
101048,33.0,34.0,33.0,34.0
101049,42.0,50.0,42.0,50.0
101050,36.0,40.0,36.0,40.0
101051,41.0,51.0,41.0,51.0
101052,30.0,36.0,30.0,36.0
101053,33.0,40.0,33.0,40.0
101054,46.0,,46.0,
101055,40.0,43.0,40.0,43.0
101056,45.0,49.0,45.0,49.0
101057,43.0,,43.0,
101058,37.0,41.0,37.0,41.0
101059,38.0,40.0,38.0,40.0
101060,54.0,60.0,54.0,60.0
101061,42.0,39.0,42.0,39.0
101062,49.0,,49.0,
101063,47.0,56.0,47.0,56.0
101064,32.0,42.0,32.0,42.0
101065,45.0,59.0,45.0,59.0
101066,30.0,43.0,30.0,43.0
101067,39.0,,39.0,
101068,32.0,39.0,32.0,39.0
101069,36.0,36.0,36.0,36.0
101070,47.0,58.0,47.0,58.0
101071,35.0,39.0,35.0,39.0
101072,37.0,37.0,37.0,37.0
101073,37.0,37.0,37.0,37.0
101074,38.0,48.0,38.0,48.0
101075,33.0,37.0,33.0,37.0
101076,36.0,31.0,36.0,31.0
101077,38.0,34.0,38.0,34.0
101078,40.0,38.0,40.0,38.0
101079,50.0,60.0,50.0,60.0
101080,,41.0,,41.0
101081,37.0,44.0,37.0,44.0
101082,47.0,43.0,47.0,43.0
101083,53.0,74.0,53.0,74.0
101084,47.0,67.0,47.0,67.0
101085,46.0,52.0,46.0,52.0
101086,47.0,37.0,47.0,37.0
101087,45.0,44.0,45.0,44.0
101088,32.0,34.0,32.0,34.0
101089,45.0,46.0,45.0,46.0
101090,49.0,44.0,49.0,44.0
101091,47.0,38.0,47.0,38.0
101092,35.0,38.0,35.0,38.0
101093,38.0,65.0,38.0,65.0
101094,35.0,41.0,35.0,41.0
101095,48.0,50.0,48.0,50.0
101096,32.0,,32.0,
101097,35.0,,35.0,
101098,36.0,39.0,36.0,39.0
101099,32.0,34.0,32.0,34.0
101100,37.0,52.0,37.0,52.0
101101,,,,
101102,36.0,50.0,36.0,50.0
101103,38.0,36.0,38.0,36.0
101104,38.0,39.0,38.0,39.0
101105,50.0,55.0,50.0,55.0
101106,39.0,36.0,39.0,36.0
101107,53.0,47.0,53.0,47.0
101108,32.0,45.0,32.0,45.0
101109,40.0,42.0,40.0,42.0
101110,38.0,41.0,38.0,41.0
101111,33.0,34.0,33.0,34.0
101112,38.0,38.0,38.0,38.0
101113,37.0,,37.0,
101114,42.0,40.0,42.0,40.0
101115,39.0,40.0,39.0,40.0
101116,39.0,41.0,39.0,41.0
101117,30.0,33.0,30.0,33.0
101118,37.0,45.0,37.0,45.0
101119,54.0,,54.0,
101120,37.0,38.0,37.0,38.0
101121,43.0,,43.0,
101122,36.0,40.0,36.0,40.0
101123,33.0,34.0,33.0,34.0
101124,,42.0,,42.0
101125,36.0,50.0,36.0,50.0
101126,46.0,54.0,46.0,54.0
101127,46.0,48.0,46.0,48.0
101128,45.0,53.0,45.0,53.0
101129,35.0,37.0,35.0,37.0
101130,38.0,46.0,38.0,46.0
101131,47.0,50.0,47.0,50.0
101132,35.0,,35.0,
101133,43.0,51.0,43.0,51.0
101134,38.0,45.0,38.0,45.0
101135,43.0,49.0,43.0,49.0
101136,32.0,33.0,32.0,33.0
101137,40.0,46.0,40.0,46.0
101138,34.0,,34.0,
101139,40.0,41.0,40.0,41.0
101140,44.0,39.0,44.0,39.0
101141,35.0,,35.0,
101142,43.0,50.0,43.0,50.0
101143,40.0,42.0,40.0,42.0
101144,54.0,58.0,54.0,58.0
101145,45.0,,45.0,
101146,37.0,41.0,37.0,41.0
101147,33.0,,33.0,
101148,56.0,55.0,56.0,55.0
101149,42.0,42.0,42.0,42.0
101150,60.0,68.0,60.0,68.0
101151,,46.0,,46.0
101152,41.0,40.0,41.0,40.0
101153,40.0,44.0,40.0,44.0
101154,,,,
101155,38.0,40.0,38.0,40.0
101156,37.0,40.0,37.0,40.0
101157,48.0,57.0,48.0,57.0
101158,38.0,40.0,38.0,40.0
101159,32.0,42.0,32.0,42.0
101160,,,,
101161,37.0,41.0,37.0,41.0
101162,37.0,39.0,37.0,39.0
101163,35.0,,35.0,
101164,40.0,43.0,40.0,43.0
101165,,42.0,,42.0
101166,34.0,50.0,34.0,50.0
101167,37.0,,37.0,
101168,40.0,46.0,40.0,46.0
101169,46.0,46.0,46.0,46.0
101170,39.0,39.0,39.0,39.0
101171,34.0,,34.0,
101172,40.0,43.0,40.0,43.0
101173,34.0,37.0,34.0,37.0
101174,43.0,37.0,43.0,37.0
101175,37.0,39.0,37.0,39.0
101176,37.0,42.0,37.0,42.0
101177,46.0,47.0,46.0,47.0
101178,47.0,52.0,47.0,52.0
101179,34.0,38.0,34.0,38.0
101180,56.0,61.0,56.0,61.0
101181,36.0,40.0,36.0,40.0
101182,34.0,39.0,34.0,39.0
101183,37.0,,37.0,
101184,38.0,38.0,38.0,38.0
101185,45.0,41.0,45.0,41.0
101186,35.0,,35.0,
101187,33.0,,33.0,
101188,38.0,35.0,38.0,35.0
101189,38.0,40.0,38.0,40.0
101190,36.0,36.0,36.0,36.0
101191,,43.0,,43.0
101192,34.0,,34.0,
101193,38.0,39.0,38.0,39.0
101194,37.0,,37.0,
101195,40.0,39.0,40.0,39.0
101196,33.0,39.0,33.0,39.0
101197,43.0,43.0,43.0,43.0
101198,32.0,34.0,32.0,34.0
101199,46.0,49.0,46.0,49.0
101200,35.0,45.0,35.0,45.0
101201,34.0,42.0,34.0,42.0
101202,48.0,46.0,48.0,46.0
101203,,45.0,,45.0
101204,35.0,43.0,35.0,43.0
101205,36.0,37.0,36.0,37.0
101206,35.0,55.0,35.0,55.0
101207,38.0,40.0,38.0,40.0
101208,40.0,42.0,40.0,42.0
101209,52.0,56.0,52.0,56.0
101210,36.0,37.0,36.0,37.0
101211,,,,
101212,45.0,,45.0,
101213,40.0,,40.0,
101214,48.0,,48.0,
101215,52.0,47.0,52.0,47.0
101216,42.0,51.0,42.0,51.0
101217,37.0,43.0,37.0,43.0
101218,37.0,44.0,37.0,44.0
101219,46.0,48.0,46.0,48.0
101220,37.0,,37.0,
101221,45.0,50.0,45.0,50.0
101222,33.0,37.0,33.0,37.0
101223,,38.0,,38.0
101224,31.0,34.0,31.0,34.0
101225,40.0,38.0,40.0,38.0
101226,37.0,45.0,37.0,45.0
101227,38.0,,38.0,
101228,37.0,37.0,37.0,37.0
101229,33.0,48.0,33.0,48.0
101230,38.0,43.0,38.0,43.0
101231,36.0,36.0,36.0,36.0
101232,40.0,43.0,40.0,43.0
101233,32.0,39.0,32.0,39.0
101234,50.0,50.0,50.0,50.0
101235,38.0,37.0,38.0,37.0
101236,32.0,35.0,32.0,35.0
101237,,,,
101238,33.0,34.0,33.0,34.0
101239,45.0,39.0,45.0,39.0
101240,46.0,,46.0,
101241,42.0,50.0,42.0,50.0
101242,50.0,,50.0,
101243,35.0,37.0,35.0,37.0
101244,50.0,,50.0,
101245,41.0,50.0,41.0,50.0
101246,56.0,,56.0,
101247,33.0,46.0,33.0,46.0
101248,38.0,42.0,38.0,42.0
101249,,,,
101250,33.0,32.0,33.0,32.0
101251,33.0,43.0,33.0,43.0
101252,38.0,33.0,38.0,33.0
101253,37.0,42.0,37.0,42.0
101254,47.0,47.0,47.0,47.0
101255,34.0,38.0,34.0,38.0
101256,40.0,41.0,40.0,41.0
101257,52.0,53.0,52.0,53.0
101258,40.0,,40.0,
101259,,,,
101260,44.0,59.0,44.0,59.0
101261,,,,
101262,35.0,,35.0,
101263,38.0,36.0,38.0,36.0
101264,30.0,37.0,30.0,37.0
101265,33.0,,33.0,
101266,40.0,,40.0,
101267,32.0,34.0,32.0,34.0
101268,50.0,75.0,50.0,75.0
101269,,,,
101270,,37.0,,37.0
101271,35.0,36.0,35.0,36.0
101272,43.0,38.0,43.0,38.0
101273,54.0,56.0,54.0,56.0
101274,34.0,44.0,34.0,44.0
101275,41.0,44.0,41.0,44.0
101276,51.0,56.0,51.0,56.0
101277,32.0,36.0,32.0,36.0
101278,48.0,40.0,48.0,40.0
101279,42.0,50.0,42.0,50.0
101280,33.0,,33.0,
101281,39.0,51.0,39.0,51.0
101282,39.0,39.0,39.0,39.0
101283,50.0,52.0,50.0,52.0
101284,41.0,45.0,41.0,45.0
101285,31.0,37.0,31.0,37.0
101286,39.0,42.0,39.0,42.0
101287,35.0,37.0,35.0,37.0
101288,38.0,48.0,38.0,48.0
101289,36.0,37.0,36.0,37.0
101290,51.0,51.0,51.0,51.0
101291,45.0,50.0,45.0,50.0
101292,32.0,43.0,32.0,43.0
101293,34.0,,34.0,
101294,34.0,35.0,34.0,35.0
101295,40.0,45.0,40.0,45.0
101296,31.0,,31.0,
101297,50.0,50.0,50.0,50.0
101298,34.0,40.0,34.0,40.0
101299,47.0,48.0,47.0,48.0
101300,37.0,43.0,37.0,43.0
101301,34.0,40.0,34.0,40.0
101302,39.0,49.0,39.0,49.0
101303,46.0,46.0,46.0,46.0
101304,32.0,32.0,32.0,32.0
101305,46.0,48.0,46.0,48.0
101306,38.0,,38.0,
101307,46.0,37.0,46.0,37.0
101308,36.0,46.0,36.0,46.0
101309,32.0,48.0,32.0,48.0
101310,35.0,35.0,35.0,35.0
101311,45.0,50.0,45.0,50.0
101312,36.0,36.0,36.0,36.0
101313,45.0,47.0,45.0,47.0
101314,29.0,34.0,29.0,34.0
101315,36.0,40.0,36.0,40.0
101316,55.0,,55.0,
101317,33.0,,33.0,
101318,54.0,53.0,54.0,53.0
101319,53.0,54.0,53.0,54.0
101320,32.0,42.0,32.0,42.0
101321,,,,
101322,47.0,52.0,47.0,52.0
101323,34.0,45.0,34.0,45.0
101324,40.0,44.0,40.0,44.0
101325,48.0,51.0,48.0,51.0
101326,41.0,,41.0,
101327,47.0,54.0,47.0,54.0
101328,46.0,39.0,46.0,39.0
101329,16.0,37.0,,37.0
101330,41.0,50.0,41.0,50.0
101331,42.0,44.0,42.0,44.0
101332,36.0,38.0,36.0,38.0
101333,40.0,38.0,40.0,38.0
101334,40.0,,40.0,
101335,,41.0,,41.0
101336,53.0,,53.0,
101337,42.0,48.0,42.0,48.0
101338,40.0,46.0,40.0,46.0
101339,37.0,38.0,37.0,38.0
101340,39.0,39.0,39.0,39.0
101341,38.0,36.0,38.0,36.0
101342,38.0,48.0,38.0,48.0
101343,74.0,,74.0,
101344,40.0,46.0,40.0,46.0
101345,39.0,42.0,39.0,42.0
101346,32.0,45.0,32.0,45.0
101347,48.0,54.0,48.0,54.0
101348,37.0,40.0,37.0,40.0
101349,34.0,,34.0,
101350,58.0,63.0,58.0,63.0
101351,43.0,48.0,43.0,48.0
101352,35.0,40.0,35.0,40.0
101353,34.0,50.0,34.0,50.0
101354,37.0,38.0,37.0,38.0
101355,45.0,52.0,45.0,52.0
101356,50.0,50.0,50.0,50.0
101357,,40.0,,40.0
101358,40.0,,40.0,
101359,41.0,43.0,41.0,43.0
101360,42.0,,42.0,
101361,40.0,44.0,40.0,44.0
101362,43.0,40.0,43.0,40.0
101363,33.0,54.0,33.0,54.0
101364,50.0,60.0,50.0,60.0
101365,32.0,40.0,32.0,40.0
101366,32.0,38.0,32.0,38.0
101367,45.0,44.0,45.0,44.0
101368,30.0,50.0,30.0,50.0
101369,39.0,44.0,39.0,44.0
101370,40.0,40.0,40.0,40.0
101371,,,,
101372,34.0,37.0,34.0,37.0
101373,40.0,,40.0,
101374,55.0,,55.0,
101375,34.0,35.0,34.0,35.0
101376,,38.0,,38.0
101377,35.0,45.0,35.0,45.0
101378,43.0,,43.0,
101379,35.0,36.0,35.0,36.0
101380,48.0,50.0,48.0,50.0
101381,34.0,41.0,34.0,41.0
101382,35.0,,35.0,
101383,40.0,37.0,40.0,37.0
101384,39.0,,39.0,
101385,30.0,36.0,30.0,36.0
101386,40.0,52.0,40.0,52.0
101387,37.0,40.0,37.0,40.0
101388,37.0,44.0,37.0,44.0
101389,49.0,66.0,49.0,66.0
101390,39.0,,39.0,
101391,65.0,,65.0,
101392,45.0,46.0,45.0,46.0
101393,,51.0,,51.0
101394,44.0,56.0,44.0,56.0
101395,48.0,64.0,48.0,64.0
101396,48.0,49.0,48.0,49.0
101397,48.0,49.0,48.0,49.0
101398,43.0,,43.0,
101399,47.0,39.0,47.0,39.0
101400,53.0,48.0,53.0,48.0
101401,40.0,35.0,40.0,35.0
101402,46.0,45.0,46.0,45.0
101403,40.0,41.0,40.0,41.0
101404,33.0,33.0,33.0,33.0
101405,53.0,42.0,53.0,42.0
101406,48.0,41.0,48.0,41.0
101407,54.0,57.0,54.0,57.0
101408,49.0,63.0,49.0,63.0
101409,42.0,46.0,42.0,46.0
101410,36.0,43.0,36.0,43.0
101411,49.0,,49.0,
101412,42.0,45.0,42.0,45.0
101413,38.0,,38.0,
101414,44.0,45.0,44.0,45.0
101415,47.0,57.0,47.0,57.0
101416,39.0,46.0,39.0,46.0
101417,37.0,,37.0,
101418,33.0,31.0,33.0,31.0
101419,56.0,67.0,56.0,67.0
101420,49.0,47.0,49.0,47.0
101421,44.0,45.0,44.0,45.0
101422,36.0,,36.0,
101423,50.0,52.0,50.0,52.0
101424,41.0,45.0,41.0,45.0
101425,46.0,46.0,46.0,46.0
101426,37.0,40.0,37.0,40.0
101427,40.0,40.0,40.0,40.0
101428,50.0,54.0,50.0,54.0
101429,,,,
101430,34.0,37.0,34.0,37.0
101431,45.0,50.0,45.0,50.0
101432,45.0,50.0,45.0,50.0
101433,50.0,,50.0,
101434,35.0,37.0,35.0,37.0
101435,36.0,50.0,36.0,50.0
101436,40.0,47.0,40.0,47.0
101437,43.0,36.0,43.0,36.0
101438,,43.0,,43.0
101439,42.0,42.0,42.0,42.0
101440,38.0,41.0,38.0,41.0
101441,42.0,45.0,42.0,45.0
101442,36.0,42.0,36.0,42.0
101443,58.0,41.0,58.0,41.0
101444,41.0,42.0,41.0,42.0
101445,43.0,43.0,43.0,43.0
101446,50.0,,50.0,
101447,31.0,36.0,31.0,36.0
101448,38.0,51.0,38.0,51.0
101449,55.0,58.0,55.0,58.0
101450,42.0,52.0,42.0,52.0
101451,35.0,34.0,35.0,34.0
101452,36.0,46.0,36.0,46.0
101453,47.0,54.0,47.0,54.0
101454,48.0,67.0,48.0,67.0
101455,47.0,60.0,47.0,60.0
101456,40.0,40.0,40.0,40.0
101457,42.0,49.0,42.0,49.0
101458,35.0,35.0,35.0,35.0
101459,36.0,,36.0,
101460,,,,
101461,40.0,55.0,40.0,55.0
101462,34.0,48.0,34.0,48.0
101463,39.0,50.0,39.0,50.0
101464,34.0,38.0,34.0,38.0
101465,53.0,64.0,53.0,64.0
101466,32.0,34.0,32.0,34.0
101467,50.0,55.0,50.0,55.0
101468,45.0,,45.0,
101469,42.0,54.0,42.0,54.0
101470,,,,
101471,60.0,,60.0,
101472,47.0,,47.0,
101473,40.0,40.0,40.0,40.0
101474,40.0,45.0,40.0,45.0
101475,36.0,35.0,36.0,35.0
101476,39.0,42.0,39.0,42.0
101477,53.0,,53.0,
101478,39.0,38.0,39.0,38.0
101479,43.0,91.0,43.0,91.0
101480,40.0,45.0,40.0,45.0
101481,35.0,45.0,35.0,45.0
101482,36.0,38.0,36.0,38.0
101483,49.0,36.0,49.0,36.0
101484,42.0,,42.0,
101485,37.0,,37.0,
101486,67.0,51.0,67.0,51.0
101487,46.0,49.0,46.0,49.0
101488,,,,
101489,37.0,34.0,37.0,34.0
101490,50.0,57.0,50.0,57.0
101491,39.0,49.0,39.0,49.0
101492,40.0,39.0,40.0,39.0
101493,39.0,43.0,39.0,43.0
101494,40.0,48.0,40.0,48.0
101495,40.0,40.0,40.0,40.0
101496,42.0,40.0,42.0,40.0
101497,35.0,43.0,35.0,43.0
101498,35.0,39.0,35.0,39.0
101499,40.0,38.0,40.0,38.0
101500,36.0,40.0,36.0,40.0
101501,41.0,,41.0,
101502,43.0,,43.0,
101503,44.0,39.0,44.0,39.0
101504,42.0,40.0,42.0,40.0
101505,39.0,,39.0,
101506,45.0,43.0,45.0,43.0
101507,,,,
101508,31.0,,31.0,
101509,36.0,34.0,36.0,34.0
101510,,,,
101511,42.0,,42.0,
101512,49.0,43.0,49.0,43.0
101513,58.0,56.0,58.0,56.0
101514,42.0,43.0,42.0,43.0
101515,30.0,42.0,30.0,42.0
101516,31.0,45.0,31.0,45.0
101517,33.0,,33.0,
101518,44.0,72.0,44.0,72.0
101519,,,,
101520,36.0,35.0,36.0,35.0
101521,37.0,43.0,37.0,43.0
101522,42.0,46.0,42.0,46.0
101523,56.0,51.0,56.0,51.0
101524,39.0,36.0,39.0,36.0
101525,36.0,37.0,36.0,37.0
101526,33.0,39.0,33.0,39.0
101527,34.0,47.0,34.0,47.0
101528,38.0,59.0,38.0,59.0
101529,29.0,34.0,29.0,34.0
101530,46.0,47.0,46.0,47.0
101531,42.0,48.0,42.0,48.0
101532,46.0,45.0,46.0,45.0
101533,50.0,46.0,50.0,46.0
101534,36.0,52.0,36.0,52.0
101535,38.0,42.0,38.0,42.0
101536,40.0,42.0,40.0,42.0
101537,43.0,48.0,43.0,48.0
101538,51.0,46.0,51.0,46.0
101539,45.0,,45.0,
101540,42.0,,42.0,
101541,52.0,42.0,52.0,42.0
101542,32.0,33.0,32.0,33.0
101543,36.0,40.0,36.0,40.0
101544,42.0,,42.0,
101545,31.0,,31.0,
101546,31.0,,31.0,
101547,52.0,48.0,52.0,48.0
101548,43.0,44.0,43.0,44.0
101549,42.0,43.0,42.0,43.0
101550,56.0,,56.0,
101551,43.0,40.0,43.0,40.0
101552,42.0,41.0,42.0,41.0
101553,33.0,,33.0,
101554,40.0,,40.0,
101555,49.0,53.0,49.0,53.0
101556,,50.0,,50.0
101557,38.0,38.0,38.0,38.0
101558,46.0,44.0,46.0,44.0
101559,34.0,40.0,34.0,40.0
101560,35.0,43.0,35.0,43.0
101561,41.0,42.0,41.0,42.0
101562,,,,
101563,42.0,40.0,42.0,40.0
101564,44.0,59.0,44.0,59.0
101565,30.0,37.0,30.0,37.0
101566,33.0,39.0,33.0,39.0
101567,37.0,,37.0,
101568,46.0,,46.0,
101569,38.0,48.0,38.0,48.0
101570,41.0,53.0,41.0,53.0
101571,42.0,54.0,42.0,54.0
101572,42.0,39.0,42.0,39.0
101573,44.0,,44.0,
101574,,,,
101575,30.0,36.0,30.0,36.0
101576,34.0,39.0,34.0,39.0
101577,35.0,,35.0,
101578,43.0,,43.0,
101579,44.0,54.0,44.0,54.0
101580,35.0,38.0,35.0,38.0
101581,53.0,58.0,53.0,58.0
101582,40.0,,40.0,
101583,37.0,38.0,37.0,38.0
101584,36.0,,36.0,
101585,46.0,47.0,46.0,47.0
101586,36.0,36.0,36.0,36.0
101587,42.0,45.0,42.0,45.0
101588,33.0,42.0,33.0,42.0
101589,37.0,41.0,37.0,41.0
101590,45.0,45.0,45.0,45.0
101591,39.0,41.0,39.0,41.0
101592,37.0,,37.0,
101593,45.0,50.0,45.0,50.0
101594,39.0,45.0,39.0,45.0
101595,35.0,42.0,35.0,42.0
101596,34.0,36.0,34.0,36.0
101597,59.0,58.0,59.0,58.0
101598,39.0,,39.0,
101599,35.0,37.0,35.0,37.0
101600,39.0,,39.0,
101601,38.0,42.0,38.0,42.0
101602,33.0,37.0,33.0,37.0
101603,35.0,34.0,35.0,34.0
101604,42.0,,42.0,
101605,50.0,80.0,50.0,80.0
