"applicant_id","cohort","selected","male","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","years_in_school","receiving_aid_now","history_g6_g7_current","g6_private_current_nonprivate","ever_g6_g7_private_current_nonprivate","current_status"
100216,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100217,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100218,"A_2020",0,0,1,1,0,0,7,2,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100219,"A_2022",1,1,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100220,"A_2020",0,0,1,0,1,1,7,2,0,"1 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100221,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100222,"A_2020",1,1,1,1,1,1,7,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100223,"A_2020",1,0,1,0,0,0,5,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100224,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100225,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100226,"A_2020",0,0,1,1,0,0,9,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100227,"A_2020",0,1,0,1,1,1,6,2,0,"0 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100228,"A_2020",0,0,1,0,0,0,5,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100229,"B_2018",1,0,1,1,1,1,10,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100230,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100231,"A_2020",1,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100232,"B_2018",1,1,0,0,1,1,8,6,0,"0 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100233,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100234,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100235,"A_2020",0,1,1,1,1,1,7,3,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100236,"A_2022",0,0,1,0,0,1,7,2,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100237,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100238,"A_2020",1,1,1,1,0,0,6,2,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100239,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100240,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100241,"A_2020",0,1,0,0,0,1,7,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100242,"A_2020",0,1,1,1,0,0,8,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100243,"A_2020",1,1,1,0,0,0,5,2,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100244,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100245,"A_2022",1,1,0,0,0,1,6,2,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100246,"B_2018",0,0,0,0,0,0,9,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100247,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100248,"A_2020",1,1,0,1,1,1,8,6,1,"0 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100249,"A_2020",1,1,1,1,1,1,8,5,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100250,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100251,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100252,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100253,"A_2020",0,1,1,0,0,0,5,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100254,"A_2020",1,1,0,0,0,0,7,5,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100255,"A_2020",1,0,,,1,1,9,1,1,"? -> ? -> 1",FALSE,FALSE,"Currently enrolled"
100256,"A_2020",0,1,0,0,1,1,7,4,0,"0 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100257,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100258,"A_2020",0,0,0,0,0,1,10,6,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100259,"A_2020",0,0,1,0,0,0,7,2,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100260,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100261,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100262,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100263,"A_2020",0,1,1,1,1,1,7,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100264,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100265,"A_2020",1,1,1,1,0,1,6,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100266,"B_2018",1,0,1,1,0,1,9,6,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100267,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100268,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100269,"B_2018",1,0,1,1,1,1,9,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100270,"A_2020",0,0,1,1,0,0,7,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100271,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100272,"A_2020",1,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100273,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100274,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100275,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100276,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100277,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100278,"A_2022",1,1,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100279,"A_2020",0,1,1,0,0,1,7,3,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100280,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100281,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100282,"A_2020",1,1,1,1,0,0,7,2,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100283,"A_2020",0,0,1,1,1,1,7,3,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100284,"A_2020",0,1,0,0,0,0,7,3,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100285,"A_2022",1,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100286,"A_2022",1,0,1,0,1,1,5,1,0,"1 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100287,"B_2018",1,1,1,1,1,1,9,6,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100288,"A_2020",0,0,1,0,0,1,8,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100289,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100290,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100291,"A_2020",1,1,1,1,0,0,7,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100292,"A_2022",0,1,1,1,1,1,7,3,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100293,"B_2018",1,0,1,1,1,1,9,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100294,"A_2020",1,0,1,0,0,1,8,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100295,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100296,"A_2020",1,1,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100297,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100298,"B_2018",0,0,0,0,0,1,8,5,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100299,"A_2020",1,1,1,1,0,1,8,4,1,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100300,"A_2020",0,0,1,0,0,1,6,3,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100301,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100302,"B_2018",1,1,1,1,1,1,9,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100303,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100304,"A_2022",1,1,0,0,0,1,5,2,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100305,"A_2022",1,0,0,0,0,1,6,2,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100306,"A_2020",1,1,1,1,0,0,7,2,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100307,"A_2022",1,1,1,0,0,1,5,2,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100308,"A_2020",0,1,0,0,0,1,7,3,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100309,"A_2020",1,1,1,0,0,0,5,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100310,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100311,"A_2020",1,0,0,0,1,1,8,4,0,"0 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100312,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100313,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100314,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100315,"B_2018",1,0,1,1,0,0,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100316,"A_2020",1,1,0,0,0,1,8,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100317,"A_2020",1,1,0,0,0,1,8,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100318,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100319,"A_2020",0,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100320,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100321,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100322,"A_2022",0,1,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100323,"A_2020",0,0,1,0,0,1,7,3,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100324,"A_2020",1,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100325,"A_2020",1,1,1,1,1,1,9,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100326,"A_2020",1,0,1,1,1,1,7,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100327,"A_2020",0,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100328,"A_2022",0,1,1,0,0,0,6,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100329,"A_2020",0,1,0,0,0,1,6,2,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100330,"A_2020",1,1,1,1,1,1,5,3,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100331,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100332,"A_2020",0,0,0,0,0,1,7,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100333,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100334,"A_2020",0,1,1,0,0,1,8,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100335,"A_2020",0,1,1,1,1,1,7,3,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100336,"A_2020",0,1,1,1,0,0,9,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100337,"A_2020",1,0,1,1,0,1,7,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100338,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100339,"A_2020",0,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100340,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100341,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100342,"A_2022",0,1,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100343,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100344,"A_2022",1,1,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100345,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100346,"A_2020",0,0,1,0,0,0,6,2,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100347,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100348,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100349,"B_2018",0,1,1,1,0,0,8,5,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100350,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100351,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100352,"A_2020",0,1,1,0,0,1,8,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100353,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100354,"B_2018",0,0,0,0,0,1,9,6,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100355,"A_2020",0,1,0,0,1,1,8,5,0,"0 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100356,"A_2022",0,0,1,0,1,1,5,2,1,"1 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100357,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100358,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100359,"A_2020",0,0,0,0,0,1,8,6,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100360,"A_2022",0,1,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100361,"B_2018",0,1,1,0,0,1,9,6,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100362,"A_2020",0,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100363,"B_2018",0,0,0,0,0,0,9,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100364,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100365,"A_2020",0,0,1,1,1,1,9,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100366,"A_2020",0,0,1,0,0,1,7,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100367,"A_2020",0,1,1,0,0,0,5,0,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100368,"A_2020",0,1,0,1,1,1,9,6,0,"0 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100369,"A_2020",0,0,1,1,1,1,10,5,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100370,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100371,"A_2020",1,0,1,0,1,1,5,3,0,"1 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100372,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100373,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100374,"A_2020",1,1,0,0,0,1,8,4,1,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100375,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100376,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100377,"A_2020",0,1,0,0,0,1,7,4,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100378,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100379,"A_2020",0,0,1,1,0,1,7,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100380,"A_2022",1,0,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100381,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100382,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100383,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100384,"A_2020",1,1,1,1,0,1,7,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100385,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100386,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100387,"A_2020",0,1,1,0,0,1,6,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100388,"A_2020",0,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100389,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100390,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100391,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100392,"B_2018",0,1,1,1,1,1,9,6,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100393,"A_2022",0,1,1,0,1,1,5,2,0,"1 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100394,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100395,"A_2020",1,0,0,0,1,1,6,4,0,"0 -> 0 -> 1",FALSE,FALSE,"Currently enrolled"
100396,"A_2022",1,1,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100397,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100398,"A_2020",0,0,1,0,0,1,8,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100399,"A_2022",0,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100400,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100401,"B_2018",1,0,1,1,1,1,9,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100402,"A_2020",1,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100403,"A_2020",0,0,0,0,0,0,7,2,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100404,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100405,"A_2020",1,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100406,"B_2018",0,0,0,0,0,0,5,1,0,"0 -> 0 -> 0",FALSE,FALSE,"Not currently enrolled; completion or exit unknown"
100407,"A_2022",1,1,1,1,1,1,6,2,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100408,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100409,"B_2018",0,0,0,0,0,1,8,6,0,"0 -> 0 -> 0",FALSE,FALSE,"Currently enrolled"
100410,"A_2020",0,1,1,0,0,1,6,4,0,"1 -> 0 -> 0",TRUE,TRUE,"Currently enrolled"
100411,"B_2018",0,1,1,1,0,0,11,5,0,"1 -> 1 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100412,"A_2020",0,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100413,"A_2020",0,0,1,1,,1,8,4,0,"1 -> 1 -> ?",FALSE,FALSE,"Currently enrolled"
100414,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100415,"A_2020",1,0,1,1,0,1,8,4,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100416,"A_2020",1,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100417,"B_2018",0,0,1,1,0,1,9,6,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100418,"A_2020",0,1,1,1,1,1,7,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100419,"A_2020",0,0,1,1,1,,10,5,0,"1 -> 1 -> 1",FALSE,FALSE,"Enrollment unknown"
100420,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100421,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100422,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100423,"A_2020",0,1,1,1,0,1,7,3,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100424,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100425,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100426,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100427,"A_2022",0,1,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100428,"B_2018",1,0,1,1,1,1,9,6,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100429,"A_2020",1,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100430,"A_2020",0,1,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100431,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100432,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100433,"A_2022",0,0,1,1,1,1,6,2,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100434,"A_2020",1,1,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100435,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100436,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100437,"A_2020",1,1,1,1,0,1,8,5,0,"1 -> 1 -> 0",TRUE,TRUE,"Currently enrolled"
100438,"A_2020",1,0,1,1,1,1,8,4,1,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100439,"A_2020",0,0,1,1,1,1,8,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
100440,"A_2022",1,1,1,0,0,0,6,1,0,"1 -> 0 -> 0",TRUE,TRUE,"Not currently enrolled; completion or exit unknown"
100441,"A_2020",1,1,1,1,1,1,7,4,0,"1 -> 1 -> 1",FALSE,FALSE,"Currently enrolled"
