"applicant_id","cohort","selected","male","age_at_application","age_at_survey","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean"
101308,"A_2022",0,1,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101309,"A_2022",1,0,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101310,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101312,"B_2018",0,1,11,16,5,FALSE,FALSE,FALSE,TRUE,16
101313,"A_2022",0,1,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101316,"A_2022",0,1,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101317,"A_2020",0,0,,13,,TRUE,FALSE,FALSE,FALSE,13
101325,"B_2018",1,1,12,17,5,FALSE,FALSE,FALSE,TRUE,17
101326,"B_2018",1,1,15,20,5,FALSE,FALSE,FALSE,TRUE,20
101327,"A_2020",0,0,,15,,TRUE,FALSE,FALSE,FALSE,15
101328,"B_2018",1,1,10,15,5,FALSE,FALSE,FALSE,TRUE,15
101333,"A_2022",1,1,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101335,"B_2018",1,1,14,19,5,FALSE,FALSE,FALSE,TRUE,19
101338,"A_2022",1,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101343,"B_2018",0,0,12,17,5,FALSE,FALSE,FALSE,TRUE,17
101346,"A_2020",1,1,,15,,TRUE,FALSE,FALSE,FALSE,15
101351,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101354,"A_2020",1,0,,16,,TRUE,FALSE,FALSE,FALSE,16
101355,"A_2022",0,1,16,16,0,FALSE,FALSE,TRUE,TRUE,16
101357,"A_2022",0,0,,13,,TRUE,FALSE,FALSE,FALSE,13
101360,"A_2022",1,1,12,12,0,FALSE,FALSE,TRUE,TRUE,12
101361,"B_2018",1,0,10,15,5,FALSE,FALSE,FALSE,TRUE,15
101366,"A_2022",0,0,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101370,"A_2022",1,1,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101372,"A_2022",1,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101374,"A_2020",0,0,14,15,1,FALSE,FALSE,FALSE,TRUE,15
101376,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101377,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101383,"A_2022",1,0,12,12,0,FALSE,FALSE,TRUE,TRUE,12
101393,"B_2018",0,1,,18,,TRUE,FALSE,FALSE,FALSE,18
101397,"B_2018",1,0,14,19,5,FALSE,FALSE,FALSE,TRUE,19
101402,"B_2018",1,1,11,16,5,FALSE,FALSE,FALSE,TRUE,16
101406,"A_2020",1,0,,14,,TRUE,FALSE,FALSE,FALSE,14
101410,"A_2022",1,1,13,13,0,FALSE,FALSE,TRUE,TRUE,13
101411,"A_2022",0,1,12,12,0,FALSE,FALSE,TRUE,TRUE,12
101412,"A_2020",1,0,,19,,TRUE,FALSE,FALSE,FALSE,19
101413,"B_2018",0,0,12,17,5,FALSE,FALSE,FALSE,TRUE,17
101420,"A_2022",1,1,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101421,"A_2022",1,1,14,15,1,FALSE,FALSE,FALSE,TRUE,15
101425,"A_2022",1,1,14,14,0,FALSE,FALSE,TRUE,TRUE,14
101428,"A_2022",0,0,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101429,"A_2022",0,1,14,14,0,FALSE,FALSE,TRUE,TRUE,14
101433,"A_2022",0,0,14,15,1,FALSE,FALSE,FALSE,TRUE,15
101438,"B_2018",0,1,12,17,5,FALSE,FALSE,FALSE,TRUE,17
101445,"A_2022",1,0,12,12,0,FALSE,FALSE,TRUE,TRUE,12
101458,"A_2022",0,0,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101460,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101465,"B_2018",1,0,13,18,5,FALSE,FALSE,FALSE,TRUE,18
101470,"A_2022",0,0,15,15,0,FALSE,FALSE,TRUE,TRUE,15
101475,"A_2020",0,1,,16,,TRUE,FALSE,FALSE,FALSE,16
101476,"A_2022",1,1,14,15,1,FALSE,FALSE,FALSE,TRUE,15
101483,"A_2022",1,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101489,"A_2022",0,0,11,11,0,FALSE,FALSE,TRUE,TRUE,11
101491,"A_2022",0,0,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101502,"A_2020",0,0,,14,,TRUE,FALSE,FALSE,FALSE,14
101503,"A_2022",1,0,15,14,-1,FALSE,TRUE,FALSE,TRUE,
101504,"A_2022",1,0,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101505,"A_2022",0,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101507,"B_2018",0,1,10,15,5,FALSE,FALSE,FALSE,TRUE,15
101508,"A_2022",1,0,14,13,-1,FALSE,TRUE,FALSE,TRUE,
101510,"B_2018",0,1,15,20,5,FALSE,FALSE,FALSE,TRUE,20
101517,"A_2022",1,0,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101520,"A_2022",1,0,12,12,0,FALSE,FALSE,TRUE,TRUE,12
101527,"A_2022",1,0,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101528,"B_2018",1,0,15,20,5,FALSE,FALSE,FALSE,TRUE,20
101529,"A_2022",0,1,,12,,TRUE,FALSE,FALSE,FALSE,12
101531,"A_2022",1,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101532,"A_2022",0,0,13,12,-1,FALSE,TRUE,FALSE,TRUE,
101534,"B_2018",1,1,11,16,5,FALSE,FALSE,FALSE,TRUE,16
101535,"A_2022",0,0,13,13,0,FALSE,FALSE,TRUE,TRUE,13
101549,"A_2022",0,0,14,15,1,FALSE,FALSE,FALSE,TRUE,15
101550,"A_2020",0,1,,17,,TRUE,FALSE,FALSE,FALSE,17
101551,"B_2018",1,0,11,16,5,FALSE,FALSE,FALSE,TRUE,16
101553,"A_2022",1,0,13,14,1,FALSE,FALSE,FALSE,TRUE,14
101555,"B_2018",0,0,12,17,5,FALSE,FALSE,FALSE,TRUE,17
101557,"A_2022",0,0,11,11,0,FALSE,FALSE,TRUE,TRUE,11
101561,"A_2020",0,1,,14,,TRUE,FALSE,FALSE,FALSE,14
101567,"A_2022",1,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101574,"B_2018",1,0,13,18,5,FALSE,FALSE,FALSE,TRUE,18
101575,"A_2022",0,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101576,"A_2022",0,1,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101580,"A_2022",0,0,11,12,1,FALSE,FALSE,FALSE,TRUE,12
101582,"A_2022",0,1,12,13,1,FALSE,FALSE,FALSE,TRUE,13
101585,"A_2020",0,0,,14,,TRUE,FALSE,FALSE,FALSE,14
101589,"A_2020",1,1,,15,,TRUE,FALSE,FALSE,FALSE,15
