"applicant_id","municipality","application_year","selected","male","age_at_application","has_phone","ses_stratum","neighborhood","age_at_survey","survey_month","survey_form","household_visit","mother_educ","father_educ","mother_age","father_age","father_income_high","receiving_aid_now","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","finished_g6","finished_g7","finished_g8","repeats_g6","ever_repeated","total_repeats","years_in_school","married_or_cohab","has_child","working","hours_worked","cohort","selected_clean","male_clean","has_phone_clean","survey_form_clean","household_visit_clean","father_income_high_clean","receiving_aid_now_clean","started_g6_private_clean","started_g7_private_clean","in_private_now_clean","in_school_now_clean","finished_g6_clean","finished_g7_clean","finished_g8_clean","ever_repeated_clean","married_or_cohab_clean","has_child_clean","working_clean","ses_stratum_clean","neighborhood_clean","survey_month_clean","repeats_g6_clean","total_repeats_clean","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean","grade_conflict","grade_below_5_review","school_years_below_grade_progress_review","finished_g6_conflict","finished_g7_conflict","finished_g8_conflict","repeats_conflict","private_school_conflict","mother_child_age_gap","mother_age_gap_over_60","mother_age_clean","father_child_age_gap","father_age_gap_over_60","father_age_clean","work_hours_conflict","years_in_school_above_4","years_in_school_exceeds_age_gap_plus_1","primary_logic_flag"
100010,"A",2020,0,0,15,1,2,19,17,6,0,0,,,,,,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,1,1,1,0,1,0,0,0,2,19,6,1,1,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,FALSE
100011,"A",2022,1,1,12,1,2,,13,10,1,0,,8,,38,0,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,,10,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,25,FALSE,38,FALSE,FALSE,FALSE,FALSE
100012,"A",2020,0,1,11,1,2,,14,6,0,0,5,,32,31,0,0,0,0,0,1,5,0,0,0,1,1,1,3,0,0,0,0,"A_2020",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,6,1,1,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,32,17,FALSE,31,FALSE,FALSE,FALSE,FALSE
100013,"A",2020,1,1,11,1,2,15,14,3,0,0,11,11,39,49,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,15,3,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,39,35,FALSE,49,FALSE,FALSE,FALSE,FALSE
100014,"A",2020,1,1,14,1,,,16,2,0,1,9,5,41,41,0,1,0,0,0,1,8,1,1,1,0,0,0,4,0,0,1,40,"A_2020",1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,,,2,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,41,25,FALSE,41,FALSE,FALSE,TRUE,FALSE
100015,"A",2020,1,0,14,1,1,5,17,7,1,0,5,6,40,42,,0,0,0,0,1,8,1,1,1,0,0,0,4,0,1,0,0,"A_2020",1,0,1,1,0,,0,0,0,0,1,1,1,1,0,0,1,0,1,5,7,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,40,25,FALSE,42,FALSE,FALSE,FALSE,FALSE
100016,"B",2018,1,0,12,0,2,,16,8,1,1,4,4,38,42,0,0,0,0,0,1,10,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,,8,0,0,4,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,38,26,FALSE,42,FALSE,TRUE,TRUE,FALSE
100017,"A",2022,1,0,13,1,2,,14,4,1,0,0,2,34,50,0,1,1,1,0,1,7,1,1,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,2,,4,0,0,1,FALSE,FALSE,FALSE,TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,34,36,FALSE,50,FALSE,FALSE,FALSE,FALSE
100018,"A",2020,1,1,12,1,,19,14,5,1,0,6,,55,,,1,1,1,1,1,9,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,,1,1,1,1,1,1,1,1,0,0,0,0,,19,5,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,FALSE,55,,FALSE,,FALSE,FALSE,TRUE,FALSE
100019,"A",2020,0,1,10,1,2,8,13,8,1,0,3,,43,,,0,0,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,1,0,,0,0,0,0,1,1,1,1,0,0,0,0,2,8,8,0,0,3,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,43,,FALSE,,FALSE,FALSE,FALSE,FALSE
100020,"A",2022,1,0,12,1,3,,13,8,1,0,5,6,42,43,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3,,8,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,42,30,FALSE,43,FALSE,FALSE,FALSE,FALSE
100021,"A",2020,0,0,,1,1,,14,2,0,0,5,1,35,39,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,,2,0,0,,TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,35,25,FALSE,39,FALSE,FALSE,FALSE,FALSE
100022,"A",2022,0,1,13,1,,,13,7,1,0,5,5,36,36,,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,1,20,"A_2022",0,1,1,1,0,,0,0,0,0,1,1,0,0,0,0,0,1,,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,36,23,FALSE,36,FALSE,FALSE,TRUE,FALSE
100023,"A",2020,0,1,13,1,,19,15,3,0,0,5,8,38,35,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,38,20,FALSE,35,FALSE,FALSE,TRUE,FALSE
100024,"A",2020,1,1,12,1,3,10,14,3,0,1,11,11,34,38,1,0,1,1,1,1,6,1,0,0,2,1,2,4,0,0,0,0,"A_2020",1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,3,10,3,2,2,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,34,24,FALSE,38,FALSE,FALSE,TRUE,FALSE
100025,"A",2022,0,1,11,1,2,,12,9,1,0,11,4,45,40,0,0,1,1,1,1,6,1,0,0,0,0,0,3,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,9,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,FALSE,45,28,FALSE,40,FALSE,FALSE,TRUE,FALSE
100026,"B",2018,1,0,11,0,1,,15,7,1,1,5,7,35,37,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,,7,0,0,4,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,35,22,FALSE,37,FALSE,TRUE,TRUE,FALSE
100027,"A",2020,0,1,12,1,,,14,4,0,0,5,,42,,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,1,8,"A_2020",0,1,1,0,0,,0,1,0,0,1,1,1,1,0,0,0,1,,,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,,FALSE,,FALSE,FALSE,TRUE,FALSE
100028,"A",2020,0,1,14,1,2,,16,3,0,0,7,5,46,48,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,1,8,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,2,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,46,32,FALSE,48,FALSE,FALSE,FALSE,FALSE
100029,"A",2022,0,1,12,1,2,,13,6,1,0,8,6,32,32,,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,1,1,1,0,,0,1,0,0,1,1,0,0,0,0,0,0,2,,6,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,32,19,FALSE,32,FALSE,FALSE,FALSE,FALSE
100030,"A",2020,0,0,12,1,2,7,15,7,1,0,2,5,59,60,0,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,7,7,1,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44,FALSE,59,45,FALSE,60,FALSE,FALSE,FALSE,FALSE
100031,"A",2020,1,1,12,1,1,,15,4,0,0,,,40,39,0,0,1,1,0,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,,4,0,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,24,FALSE,39,FALSE,FALSE,FALSE,FALSE
100032,"B",2018,0,0,12,0,2,,17,7,1,1,3,0,58,71,0,0,1,1,1,1,8,1,1,1,0,1,1,6,0,0,0,0,"B_2018",0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,2,,7,0,1,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,FALSE,58,54,FALSE,71,FALSE,TRUE,FALSE,FALSE
100033,"A",2022,1,1,13,1,2,,14,7,1,0,5,3,49,62,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,49,48,FALSE,62,FALSE,FALSE,FALSE,FALSE
100034,"A",2020,1,1,11,1,,1,13,1,0,1,5,5,42,45,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,1,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,42,32,FALSE,45,FALSE,FALSE,TRUE,FALSE
100035,"A",2020,0,0,,1,1,19,15,6,0,0,9,9,33,33,0,0,1,1,,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,1,19,6,0,0,,TRUE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,33,18,FALSE,33,FALSE,FALSE,FALSE,FALSE
100036,"A",2020,1,0,11,1,2,,15,3,1,0,,,,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,"A_2020",1,0,1,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,2,,3,0,0,4,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE
100037,"A",2022,1,0,12,1,2,,12,7,1,0,11,8,35,46,1,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,35,34,FALSE,46,FALSE,FALSE,TRUE,FALSE
100038,"A",2022,1,0,12,1,,,13,7,1,0,5,5,36,40,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,36,27,FALSE,40,FALSE,FALSE,FALSE,FALSE
100039,"A",2020,1,1,12,1,5,,15,2,0,1,10,5,48,50,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,5,,2,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,FALSE,48,35,FALSE,50,FALSE,FALSE,FALSE,FALSE
100040,"A",2020,0,0,15,1,2,5,17,3,0,0,5,,32,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,2,5,3,0,0,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,32,,FALSE,,FALSE,FALSE,TRUE,FALSE
100041,"A",2020,0,0,15,1,1,,17,5,0,0,6,5,41,47,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,,5,0,0,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,41,30,FALSE,47,FALSE,FALSE,FALSE,FALSE
100042,"A",2020,1,1,15,1,1,6,18,3,0,0,3,4,58,59,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,"A_2020",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,3,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,FALSE,58,41,FALSE,59,FALSE,FALSE,FALSE,FALSE
100043,"B",2018,1,1,13,0,,,18,7,1,0,,2,,52,0,0,0,1,0,0,7,1,1,0,0,0,0,3,0,0,0,0,"B_2018",1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,34,FALSE,52,FALSE,FALSE,FALSE,FALSE
100044,"A",2022,0,1,15,1,3,,13,7,1,0,1,5,33,60,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,1,20,"A_2022",0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,3,,7,0,0,-2,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,33,47,FALSE,60,FALSE,FALSE,TRUE,FALSE
100045,"B",2018,1,1,10,0,2,,15,7,1,0,0,,38,,,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,1,0,1,0,,1,1,1,1,1,1,1,1,0,0,0,0,2,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,38,,FALSE,,FALSE,TRUE,FALSE,FALSE
100046,"A",2020,1,0,12,1,2,18,15,4,1,0,11,5,34,40,0,0,1,1,0,1,9,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,18,4,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,34,25,FALSE,40,FALSE,FALSE,FALSE,FALSE
100047,"B",2018,1,0,11,0,2,,17,8,1,1,6,,36,,,0,1,0,0,0,7,1,1,0,0,0,0,3,1,0,0,0,"B_2018",1,0,0,1,1,,0,1,0,0,0,1,1,0,0,1,0,0,2,,8,0,0,6,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,36,,FALSE,,FALSE,FALSE,FALSE,FALSE
100048,"A",2020,0,0,13,1,2,6,15,3,0,0,0,3,40,52,0,0,1,0,0,0,5,0,0,0,1,1,1,2,1,1,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,6,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,37,FALSE,52,FALSE,FALSE,FALSE,FALSE
100049,"A",2020,0,1,10,1,2,7,13,3,0,0,11,10,41,50,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,2,7,3,0,0,3,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,41,37,FALSE,50,FALSE,FALSE,FALSE,FALSE
100050,"A",2020,1,0,12,1,2,7,14,3,0,0,5,7,37,52,0,0,1,0,0,0,7,1,1,0,1,1,1,3,0,1,0,0,"A_2020",1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,7,3,1,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,38,FALSE,52,FALSE,FALSE,FALSE,FALSE
100051,"A",2020,1,0,13,1,,,15,3,0,0,11,8,42,46,0,0,1,1,1,1,8,1,1,1,0,1,1,5,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,,,3,0,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,42,31,FALSE,46,FALSE,TRUE,TRUE,FALSE
100052,"A",2020,1,1,15,1,2,7,17,3,0,0,0,0,58,,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,7,3,0,0,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,FALSE,58,,FALSE,,FALSE,FALSE,TRUE,FALSE
100053,"B",2018,0,0,14,0,,,19,6,1,1,3,3,34,38,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,1,10,"B_2018",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,34,19,FALSE,38,FALSE,FALSE,FALSE,FALSE
100054,"A",2020,1,1,,1,2,6,18,3,0,0,,5,,54,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,40,"A_2020",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,6,3,0,0,,TRUE,FALSE,FALSE,FALSE,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,36,FALSE,54,FALSE,FALSE,FALSE,FALSE
100055,"A",2020,1,1,13,1,,17,16,4,0,0,6,3,38,41,0,0,1,1,1,1,7,1,1,0,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,17,4,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,38,25,FALSE,41,FALSE,FALSE,FALSE,FALSE
