"applicant_id","municipality","application_year","selected","male","age_at_application","has_phone","ses_stratum","neighborhood","age_at_survey","survey_month","survey_form","household_visit","mother_educ","father_educ","mother_age","father_age","father_income_high","receiving_aid_now","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","finished_g6","finished_g7","finished_g8","repeats_g6","ever_repeated","total_repeats","years_in_school","married_or_cohab","has_child","working","hours_worked","cohort","selected_clean","male_clean","has_phone_clean","survey_form_clean","household_visit_clean","father_income_high_clean","receiving_aid_now_clean","started_g6_private_clean","started_g7_private_clean","in_private_now_clean","in_school_now_clean","finished_g6_clean","finished_g7_clean","finished_g8_clean","ever_repeated_clean","married_or_cohab_clean","has_child_clean","working_clean","ses_stratum_clean","neighborhood_clean","survey_month_clean","repeats_g6_clean","total_repeats_clean","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean","grade_conflict","grade_below_5_review","school_years_below_grade_progress_review","finished_g6_conflict","finished_g7_conflict","finished_g8_conflict","repeats_conflict","private_school_conflict","mother_child_age_gap","mother_age_gap_over_60","mother_age_clean","father_child_age_gap","father_age_gap_over_60","father_age_clean","work_hours_conflict","years_in_school_above_4","years_in_school_exceeds_age_gap_plus_1","primary_logic_flag"
100236,"A",2022,0,0,13,1,2,,13,7,1,0,,,,,,0,1,0,0,1,7,1,1,0,0,0,0,2,0,0,1,6,"A_2022",0,0,1,1,0,,0,1,0,0,1,1,1,0,0,0,0,1,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,TRUE,FALSE
100237,"A",2020,0,0,11,1,2,11,14,3,0,1,2,2,52,53,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,2,11,3,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,52,39,FALSE,53,FALSE,FALSE,FALSE,FALSE
100238,"A",2020,1,1,14,1,2,4,17,3,0,0,9,11,34,38,1,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,"A_2020",1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,4,3,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,34,21,FALSE,38,FALSE,FALSE,FALSE,FALSE
100239,"A",2020,0,0,12,1,2,19,15,7,1,0,7,,38,,,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,,0,1,0,0,1,1,1,0,1,0,0,0,2,19,7,1,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,38,,FALSE,,FALSE,FALSE,FALSE,FALSE
100240,"A",2020,0,0,13,1,2,,15,3,0,0,5,2,40,49,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,34,FALSE,49,FALSE,FALSE,TRUE,FALSE
100241,"A",2020,0,1,12,1,3,16,14,4,0,0,11,11,37,42,0,0,0,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,3,16,4,0,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,28,FALSE,42,FALSE,FALSE,TRUE,FALSE
100242,"A",2020,0,1,13,1,2,,16,3,0,0,0,5,56,60,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,1,0,"A_2020",0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,2,,3,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,FALSE,56,44,FALSE,60,FALSE,FALSE,FALSE,FALSE
100243,"A",2020,1,1,13,1,2,12,16,7,1,0,5,5,46,63,0,0,1,0,0,0,5,0,0,0,1,1,1,2,0,0,1,40,"A_2020",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,12,7,1,1,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,46,47,FALSE,63,FALSE,FALSE,FALSE,FALSE
100244,"A",2020,0,0,12,1,2,8,14,4,0,0,10,,38,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,2,8,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,,FALSE,,FALSE,FALSE,TRUE,FALSE
100245,"A",2022,1,1,12,1,2,,12,7,1,0,7,4,33,36,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,33,24,FALSE,36,FALSE,FALSE,TRUE,FALSE
100246,"B",2018,0,0,12,0,2,,17,7,1,1,,,,,,0,0,0,0,0,9,1,1,1,0,0,0,4,1,1,0,0,"B_2018",0,0,0,1,1,,0,0,0,0,0,1,1,1,0,1,1,0,2,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE
100247,"A",2020,1,1,14,1,2,11,16,2,0,1,0,1,48,58,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2,11,2,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,48,42,FALSE,58,FALSE,FALSE,TRUE,FALSE
100248,"A",2020,1,1,14,1,1,19,16,6,0,0,9,9,35,41,1,1,0,1,1,1,8,1,1,1,2,1,2,6,0,0,0,0,"A_2020",1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,19,6,2,2,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,35,25,FALSE,41,FALSE,TRUE,TRUE,FALSE
100249,"A",2020,1,1,13,1,2,19,15,4,0,0,10,5,34,38,1,1,1,1,1,1,8,1,1,1,1,1,1,5,0,0,0,0,"A_2020",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,19,4,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,34,23,FALSE,38,FALSE,TRUE,TRUE,FALSE
100250,"A",2022,0,0,12,1,3,,12,7,1,0,5,,51,,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,FALSE,51,,FALSE,,FALSE,FALSE,TRUE,FALSE
100251,"A",2020,1,1,11,1,2,4,13,3,0,0,3,3,48,49,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,4,3,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,48,36,FALSE,49,FALSE,FALSE,TRUE,FALSE
100252,"A",2020,1,0,13,1,1,19,15,3,0,0,1,,45,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,1,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,45,,FALSE,,FALSE,FALSE,TRUE,FALSE
100253,"A",2020,0,1,13,1,2,5,15,7,1,0,7,7,37,40,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,"A_2020",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,37,25,FALSE,40,FALSE,FALSE,FALSE,FALSE
100254,"A",2020,1,1,13,1,3,16,16,11,1,0,8,7,39,45,0,0,0,0,0,0,7,1,1,0,2,1,2,5,0,0,0,0,"A_2020",1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,16,11,2,2,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,39,29,FALSE,45,FALSE,TRUE,TRUE,FALSE
100255,"A",2020,1,0,15,1,2,5,18,5,1,0,8,,40,,,1,,,1,1,9,1,1,1,,0,0,1,0,0,0,0,"A_2020",1,0,1,1,0,,1,,,1,1,1,1,1,0,0,0,0,2,5,5,,0,3,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,40,,FALSE,,FALSE,FALSE,FALSE,FALSE
100256,"A",2020,0,1,12,1,2,17,15,3,0,0,,,46,56,0,0,0,0,1,1,7,1,1,0,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,17,3,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,46,41,FALSE,56,FALSE,FALSE,FALSE,FALSE
100257,"A",2020,1,0,12,1,2,11,14,3,0,0,2,2,44,55,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,11,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,44,41,FALSE,55,FALSE,FALSE,TRUE,FALSE
100258,"A",2020,0,0,,1,2,6,17,3,0,0,5,11,41,41,1,0,0,0,0,1,10,1,1,1,0,1,1,6,0,0,0,0,"A_2020",0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,6,3,0,1,,TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,41,24,FALSE,41,FALSE,TRUE,FALSE,FALSE
100259,"A",2020,0,0,14,1,1,,14,8,1,0,5,5,43,46,0,0,1,0,0,0,7,1,1,0,0,0,0,2,0,0,1,40,"A_2020",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,,8,0,0,0,FALSE,FALSE,TRUE,TRUE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,43,32,FALSE,46,FALSE,FALSE,TRUE,FALSE
100260,"A",2020,0,0,12,1,1,19,14,4,0,0,5,,36,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,1,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,36,,FALSE,,FALSE,FALSE,TRUE,FALSE
100261,"A",2020,0,0,11,1,,7,14,3,0,0,7,8,38,40,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,7,3,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,26,FALSE,40,FALSE,FALSE,FALSE,FALSE
100262,"A",2020,1,0,12,1,2,4,14,3,0,0,5,5,41,38,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,4,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,41,24,FALSE,38,FALSE,FALSE,TRUE,FALSE
100263,"A",2020,0,1,11,1,,11,14,6,0,0,7,6,36,37,0,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,,11,6,1,1,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,36,23,FALSE,37,FALSE,FALSE,FALSE,FALSE
100264,"A",2020,1,1,13,1,3,,15,4,0,0,6,6,37,37,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,,4,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,37,22,FALSE,37,FALSE,FALSE,TRUE,FALSE
100265,"A",2020,1,1,13,1,2,,16,5,0,0,9,5,50,49,0,0,1,1,0,1,6,1,0,0,0,0,0,3,0,0,1,30,"A_2020",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,,5,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,FALSE,50,33,FALSE,49,FALSE,FALSE,FALSE,FALSE
100266,"B",2018,1,0,11,1,3,,15,5,1,0,,6,,42,0,0,1,1,0,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,3,,5,0,0,4,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,27,FALSE,42,FALSE,TRUE,TRUE,FALSE
100267,"A",2020,1,1,,1,2,,17,8,1,0,8,5,37,37,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,20,"A_2020",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,2,,8,0,0,,TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,37,20,FALSE,37,FALSE,FALSE,FALSE,FALSE
100268,"A",2020,0,0,12,1,2,16,14,4,0,0,6,3,50,57,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,16,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,50,43,FALSE,57,FALSE,FALSE,TRUE,FALSE
100269,"B",2018,1,0,11,1,2,,15,5,1,1,8,5,39,41,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2,,5,0,0,4,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,39,26,FALSE,41,FALSE,TRUE,TRUE,FALSE
100270,"A",2020,0,0,12,1,2,7,14,4,0,0,6,,44,,,0,1,1,0,0,7,1,1,0,0,0,0,3,0,1,0,0,"A_2020",0,0,1,0,0,,0,1,1,0,0,1,1,0,0,0,1,0,2,7,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,44,,FALSE,,FALSE,FALSE,FALSE,FALSE
100271,"A",2020,1,0,12,1,3,4,14,4,0,0,8,,37,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,3,4,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,,FALSE,,FALSE,FALSE,TRUE,FALSE
100272,"A",2020,1,0,13,1,1,,16,4,0,0,5,,51,,,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,0,1,1,0,1,1,1,1,0,0,0,0,1,,4,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,51,,FALSE,,FALSE,FALSE,FALSE,FALSE
100273,"A",2020,1,0,12,1,1,5,15,9,1,0,2,5,32,33,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,5,9,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,32,18,FALSE,33,FALSE,FALSE,FALSE,FALSE
100274,"A",2020,1,1,14,1,3,11,16,2,0,0,2,,48,51,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,3,11,2,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,48,35,FALSE,51,FALSE,FALSE,TRUE,FALSE
100275,"A",2020,0,1,13,1,,18,15,3,0,0,5,5,34,44,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,18,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,34,29,FALSE,44,FALSE,FALSE,TRUE,FALSE
100276,"A",2022,0,0,12,1,3,,12,7,1,0,5,4,37,50,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,37,38,FALSE,50,FALSE,FALSE,TRUE,FALSE
100277,"A",2022,0,0,16,1,2,,16,7,1,0,8,3,36,63,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,36,47,FALSE,63,FALSE,FALSE,TRUE,FALSE
100278,"A",2022,1,1,12,1,2,,12,7,1,0,11,11,32,34,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,32,22,FALSE,34,FALSE,FALSE,TRUE,FALSE
100279,"A",2020,0,1,12,1,2,,14,3,0,0,5,0,37,42,0,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,28,FALSE,42,FALSE,FALSE,FALSE,FALSE
100280,"A",2020,0,0,12,1,2,17,14,4,0,0,7,5,36,40,0,0,1,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,17,4,0,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,36,26,FALSE,40,FALSE,FALSE,TRUE,FALSE
100281,"A",2020,0,0,13,1,,15,15,8,1,0,,,,32,,0,1,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,,0,1,0,0,1,1,1,0,1,0,0,0,,15,8,0,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,17,FALSE,32,FALSE,FALSE,TRUE,FALSE
100282,"A",2020,1,1,14,1,2,,17,8,1,0,11,,40,,,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,40,"A_2020",1,1,1,1,0,,0,1,1,0,0,1,1,0,0,0,0,1,2,,8,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,40,,FALSE,,FALSE,FALSE,FALSE,FALSE
100283,"A",2020,0,0,14,1,2,17,16,4,0,0,3,5,46,50,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,17,4,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,46,34,FALSE,50,FALSE,FALSE,FALSE,FALSE
100284,"A",2020,0,1,16,1,2,5,18,3,0,0,,,,,,0,0,0,0,0,7,1,1,0,0,0,0,3,0,0,1,40,"A_2020",0,1,1,0,0,,0,0,0,0,0,1,1,0,0,0,0,1,2,5,3,0,0,2,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE
100285,"A",2022,1,0,12,1,2,,12,7,1,0,5,5,36,36,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,36,24,FALSE,36,FALSE,FALSE,TRUE,FALSE
100286,"A",2022,1,0,12,1,2,,13,7,1,0,2,3,32,43,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,0,1,0,"A_2022",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,32,30,FALSE,43,FALSE,FALSE,FALSE,FALSE
100287,"B",2018,1,1,11,0,2,,16,7,1,0,2,5,36,35,0,0,1,1,1,1,9,1,1,1,0,1,1,6,0,0,1,40,"B_2018",1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,,7,0,1,5,FALSE,FALSE,FALSE,TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,36,19,FALSE,35,FALSE,TRUE,FALSE,FALSE
100288,"A",2020,0,0,12,1,2,17,14,3,0,0,7,5,34,36,0,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,17,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,34,22,FALSE,36,FALSE,FALSE,TRUE,FALSE
100289,"A",2020,0,0,11,1,,19,14,5,0,0,7,9,33,37,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,,19,5,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,33,23,FALSE,37,FALSE,FALSE,FALSE,FALSE
100290,"A",2022,1,0,11,1,,,12,7,1,0,5,5,30,43,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,30,31,FALSE,43,FALSE,FALSE,FALSE,FALSE
100291,"A",2020,1,1,14,1,3,17,16,3,0,0,,,,,,0,1,1,0,0,7,1,1,0,1,1,1,3,0,1,1,28,"A_2020",1,1,1,0,0,,0,1,1,0,0,1,1,0,1,0,1,1,3,17,3,1,1,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE
100292,"A",2022,0,1,13,1,2,,15,4,1,0,3,3,45,55,0,0,1,1,1,1,7,1,1,0,1,1,1,3,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,,4,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,45,40,FALSE,55,FALSE,FALSE,FALSE,FALSE
100293,"B",2018,1,0,11,1,2,,16,6,1,0,11,5,37,38,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,,6,0,0,5,FALSE,FALSE,FALSE,TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,37,22,FALSE,38,FALSE,TRUE,FALSE,FALSE
100294,"A",2020,1,0,12,1,,16,14,3,0,0,9,,42,52,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,0,1,0,0,1,1,1,1,0,0,0,0,,16,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,38,FALSE,52,FALSE,FALSE,TRUE,FALSE
