"applicant_id","municipality","application_year","selected","male","age_at_application","has_phone","ses_stratum","neighborhood","age_at_survey","survey_month","survey_form","household_visit","mother_educ","father_educ","mother_age","father_age","father_income_high","receiving_aid_now","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","finished_g6","finished_g7","finished_g8","repeats_g6","ever_repeated","total_repeats","years_in_school","married_or_cohab","has_child","working","hours_worked","cohort","selected_clean","male_clean","has_phone_clean","survey_form_clean","household_visit_clean","father_income_high_clean","receiving_aid_now_clean","started_g6_private_clean","started_g7_private_clean","in_private_now_clean","in_school_now_clean","finished_g6_clean","finished_g7_clean","finished_g8_clean","ever_repeated_clean","married_or_cohab_clean","has_child_clean","working_clean","ses_stratum_clean","neighborhood_clean","survey_month_clean","repeats_g6_clean","total_repeats_clean","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean","grade_conflict","grade_below_5_review","school_years_below_grade_progress_review","finished_g6_conflict","finished_g7_conflict","finished_g8_conflict","repeats_conflict","private_school_conflict","mother_child_age_gap","mother_age_gap_over_60","mother_age_clean","father_child_age_gap","father_age_gap_over_60","father_age_clean","work_hours_conflict","years_in_school_above_4","years_in_school_exceeds_age_gap_plus_1","primary_logic_flag","age_at_application_missing","ses_stratum_missing","neighborhood_missing","age_at_application_imp","ses_stratum_imp","male_c","has_phone_c","age_at_application_imp_c","age_at_application_missing_c","ses_stratum_imp_c","ses_stratum_missing_c"
100394,"A",2020,0,1,13,1,1,19,15,3,0,0,1,6,45,46,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,1,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,45,31,FALSE,46,FALSE,FALSE,TRUE,FALSE,0,0,0,13,1,0.498299319727891,0,0.40625,-0.0476190476190476,-1,-0.158163265306122
100395,"A",2020,1,0,12,1,2,7,14,3,0,0,6,6,41,44,0,0,0,0,1,1,6,1,0,0,1,1,1,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,7,3,1,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,41,30,FALSE,44,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100396,"A",2022,1,1,12,1,3,,12,7,1,0,3,2,54,52,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,FALSE,54,40,FALSE,52,FALSE,FALSE,TRUE,FALSE,0,0,1,12,3,0.494584837545126,0,-0.408088235294118,-0.0180505415162455,0.924107142857143,-0.191335740072202
100397,"A",2020,0,1,14,1,2,19,16,4,0,0,,,45,42,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,45,26,FALSE,42,FALSE,FALSE,TRUE,FALSE,0,0,0,14,2,0.498299319727891,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100398,"A",2020,0,0,12,1,,15,14,3,0,0,5,,35,,,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,0,0,1,1,1,1,0,0,0,0,,15,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,35,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,1,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,0.841836734693878
100399,"A",2022,0,0,16,1,2,,17,4,1,0,8,5,39,40,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,2,,4,0,0,1,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,39,23,FALSE,40,FALSE,FALSE,TRUE,FALSE,0,0,1,16,2,-0.505415162454874,0,3.59191176470588,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100400,"A",2020,1,1,12,1,2,,14,3,0,1,11,5,38,45,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,31,FALSE,45,FALSE,FALSE,TRUE,FALSE,0,0,1,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100401,"B",2018,1,0,12,1,2,,17,7,1,1,9,,38,,,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,1,1,1,,1,1,1,1,1,1,1,1,0,0,0,0,2,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,38,,FALSE,,FALSE,TRUE,FALSE,FALSE,0,0,1,12,2,-0.424242424242424,0.557575757575758,-0.401234567901234,-0.0181818181818182,0.056,-0.242424242424242
100402,"A",2020,1,0,12,1,3,11,14,3,0,0,7,6,38,37,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,3,11,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,38,23,FALSE,37,FALSE,FALSE,TRUE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
100403,"A",2020,0,0,13,1,3,,17,5,1,0,8,11,42,40,0,0,0,0,0,0,7,1,1,0,0,0,0,2,0,0,0,0,"A_2020",0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,,5,0,0,4,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,42,23,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,1,13,3,-0.501700680272109,0,0.40625,-0.0476190476190476,1,-0.158163265306122
100404,"A",2020,1,0,14,1,1,19,17,4,0,0,3,1,52,61,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19,4,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,52,44,FALSE,61,FALSE,FALSE,FALSE,FALSE,0,0,0,14,1,-0.501700680272109,0,1.40625,-0.0476190476190476,-1,-0.158163265306122
100405,"A",2020,1,0,12,1,3,7,14,3,0,0,8,7,37,39,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,3,7,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,37,25,FALSE,39,FALSE,FALSE,TRUE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
100406,"B",2018,0,0,14,0,,,17,7,1,1,0,,55,,,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,"B_2018",0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,,,7,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,55,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,1,1,14,1.944,-0.424242424242424,-0.442424242424242,1.59876543209877,-0.0181818181818182,0,0.757575757575758
100407,"A",2022,1,1,12,1,2,,13,7,1,0,5,5,40,40,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,40,27,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,0.494584837545126,0,-0.408088235294118,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100408,"A",2020,0,0,12,1,2,,15,5,0,0,5,5,49,,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,,5,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,34,FALSE,49,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100409,"B",2018,0,0,15,0,,,19,7,1,1,2,2,52,53,0,0,0,0,0,1,8,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,,,7,0,0,4,FALSE,FALSE,FALSE,FALSE,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,FALSE,52,34,FALSE,53,FALSE,TRUE,TRUE,FALSE,0,1,1,15,1.944,-0.424242424242424,-0.442424242424242,2.59876543209877,-0.0181818181818182,0,0.757575757575758
100410,"A",2020,0,1,11,1,1,19,14,4,0,0,8,1,33,37,0,0,1,0,0,1,6,1,0,0,1,1,1,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,19,4,1,1,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,33,23,FALSE,37,FALSE,FALSE,FALSE,FALSE,0,0,0,11,1,0.498299319727891,0,-1.59375,-0.0476190476190476,-1,-0.158163265306122
100411,"B",2018,0,1,13,0,1,,18,7,1,1,5,5,48,49,0,0,1,1,0,0,11,0,0,0,0,0,0,5,0,0,1,40,"B_2018",0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,7,0,0,5,FALSE,FALSE,FALSE,TRUE,18,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,30,FALSE,48,31,FALSE,49,FALSE,TRUE,FALSE,TRUE,0,0,1,13,1,0.575757575757576,-0.442424242424242,0.598765432098766,-0.0181818181818182,-0.944,-0.242424242424242
100412,"A",2020,0,0,14,1,,17,17,5,0,0,,,33,45,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,,17,5,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,33,28,FALSE,45,FALSE,FALSE,FALSE,FALSE,0,1,0,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,0.841836734693878
100413,"A",2020,0,0,13,1,2,19,15,3,0,0,5,,39,,,0,1,1,,1,8,1,1,1,0,0,0,4,0,0,1,20,"A_2020",0,0,1,0,0,,0,1,1,,1,1,1,1,0,0,0,1,2,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,39,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,-0.158163265306122
100414,"A",2020,1,1,13,1,2,,16,7,1,0,8,5,31,40,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,,7,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,31,24,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,1,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,-0.158163265306122
100415,"A",2020,1,0,15,1,4,16,17,3,0,0,5,5,34,53,0,0,1,1,0,1,8,1,1,1,0,0,0,4,1,1,0,0,"A_2020",1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,4,16,3,0,0,2,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,34,36,FALSE,53,FALSE,FALSE,TRUE,FALSE,0,0,0,15,4,-0.501700680272109,0,2.40625,-0.0476190476190476,2,-0.158163265306122
100416,"A",2020,1,1,,1,3,,13,6,0,0,2,5,36,40,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,3,,6,0,0,,TRUE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,36,27,FALSE,40,FALSE,FALSE,FALSE,FALSE,1,0,1,12.59375,3,0.498299319727891,0,0,0.952380952380952,1,-0.158163265306122
100417,"B",2018,0,0,11,1,3,,16,5,1,0,5,3,42,37,0,0,1,1,0,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,3,,5,0,0,5,FALSE,FALSE,FALSE,TRUE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,42,21,FALSE,37,FALSE,TRUE,FALSE,FALSE,0,0,1,11,3,-0.424242424242424,0.557575757575758,-1.40123456790123,-0.0181818181818182,1.056,-0.242424242424242
100418,"A",2020,0,1,12,1,2,11,14,4,0,0,5,,35,,,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,1,8,"A_2020",0,1,1,0,0,,0,1,1,1,1,1,1,0,1,0,0,1,2,11,4,1,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,35,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100419,"A",2020,0,0,14,1,2,5,15,3,0,0,6,,40,,,0,1,1,1,,10,1,1,1,0,0,0,5,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,,1,1,1,0,0,0,0,2,5,3,0,0,1,FALSE,FALSE,FALSE,TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,,FALSE,,FALSE,TRUE,TRUE,FALSE,0,0,0,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100420,"A",2020,1,0,14,1,2,5,16,4,0,0,5,,36,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,2,5,4,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,36,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100421,"A",2020,0,0,11,1,,17,13,4,0,0,3,3,8,36,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,17,4,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-5,FALSE,,23,FALSE,36,FALSE,FALSE,TRUE,FALSE,0,1,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,0.841836734693878
100422,"A",2020,1,0,12,1,2,19,14,3,0,0,5,5,49,53,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,49,39,FALSE,53,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100423,"A",2020,0,1,13,1,2,,15,6,0,0,11,9,42,39,0,0,1,1,0,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,,6,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,42,24,FALSE,39,FALSE,FALSE,FALSE,FALSE,0,0,1,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,-0.158163265306122
100424,"A",2020,0,0,12,1,3,19,14,4,0,0,5,,32,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,3,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,32,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
100425,"A",2020,1,0,12,1,3,10,14,4,0,0,7,,31,35,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,10,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,FALSE,31,21,FALSE,35,FALSE,FALSE,TRUE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
100426,"A",2022,0,0,14,1,1,,15,7,1,0,3,3,45,45,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,,0,1,1,1,1,1,0,0,0,0,0,0,1,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,45,30,FALSE,45,FALSE,FALSE,FALSE,FALSE,0,0,1,14,1,-0.505415162454874,0,1.59191176470588,-0.0180505415162455,-1.07589285714286,-0.191335740072202
100427,"A",2022,0,1,11,1,1,,12,7,1,0,5,6,31,32,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,31,20,FALSE,32,FALSE,FALSE,FALSE,FALSE,0,0,1,11,1,0.494584837545126,0,-1.40808823529412,-0.0180505415162455,-1.07589285714286,-0.191335740072202
100428,"B",2018,1,0,13,0,2,,18,5,1,1,1,,47,,,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",1,0,0,1,1,,1,1,1,1,1,1,1,1,0,0,0,0,2,,5,0,0,5,FALSE,FALSE,FALSE,TRUE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,47,,FALSE,,FALSE,TRUE,FALSE,FALSE,0,0,1,13,2,-0.424242424242424,-0.442424242424242,0.598765432098766,-0.0181818181818182,0.056,-0.242424242424242
100429,"A",2020,1,1,11,1,2,18,14,8,1,0,7,11,40,40,0,0,1,1,1,1,8,1,1,1,0,1,3,4,0,0,0,0,"A_2020",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,18,8,0,3,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,40,26,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100430,"A",2020,0,1,12,1,2,10,14,3,0,0,11,11,43,41,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,10,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,FALSE,43,27,FALSE,41,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100431,"A",2020,1,1,13,1,3,,16,7,1,0,9,11,35,36,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,,7,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,35,20,FALSE,36,FALSE,FALSE,FALSE,FALSE,0,0,1,13,3,0.498299319727891,0,0.40625,-0.0476190476190476,1,-0.158163265306122
100432,"A",2020,1,1,11,1,,8,14,8,1,0,8,11,29,43,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,8,8,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15,FALSE,29,29,FALSE,43,FALSE,FALSE,FALSE,FALSE,0,1,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,0.841836734693878
100433,"A",2022,0,0,11,1,2,,12,7,1,0,9,8,38,34,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,38,22,FALSE,34,FALSE,FALSE,FALSE,FALSE,0,0,1,11,2,-0.505415162454874,0,-1.40808823529412,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100434,"A",2020,1,1,12,1,2,18,15,8,1,0,5,8,45,41,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,18,8,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,45,26,FALSE,41,FALSE,FALSE,FALSE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100435,"A",2020,0,0,15,1,,19,18,7,1,0,,,,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,1,0,,0,1,1,1,1,1,1,1,0,0,0,0,,19,7,0,0,3,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,1,0,15,2,-0.501700680272109,0,2.40625,-0.0476190476190476,0,0.841836734693878
100436,"A",2020,1,0,12,1,1,19,14,7,1,0,2,9,40,47,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,19,7,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,40,33,FALSE,47,FALSE,FALSE,TRUE,FALSE,0,0,0,12,1,-0.501700680272109,0,-0.59375,-0.0476190476190476,-1,-0.158163265306122
100437,"A",2020,1,1,13,1,2,,15,3,0,0,2,0,42,55,0,0,1,1,0,1,8,1,1,1,1,1,1,5,0,0,0,0,"A_2020",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,2,,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,42,40,FALSE,55,FALSE,TRUE,TRUE,FALSE,0,0,1,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,-0.158163265306122
100438,"A",2020,1,0,12,1,2,19,14,4,0,0,3,11,50,54,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,50,40,FALSE,54,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100439,"A",2020,0,0,11,1,2,19,14,3,0,0,11,9,35,35,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,19,3,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,35,21,FALSE,35,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100440,"A",2022,1,1,15,1,1,,15,8,1,0,5,6,41,50,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,0,"A_2022",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,,8,0,0,0,FALSE,FALSE,TRUE,TRUE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,41,35,FALSE,50,FALSE,FALSE,FALSE,FALSE,0,0,1,15,1,0.494584837545126,0,2.59191176470588,-0.0180505415162455,-1.07589285714286,-0.191335740072202
100441,"A",2020,1,1,13,1,1,19,15,3,0,0,8,,35,,,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,1,1,0,0,,0,1,1,1,1,1,1,0,1,0,0,0,1,19,3,1,1,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,35,,FALSE,,FALSE,FALSE,TRUE,FALSE,0,0,0,13,1,0.498299319727891,0,0.40625,-0.0476190476190476,-1,-0.158163265306122
