"applicant_id","municipality","application_year","selected","male","age_at_application","has_phone","ses_stratum","neighborhood","age_at_survey","survey_month","survey_form","household_visit","mother_educ","father_educ","mother_age","father_age","father_income_high","receiving_aid_now","started_g6_private","started_g7_private","in_private_now","in_school_now","highest_grade","finished_g6","finished_g7","finished_g8","repeats_g6","ever_repeated","total_repeats","years_in_school","married_or_cohab","has_child","working","hours_worked","cohort","selected_clean","male_clean","has_phone_clean","survey_form_clean","household_visit_clean","father_income_high_clean","receiving_aid_now_clean","started_g6_private_clean","started_g7_private_clean","in_private_now_clean","in_school_now_clean","finished_g6_clean","finished_g7_clean","finished_g8_clean","ever_repeated_clean","married_or_cohab_clean","has_child_clean","working_clean","ses_stratum_clean","neighborhood_clean","survey_month_clean","repeats_g6_clean","total_repeats_clean","age_change","age_unverifiable","age_decreased","age_unchanged","age_outside_2_to_4","age_at_survey_clean","grade_conflict","grade_below_5_review","school_years_below_grade_progress_review","finished_g6_conflict","finished_g7_conflict","finished_g8_conflict","repeats_conflict","private_school_conflict","mother_child_age_gap","mother_age_gap_over_60","mother_age_clean","father_child_age_gap","father_age_gap_over_60","father_age_clean","work_hours_conflict","years_in_school_above_4","years_in_school_exceeds_age_gap_plus_1","primary_logic_flag","age_at_application_missing","ses_stratum_missing","neighborhood_missing","age_at_application_imp","ses_stratum_imp","male_c","has_phone_c","age_at_application_imp_c","age_at_application_missing_c","ses_stratum_imp_c","ses_stratum_missing_c"
100728,"A",2020,0,0,12,1,,17,15,4,0,0,,,60,70,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,17,4,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,FALSE,60,55,FALSE,70,FALSE,FALSE,FALSE,FALSE,0,1,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,0.841836734693878
100729,"A",2020,0,0,11,1,,12,14,7,1,0,10,11,32,38,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,12,7,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,32,24,FALSE,38,FALSE,FALSE,FALSE,FALSE,0,1,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,0.841836734693878
100730,"A",2020,0,1,,1,3,18,14,4,1,0,9,2,42,46,,0,0,0,1,1,7,1,1,0,0,1,1,4,0,0,0,0,"A_2020",0,1,1,1,0,,0,0,0,1,1,1,1,0,1,0,0,0,3,18,4,0,1,,TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,32,FALSE,46,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,3,0.498299319727891,0,0,0.952380952380952,1,-0.158163265306122
100731,"A",2020,1,0,12,1,,18,15,8,1,0,5,5,48,46,0,0,1,1,0,0,6,1,0,0,0,1,1,3,0,0,0,0,"A_2020",1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,18,8,0,1,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,FALSE,48,31,FALSE,46,FALSE,FALSE,FALSE,FALSE,0,1,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,0.841836734693878
100732,"B",2018,1,0,16,0,1,,20,7,1,1,2,,58,,,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,0,"B_2018",1,0,0,1,1,,0,1,1,0,0,1,1,0,0,0,0,1,1,,7,0,0,4,FALSE,FALSE,FALSE,FALSE,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,58,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,1,16,1,-0.424242424242424,-0.442424242424242,3.59876543209877,-0.0181818181818182,-0.944,-0.242424242424242
100733,"A",2020,1,0,14,1,,,16,8,1,0,5,,36,,,0,1,0,0,1,6,1,0,0,0,0,0,3,0,0,0,0,"A_2020",1,0,1,1,0,,0,1,0,0,1,1,0,0,0,0,0,0,,,8,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,36,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,1,1,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,0.841836734693878
100734,"A",2022,1,0,15,1,2,,16,7,1,0,5,,37,,,1,1,1,,1,6,0,0,0,0,0,0,2,0,0,0,0,"A_2022",1,0,1,1,0,,1,1,1,,1,0,0,0,0,0,0,0,2,,7,0,0,1,FALSE,FALSE,FALSE,TRUE,16,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21,FALSE,37,,FALSE,,FALSE,FALSE,FALSE,TRUE,0,0,1,15,2,-0.505415162454874,0,2.59191176470588,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100735,"A",2020,0,0,,1,2,19,17,6,0,0,3,5,37,42,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,19,6,0,0,,TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,37,25,FALSE,42,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,2,-0.501700680272109,0,0,0.952380952380952,0,-0.158163265306122
100736,"A",2020,1,0,15,1,,19,18,8,1,0,7,,38,,,0,1,1,0,0,11,0,0,0,0,0,0,3,0,0,0,0,"A_2020",1,0,1,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,,19,8,0,0,3,FALSE,FALSE,FALSE,FALSE,18,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,20,FALSE,38,,FALSE,,FALSE,FALSE,FALSE,TRUE,0,1,0,15,2,-0.501700680272109,0,2.40625,-0.0476190476190476,0,0.841836734693878
100737,"A",2020,1,0,13,1,2,12,16,7,1,0,11,,44,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,,1,1,1,1,1,1,1,1,0,0,0,0,2,12,7,0,0,3,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,44,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,13,2,-0.501700680272109,0,0.40625,-0.0476190476190476,0,-0.158163265306122
100738,"A",2022,0,0,11,1,1,,12,8,1,0,8,8,49,42,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,,8,0,0,1,FALSE,FALSE,FALSE,TRUE,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,FALSE,49,30,FALSE,42,FALSE,FALSE,FALSE,FALSE,0,0,1,11,1,-0.505415162454874,0,-1.40808823529412,-0.0180505415162455,-1.07589285714286,-0.191335740072202
100739,"A",2020,0,1,,1,1,19,14,3,0,0,5,3,42,43,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,1,0,"A_2020",0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,19,3,1,1,,TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,29,FALSE,43,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,1,0.498299319727891,0,0,0.952380952380952,-1,-0.158163265306122
100740,"A",2020,1,0,12,1,2,19,14,3,0,0,8,6,41,43,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,FALSE,41,29,FALSE,43,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100741,"A",2020,0,0,14,1,2,19,17,3,0,0,3,2,54,48,0,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,19,3,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,FALSE,54,31,FALSE,48,FALSE,FALSE,FALSE,FALSE,0,0,0,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100742,"A",2020,0,0,14,1,,,17,5,1,0,1,5,40,45,0,0,1,1,1,1,9,1,1,1,0,0,0,4,0,1,0,0,"A_2020",0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,,,5,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,FALSE,40,28,FALSE,45,FALSE,FALSE,FALSE,FALSE,0,1,1,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,0.841836734693878
100743,"A",2020,1,0,11,1,2,4,14,7,1,0,3,3,52,58,0,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,4,7,1,1,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,38,FALSE,52,44,FALSE,58,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100744,"A",2020,1,1,11,1,2,12,14,7,1,0,3,2,45,48,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,12,7,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,45,34,FALSE,48,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100745,"A",2020,0,1,12,1,2,19,14,4,0,0,5,5,44,46,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,19,4,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,44,32,FALSE,46,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100746,"A",2020,1,0,11,1,2,15,14,3,0,0,8,11,42,40,1,1,1,0,1,1,8,1,1,1,0,0,0,2,0,0,0,0,"A_2020",1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,2,15,3,0,0,3,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,26,FALSE,40,FALSE,FALSE,FALSE,FALSE,0,0,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100747,"A",2020,1,0,14,1,2,5,17,4,0,0,5,,48,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,,1,1,1,1,1,1,1,1,0,0,0,0,2,5,4,0,0,3,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,FALSE,48,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,14,2,-0.501700680272109,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100748,"A",2020,0,0,16,1,2,5,18,7,1,0,5,11,42,58,0,0,1,1,1,1,8,1,1,1,0,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,5,7,0,1,2,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,42,40,FALSE,58,FALSE,FALSE,TRUE,FALSE,0,0,0,16,2,-0.501700680272109,0,3.40625,-0.0476190476190476,0,-0.158163265306122
100749,"A",2020,1,1,11,1,2,5,13,4,0,0,8,5,31,38,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,15,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,2,5,4,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,31,25,FALSE,38,FALSE,FALSE,TRUE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100750,"A",2020,1,0,12,1,2,5,14,2,0,0,5,3,42,38,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,5,2,1,1,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,42,24,FALSE,38,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100751,"A",2020,0,1,11,1,2,6,13,2,0,0,11,11,39,40,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,6,2,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,39,27,FALSE,40,FALSE,FALSE,TRUE,FALSE,0,0,0,11,2,0.498299319727891,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100752,"A",2020,1,0,11,1,,18,13,8,1,0,5,7,45,43,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,1,30,"A_2020",1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,,18,8,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,FALSE,45,30,FALSE,43,FALSE,FALSE,FALSE,FALSE,0,1,0,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,0.841836734693878
100753,"A",2020,1,1,13,1,,11,15,3,0,1,6,2,40,48,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,11,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,40,33,FALSE,48,FALSE,FALSE,TRUE,FALSE,0,1,0,13,2,0.498299319727891,0,0.40625,-0.0476190476190476,0,0.841836734693878
100754,"A",2020,1,0,11,1,2,,13,4,0,0,7,5,33,36,0,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,2,,4,1,1,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,33,23,FALSE,36,FALSE,FALSE,TRUE,FALSE,0,0,1,11,2,-0.501700680272109,0,-1.59375,-0.0476190476190476,0,-0.158163265306122
100755,"A",2020,1,1,13,1,3,,15,3,0,0,6,5,43,48,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,43,33,FALSE,48,FALSE,FALSE,TRUE,FALSE,0,0,1,13,3,0.498299319727891,0,0.40625,-0.0476190476190476,1,-0.158163265306122
100756,"A",2020,1,1,10,1,2,19,13,3,0,0,10,,38,,,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0,"A_2020",1,1,1,0,0,,0,1,1,1,1,1,1,0,1,0,0,0,2,19,3,1,1,3,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,FALSE,38,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,10,2,0.498299319727891,0,-2.59375,-0.0476190476190476,0,-0.158163265306122
100757,"A",2020,1,1,12,1,2,,15,4,0,0,11,7,34,39,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,,4,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,34,24,FALSE,39,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100758,"B",2018,0,1,12,0,2,,16,6,1,0,5,5,52,46,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,1,16,"B_2018",0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2,,6,0,0,4,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,52,30,FALSE,46,FALSE,TRUE,TRUE,FALSE,0,0,1,12,2,0.575757575757576,-0.442424242424242,-0.401234567901234,-0.0181818181818182,0.056,-0.242424242424242
100759,"A",2020,0,1,12,1,2,,15,5,0,0,6,5,35,39,0,0,,,,1,8,1,1,1,,0,0,1,0,0,0,0,"A_2020",0,1,1,0,0,0,0,,,,1,1,1,1,0,0,0,0,2,,5,,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,35,24,FALSE,39,FALSE,FALSE,FALSE,FALSE,0,0,1,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100760,"A",2020,0,0,,1,3,,17,3,0,1,,,,,,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",0,0,1,0,1,,0,1,0,0,1,1,1,0,0,0,0,0,3,,3,0,0,,TRUE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,FALSE,FALSE,FALSE,1,0,1,12.59375,3,-0.501700680272109,0,0,0.952380952380952,1,-0.158163265306122
100761,"B",2018,1,1,12,1,2,,17,7,1,1,6,8,37,50,0,0,1,1,1,1,7,1,1,0,1,1,2,6,0,0,0,0,"B_2018",1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,2,,7,1,2,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,37,33,FALSE,50,FALSE,TRUE,FALSE,FALSE,0,0,1,12,2,0.575757575757576,0.557575757575758,-0.401234567901234,-0.0181818181818182,0.056,-0.242424242424242
100762,"A",2020,1,0,,1,2,15,14,4,0,0,5,5,49,58,,0,1,0,1,1,7,1,1,0,0,0,0,3,0,0,0,0,"A_2020",1,0,1,0,0,,0,1,0,1,1,1,1,0,0,0,0,0,2,15,4,0,0,,TRUE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,FALSE,49,44,FALSE,58,FALSE,FALSE,FALSE,FALSE,1,0,0,12.59375,2,-0.501700680272109,0,0,0.952380952380952,0,-0.158163265306122
100763,"B",2018,0,1,13,1,,,17,6,1,1,3,,45,,,0,0,0,0,1,9,1,1,1,0,0,0,6,0,0,0,0,"B_2018",0,1,1,1,1,,0,0,0,0,1,1,1,1,0,0,0,0,,,6,0,0,4,FALSE,FALSE,FALSE,FALSE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,FALSE,45,,FALSE,,FALSE,TRUE,TRUE,FALSE,0,1,1,13,1.944,0.575757575757576,0.557575757575758,0.598765432098766,-0.0181818181818182,0,0.757575757575758
100764,"A",2020,1,0,11,1,3,,13,3,0,0,9,11,34,38,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,,3,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,FALSE,34,25,FALSE,38,FALSE,FALSE,TRUE,FALSE,0,0,1,11,3,-0.501700680272109,0,-1.59375,-0.0476190476190476,1,-0.158163265306122
100765,"A",2022,0,1,11,1,2,,11,7,1,0,11,5,30,34,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,,7,0,0,0,FALSE,FALSE,TRUE,TRUE,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,30,23,FALSE,34,FALSE,FALSE,TRUE,FALSE,0,0,1,11,2,0.494584837545126,0,-1.40808823529412,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100766,"A",2020,0,1,12,1,2,5,14,3,0,0,3,5,40,51,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,0,"A_2020",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,2,5,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,40,37,FALSE,51,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,0.498299319727891,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
100767,"A",2020,0,1,12,1,1,5,15,4,0,0,11,5,34,40,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,4,"A_2020",0,1,1,0,0,,0,1,1,1,1,1,1,1,0,0,0,0,1,5,4,0,0,3,FALSE,FALSE,FALSE,FALSE,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,FALSE,34,25,FALSE,40,TRUE,FALSE,FALSE,FALSE,0,0,0,12,1,0.498299319727891,0,-0.59375,-0.0476190476190476,-1,-0.158163265306122
100768,"A",2020,0,0,12,1,3,17,16,5,1,0,8,,40,,,0,0,0,1,1,8,1,1,1,0,1,1,4,0,0,0,0,"A_2020",0,0,1,1,0,,0,0,0,1,1,1,1,1,1,0,0,0,3,17,5,0,1,4,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,FALSE,40,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,0,0,12,3,-0.501700680272109,0,-0.59375,-0.0476190476190476,1,-0.158163265306122
100769,"A",2020,0,1,14,1,2,19,17,4,0,0,5,9,34,34,0,0,1,1,0,0,11,0,0,0,0,0,0,3,0,0,1,40,"A_2020",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,19,4,0,0,3,FALSE,FALSE,FALSE,FALSE,17,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,17,FALSE,34,17,FALSE,34,FALSE,FALSE,FALSE,TRUE,0,0,0,14,2,0.498299319727891,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100770,"A",2020,1,1,14,1,2,19,16,3,0,0,5,5,53,65,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,10,"A_2020",1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,2,19,3,0,0,2,FALSE,FALSE,FALSE,FALSE,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,FALSE,53,49,FALSE,65,FALSE,FALSE,TRUE,FALSE,0,0,0,14,2,0.498299319727891,0,1.40625,-0.0476190476190476,0,-0.158163265306122
100771,"A",2020,1,0,15,1,,19,18,3,0,0,,,38,,,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,0,0,"A_2020",1,0,1,0,0,,0,1,1,0,0,1,1,1,0,0,0,0,,19,3,0,0,3,FALSE,FALSE,FALSE,FALSE,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,38,,FALSE,,FALSE,FALSE,FALSE,FALSE,0,1,0,15,2,-0.501700680272109,0,2.40625,-0.0476190476190476,0,0.841836734693878
100772,"A",2022,0,1,11,1,2,,13,7,1,0,0,3,52,51,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0,"A_2022",0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,,7,0,0,2,FALSE,FALSE,FALSE,FALSE,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,FALSE,52,38,FALSE,51,FALSE,FALSE,FALSE,FALSE,0,0,1,11,2,0.494584837545126,0,-1.40808823529412,-0.0180505415162455,-0.0758928571428572,-0.191335740072202
100773,"B",2018,0,1,12,0,2,,17,7,1,1,,,,,,0,0,1,1,1,9,1,1,1,1,1,1,6,0,0,0,0,"B_2018",0,1,0,1,1,,0,0,1,1,1,1,1,1,1,0,0,0,2,,7,1,1,5,FALSE,FALSE,FALSE,TRUE,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,,FALSE,TRUE,FALSE,FALSE,0,0,1,12,2,0.575757575757576,-0.442424242424242,-0.401234567901234,-0.0181818181818182,0.056,-0.242424242424242
100774,"A",2020,1,0,12,1,1,19,14,8,1,0,2,2,32,41,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",1,0,1,1,0,,1,1,1,1,1,1,1,1,0,0,0,0,1,19,8,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,32,27,FALSE,41,FALSE,FALSE,TRUE,FALSE,0,0,0,12,1,-0.501700680272109,0,-0.59375,-0.0476190476190476,-1,-0.158163265306122
100775,"A",2020,0,0,12,1,2,11,14,3,0,1,11,2,36,36,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0,"A_2020",0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,2,11,3,0,0,2,FALSE,FALSE,FALSE,FALSE,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,FALSE,36,22,FALSE,36,FALSE,FALSE,TRUE,FALSE,0,0,0,12,2,-0.501700680272109,0,-0.59375,-0.0476190476190476,0,-0.158163265306122
