applicant_id,cohort,selected,years_in_school,highest_grade,total_repeats,years_minus_highest_grade_plus5,age_at_application,age_at_survey,age_change,exceeds_4_years,exceeds_age_change_plus1
101238,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101239,A2020,0,3,7,0,1.0,15,16,1.0,0,1
101240,A2020,0,3,7,0,1.0,13,16,3.0,0,0
101241,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101242,A2020,0,3,8,0,0.0,13,16,3.0,0,0
101249,A2020,0,2,6,0,1.0,12,15,3.0,0,0
101258,A2020,0,4,7,1,2.0,11,14,3.0,0,0
101262,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101265,A2020,0,2,6,1,1.0,14,16,2.0,0,0
101267,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101272,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101276,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101277,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101278,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101283,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101285,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101287,A2020,0,4,8,0,1.0,14,17,3.0,0,0
101289,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101296,A2020,0,1,6,0,0.0,,14,,0,
101297,A2020,0,4,7,0,2.0,15,17,2.0,0,1
101299,A2020,0,4,8,1,1.0,11,13,2.0,0,1
101300,A2020,0,3,8,0,0.0,14,16,2.0,0,0
101301,A2020,0,4,7,1,2.0,14,17,3.0,0,0
101302,A2020,0,2,7,0,0.0,14,16,2.0,0,0
101306,A2020,0,3,5,1,3.0,13,15,2.0,0,0
101307,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101311,A2020,0,4,7,1,2.0,13,16,3.0,0,0
101317,A2020,0,4,8,0,1.0,,13,,0,
101320,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101321,A2020,0,3,7,0,1.0,14,16,2.0,0,0
101322,A2020,0,4,7,1,2.0,11,13,2.0,0,1
101323,A2020,0,3,8,0,0.0,14,16,2.0,0,0
101327,A2020,0,3,7,0,1.0,,15,,0,
101329,A2020,0,3,7,0,1.0,14,16,2.0,0,0
101330,A2020,0,5,9,0,1.0,15,18,3.0,1,1
101331,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101334,A2020,0,4,8,1,1.0,12,15,3.0,0,0
101336,A2020,0,4,7,1,2.0,13,15,2.0,0,1
101337,A2020,0,4,7,1,2.0,12,15,3.0,0,0
101340,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101341,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101344,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101345,A2020,0,4,7,1,2.0,13,15,2.0,0,1
101347,A2020,0,4,8,0,1.0,15,17,2.0,0,1
101352,A2020,0,2,6,0,1.0,13,15,2.0,0,0
101353,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101356,A2020,0,6,8,2,3.0,14,16,2.0,1,1
101358,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101359,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101363,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101364,A2020,0,1,5,0,1.0,13,15,2.0,0,0
101365,A2020,0,4,6,1,3.0,12,14,2.0,0,1
101374,A2020,0,0,5,0,0.0,14,15,1.0,0,0
101378,A2020,0,1,5,0,1.0,13,16,3.0,0,0
101380,A2020,0,4,7,1,2.0,11,14,3.0,0,0
101381,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101382,A2020,0,4,6,2,3.0,15,17,2.0,0,1
101384,A2020,0,4,9,0,0.0,13,16,3.0,0,0
101385,A2020,0,4,7,0,2.0,13,15,2.0,0,1
101386,A2020,0,1,5,0,1.0,13,15,2.0,0,0
101388,A2020,0,5,8,1,2.0,14,16,2.0,1,1
101391,A2020,0,5,9,1,1.0,13,17,4.0,1,0
101392,A2020,0,5,9,0,1.0,13,15,2.0,1,1
101398,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101399,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101401,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101403,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101407,A2020,0,4,8,0,1.0,14,16,2.0,0,1
101415,A2020,0,6,10,0,1.0,16,18,2.0,1,1
101416,A2020,0,5,10,0,0.0,14,17,3.0,1,1
101422,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101423,A2020,0,2,7,0,0.0,13,15,2.0,0,0
101424,A2020,0,4,7,1,2.0,12,14,2.0,0,1
101432,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101434,A2020,0,3,5,1,3.0,12,15,3.0,0,0
101440,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101441,A2020,0,3,5,1,3.0,12,15,3.0,0,0
101448,A2020,0,4,7,1,2.0,13,15,2.0,0,1
101450,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101454,A2020,0,3,7,1,1.0,11,13,2.0,0,0
101455,A2020,0,2,6,0,1.0,15,18,3.0,0,0
101456,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101457,A2020,0,3,7,0,1.0,13,16,3.0,0,0
101466,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101467,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101471,A2020,0,3,6,1,2.0,14,16,2.0,0,0
101472,A2020,0,3,7,0,1.0,10,12,2.0,0,0
101475,A2020,0,4,7,0,2.0,,16,,0,
101479,A2020,0,2,9,0,-2.0,14,17,3.0,0,0
101480,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101481,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101482,A2020,0,4,7,1,2.0,14,16,2.0,0,1
101486,A2020,0,2,7,0,0.0,15,17,2.0,0,0
101487,A2020,0,4,7,0,2.0,15,18,3.0,0,0
101493,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101494,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101496,A2020,0,4,8,0,1.0,12,15,3.0,0,0
101497,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101498,A2020,0,4,7,1,2.0,12,15,3.0,0,0
101499,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101501,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101502,A2020,0,4,8,0,1.0,,14,,0,
101509,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101511,A2020,0,4,7,1,2.0,13,16,3.0,0,0
101512,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101515,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101518,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101519,A2020,0,1,5,0,1.0,14,16,2.0,0,0
101521,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101523,A2020,0,1,5,0,1.0,14,16,2.0,0,0
101524,A2020,0,4,7,0,2.0,13,15,2.0,0,1
101536,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101540,A2020,0,2,7,0,0.0,14,16,2.0,0,0
101550,A2020,0,1,6,0,0.0,,17,,0,
101552,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101556,A2020,0,4,8,0,1.0,14,16,2.0,0,1
101561,A2020,0,4,8,0,1.0,,14,,0,
101562,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101568,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101570,A2020,0,2,5,1,2.0,15,17,2.0,0,0
101573,A2020,0,1,5,0,1.0,14,17,3.0,0,0
101577,A2020,0,4,8,0,1.0,11,14,3.0,0,0
101578,A2020,0,4,8,0,1.0,14,17,3.0,0,0
101579,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101583,A2020,0,4,7,1,2.0,13,15,2.0,0,1
101585,A2020,0,4,8,0,1.0,,14,,0,
101587,A2020,0,4,8,0,1.0,14,17,3.0,0,0
101588,A2020,0,1,5,0,1.0,12,15,3.0,0,0
101591,A2020,0,4,10,0,-1.0,14,16,2.0,0,1
101592,A2020,0,4,6,0,3.0,13,15,2.0,0,1
101594,A2020,0,4,8,0,1.0,14,16,2.0,0,1
101597,A2020,0,4,9,0,0.0,14,17,3.0,0,0
101600,A2020,0,4,8,0,1.0,13,15,2.0,0,1
101601,A2020,0,4,8,0,1.0,11,13,2.0,0,1
101602,A2020,0,4,8,0,1.0,14,17,3.0,0,0
101606,A2020,0,4,8,0,1.0,12,14,2.0,0,1
101609,A2020,0,1,6,0,0.0,12,14,2.0,0,0
101614,A2020,0,4,7,0,2.0,14,16,2.0,0,1
100001,A2020,1,4,9,0,0.0,12,15,3.0,0,0
100002,A2020,1,4,8,1,1.0,13,16,3.0,0,0
100003,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100009,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100013,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100014,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100015,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100018,A2020,1,4,9,0,0.0,12,14,2.0,0,1
100024,A2020,1,4,6,2,3.0,12,14,2.0,0,1
100031,A2020,1,4,7,1,2.0,12,15,3.0,0,0
100034,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100036,A2020,1,1,6,0,0.0,11,15,4.0,0,0
100039,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100042,A2020,1,1,5,0,1.0,15,18,3.0,0,0
100046,A2020,1,4,9,0,0.0,12,15,3.0,0,0
100050,A2020,1,3,7,1,1.0,12,14,2.0,0,0
100051,A2020,1,5,8,1,2.0,13,15,2.0,1,1
100052,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100054,A2020,1,0,6,0,-1.0,,18,,0,
100055,A2020,1,4,7,0,2.0,13,16,3.0,0,0
100056,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100057,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100058,A2020,1,1,5,0,1.0,12,15,3.0,0,0
100060,A2020,1,1,5,0,1.0,15,17,2.0,0,0
100062,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100066,A2020,1,4,9,0,0.0,13,16,3.0,0,0
100067,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100068,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100069,A2020,1,4,7,1,2.0,10,13,3.0,0,0
100074,A2020,1,4,9,0,0.0,14,17,3.0,0,0
100075,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100076,A2020,1,2,6,1,1.0,14,17,3.0,0,0
100078,A2020,1,3,8,0,0.0,16,18,2.0,0,0
100079,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100082,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100083,A2020,1,4,7,1,2.0,11,14,3.0,0,0
100084,A2020,1,1,6,0,0.0,,16,,0,
100086,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100091,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100092,A2020,1,4,7,1,2.0,13,16,3.0,0,0
100095,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100097,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100098,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100099,A2020,1,2,6,0,1.0,14,16,2.0,0,0
100100,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100104,A2020,1,4,8,0,1.0,10,13,3.0,0,0
100106,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100115,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100116,A2020,1,3,7,0,1.0,15,17,2.0,0,0
100119,A2020,1,3,7,0,1.0,14,17,3.0,0,0
100121,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100122,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100123,A2020,1,4,8,0,1.0,,15,,0,
100124,A2020,1,1,6,0,0.0,18,19,1.0,0,0
100125,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100127,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100129,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100136,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100137,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100139,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100142,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100145,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100150,A2020,1,3,9,0,-1.0,14,18,4.0,0,0
100151,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100156,A2020,1,3,6,1,2.0,11,14,3.0,0,0
100157,A2020,1,4,7,1,2.0,11,14,3.0,0,0
100162,A2020,1,4,6,1,3.0,12,14,2.0,0,1
100167,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100169,A2020,1,4,7,0,2.0,12,14,2.0,0,1
100171,A2020,1,3,7,1,1.0,14,16,2.0,0,0
100186,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100189,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100191,A2020,1,1,6,0,0.0,14,16,2.0,0,0
100192,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100193,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100194,A2020,1,3,6,1,2.0,14,15,1.0,0,1
100195,A2020,1,4,7,1,2.0,13,15,2.0,0,1
100198,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100200,A2020,1,2,6,0,1.0,15,17,2.0,0,0
100202,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100203,A2020,1,5,11,0,-1.0,15,18,3.0,1,1
100204,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100213,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100214,A2020,1,4,7,1,2.0,11,14,3.0,0,0
100221,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100222,A2020,1,4,7,0,2.0,12,15,3.0,0,0
100223,A2020,1,1,5,0,1.0,13,15,2.0,0,0
100225,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100231,A2020,1,4,8,1,1.0,,15,,0,
100233,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100238,A2020,1,2,6,0,1.0,14,17,3.0,0,0
100243,A2020,1,2,5,1,2.0,13,16,3.0,0,0
100247,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100248,A2020,1,6,8,2,3.0,14,16,2.0,1,1
100249,A2020,1,5,8,1,2.0,13,15,2.0,1,1
100251,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100252,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100254,A2020,1,5,7,2,3.0,13,16,3.0,1,1
100255,A2020,1,1,9,0,-3.0,15,18,3.0,0,0
100257,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100262,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100264,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100265,A2020,1,3,6,0,2.0,13,16,3.0,0,0
100267,A2020,1,4,8,0,1.0,,17,,0,
100271,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100272,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100273,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100274,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100282,A2020,1,2,7,0,0.0,14,17,3.0,0,0
100291,A2020,1,3,7,1,1.0,14,16,2.0,0,0
100294,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100296,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100299,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100303,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100306,A2020,1,2,7,0,0.0,13,16,3.0,0,0
100309,A2020,1,1,5,0,1.0,14,16,2.0,0,0
100310,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100311,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100316,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100317,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100320,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100321,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100324,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100325,A2020,1,4,9,0,0.0,12,15,3.0,0,0
100326,A2020,1,4,7,1,2.0,14,17,3.0,0,0
100330,A2020,1,3,5,0,3.0,12,15,3.0,0,0
100331,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100337,A2020,1,4,7,1,2.0,15,17,2.0,0,1
100338,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100345,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100353,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100357,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100358,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100371,A2020,1,3,5,2,3.0,12,14,2.0,0,0
100372,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100374,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100376,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100378,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100382,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100383,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100384,A2020,1,4,7,1,2.0,12,14,2.0,0,1
100385,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100386,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100389,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100390,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100391,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100395,A2020,1,4,6,1,3.0,12,14,2.0,0,1
100400,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100402,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100404,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100405,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100414,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100415,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100416,A2020,1,4,8,0,1.0,,13,,0,
100420,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100422,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100425,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100429,A2020,1,4,8,3,1.0,11,14,3.0,0,0
100431,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100432,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100434,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100436,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100437,A2020,1,5,8,1,2.0,13,15,2.0,1,1
100438,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100441,A2020,1,4,7,1,2.0,13,15,2.0,0,1
100442,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100443,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100444,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100446,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100448,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100449,A2020,1,4,7,0,2.0,13,15,2.0,0,1
100450,A2020,1,4,7,1,2.0,11,13,2.0,0,1
100451,A2020,1,5,8,1,2.0,12,15,3.0,1,1
100455,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100458,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100459,A2020,1,1,5,0,1.0,15,19,4.0,0,0
100461,A2020,1,5,7,2,3.0,13,15,2.0,1,1
100462,A2020,1,1,5,0,1.0,,15,,0,
100469,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100472,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100481,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100483,A2020,1,3,8,0,0.0,14,17,3.0,0,0
100486,A2020,1,4,8,0,1.0,15,17,2.0,0,1
100487,A2020,1,0,5,0,0.0,14,16,2.0,0,0
100489,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100490,A2020,1,4,8,0,1.0,14,15,1.0,0,1
100492,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100493,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100497,A2020,1,4,8,1,1.0,11,13,2.0,0,1
100498,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100501,A2020,1,3,6,1,2.0,12,15,3.0,0,0
100502,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100503,A2020,1,4,7,0,2.0,12,15,3.0,0,0
100505,A2020,1,1,5,0,1.0,15,18,3.0,0,0
100507,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100508,A2020,1,4,8,0,1.0,10,12,2.0,0,1
100509,A2020,1,1,6,0,0.0,14,17,3.0,0,0
100512,A2020,1,3,5,1,3.0,13,15,2.0,0,0
100514,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100515,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100519,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100520,A2020,1,4,7,1,2.0,12,14,2.0,0,1
100531,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100535,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100536,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100537,A2020,1,4,9,0,0.0,11,14,3.0,0,0
100545,A2020,1,4,8,0,1.0,10,13,3.0,0,0
100548,A2020,1,4,7,1,2.0,13,15,2.0,0,1
100550,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100551,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100552,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100559,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100560,A2020,1,2,7,0,0.0,13,16,3.0,0,0
100570,A2020,1,2,7,0,0.0,16,20,4.0,0,0
100572,A2020,1,3,7,0,1.0,14,16,2.0,0,0
100575,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100578,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100579,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100583,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100585,A2020,1,6,10,0,1.0,13,15,2.0,1,1
100586,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100587,A2020,1,3,6,1,2.0,11,14,3.0,0,0
100590,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100592,A2020,1,4,7,1,2.0,13,15,2.0,0,1
100593,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100595,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100597,A2020,1,4,8,0,1.0,10,13,3.0,0,0
100600,A2020,1,4,8,0,1.0,,14,,0,
100610,A2020,1,1,6,0,0.0,14,16,2.0,0,0
100612,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100616,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100621,A2020,1,2,7,0,0.0,13,16,3.0,0,0
100622,A2020,1,4,8,1,1.0,14,17,3.0,0,0
100623,A2020,1,3,7,0,1.0,12,15,3.0,0,0
100624,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100632,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100635,A2020,1,4,9,0,0.0,12,16,4.0,0,0
100637,A2020,1,1,6,0,0.0,13,16,3.0,0,0
100641,A2020,1,4,8,0,1.0,,13,,0,
100642,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100646,A2020,1,4,9,0,0.0,12,15,3.0,0,0
100652,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100656,A2020,1,3,6,1,2.0,13,15,2.0,0,0
100658,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100659,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100661,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100662,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100663,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100665,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100667,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100670,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100671,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100672,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100679,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100681,A2020,1,3,7,0,1.0,12,15,3.0,0,0
100683,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100685,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100686,A2020,1,4,7,0,2.0,12,14,2.0,0,1
100691,A2020,1,3,8,0,0.0,14,17,3.0,0,0
100692,A2020,1,4,8,0,1.0,15,18,3.0,0,0
100695,A2020,1,2,6,1,1.0,15,17,2.0,0,0
100696,A2020,1,4,7,1,2.0,12,15,3.0,0,0
100697,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100700,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100703,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100704,A2020,1,3,11,2,-3.0,13,15,2.0,0,0
100705,A2020,1,4,7,1,2.0,12,15,3.0,0,0
100706,A2020,1,6,10,0,1.0,14,17,3.0,1,1
100707,A2020,1,4,8,0,1.0,,14,,0,
100708,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100711,A2020,1,4,8,0,1.0,14,15,1.0,0,1
100712,A2020,1,5,8,1,2.0,13,15,2.0,1,1
100715,A2020,1,4,7,0,2.0,11,13,2.0,0,1
100722,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100723,A2020,1,3,7,0,1.0,14,16,2.0,0,0
100726,A2020,1,4,8,0,1.0,10,12,2.0,0,1
100731,A2020,1,3,6,1,2.0,12,15,3.0,0,0
100733,A2020,1,3,6,0,2.0,14,16,2.0,0,0
100736,A2020,1,3,11,0,-3.0,15,18,3.0,0,0
100737,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100740,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100743,A2020,1,4,7,1,2.0,11,14,3.0,0,0
100744,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100746,A2020,1,2,8,0,-1.0,11,14,3.0,0,0
100747,A2020,1,4,8,0,1.0,14,17,3.0,0,0
100749,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100750,A2020,1,4,7,1,2.0,12,14,2.0,0,1
100752,A2020,1,3,8,0,0.0,11,13,2.0,0,0
100753,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100754,A2020,1,4,7,1,2.0,11,13,2.0,0,1
100755,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100756,A2020,1,4,7,1,2.0,10,13,3.0,0,0
100757,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100762,A2020,1,3,7,0,1.0,,14,,0,
100764,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100770,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100771,A2020,1,3,8,0,0.0,15,18,3.0,0,0
100774,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100777,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100781,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100782,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100786,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100787,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100792,A2020,1,2,6,0,1.0,15,18,3.0,0,0
100793,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100794,A2020,1,1,6,0,0.0,14,16,2.0,0,0
100795,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100804,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100805,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100809,A2020,1,4,9,0,0.0,11,14,3.0,0,0
100812,A2020,1,4,7,1,2.0,12,14,2.0,0,1
100815,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100818,A2020,1,4,8,0,1.0,12,14,2.0,0,1
