applicant_id,cohort,selected,years_in_school,highest_grade,total_repeats,years_minus_highest_grade_plus5,age_at_application,age_at_survey,age_change,exceeds_4_years,exceeds_age_change_plus1
100819,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100820,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100831,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100835,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100840,A2020,1,4,8,0,1.0,,15,,0,
100842,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100844,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100845,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100851,A2020,1,3,8,0,0.0,13,15,2.0,0,0
100852,A2020,1,3,8,0,0.0,13,15,2.0,0,0
100853,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100854,A2020,1,4,9,0,0.0,11,14,3.0,0,0
100858,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100864,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100865,A2020,1,4,8,0,1.0,10,13,3.0,0,0
100868,A2020,1,3,8,0,0.0,16,18,2.0,0,0
100869,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100873,A2020,1,4,7,1,2.0,12,14,2.0,0,1
100874,A2020,1,4,9,0,0.0,12,14,2.0,0,1
100875,A2020,1,2,7,0,0.0,,18,,0,
100878,A2020,1,5,9,1,1.0,15,18,3.0,1,1
100879,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100883,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100884,A2020,1,3,7,1,1.0,13,16,3.0,0,0
100885,A2020,1,4,7,1,2.0,13,15,2.0,0,1
100886,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100887,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100894,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100895,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100897,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100898,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100901,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100906,A2020,1,5,8,1,2.0,14,16,2.0,1,1
100913,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100916,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100917,A2020,1,4,7,0,2.0,14,16,2.0,0,1
100920,A2020,1,2,6,0,1.0,15,17,2.0,0,0
100921,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100924,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100925,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100926,A2020,1,4,8,0,1.0,13,15,2.0,0,1
100931,A2020,1,1,6,0,0.0,13,16,3.0,0,0
100933,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100935,A2020,1,4,7,1,2.0,11,14,3.0,0,0
100936,A2020,1,3,8,0,0.0,13,15,2.0,0,0
100940,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100946,A2020,1,3,7,0,1.0,14,17,3.0,0,0
100947,A2020,1,3,6,1,2.0,12,15,3.0,0,0
100949,A2020,1,4,8,0,1.0,12,15,3.0,0,0
100952,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100957,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100960,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100964,A2020,1,4,8,0,1.0,11,14,3.0,0,0
100968,A2020,1,4,9,0,0.0,14,17,3.0,0,0
100971,A2020,1,4,8,0,1.0,14,16,2.0,0,1
100972,A2020,1,4,6,1,3.0,13,15,2.0,0,1
100974,A2020,1,5,8,1,2.0,13,15,2.0,1,1
100975,A2020,1,4,8,0,1.0,,16,,0,
100981,A2020,1,3,8,0,0.0,12,14,2.0,0,0
100984,A2020,1,4,8,0,1.0,16,18,2.0,0,1
100985,A2020,1,4,8,0,1.0,12,14,2.0,0,1
100987,A2020,1,4,8,0,1.0,13,16,3.0,0,0
100988,A2020,1,4,8,0,1.0,11,13,2.0,0,1
100999,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101001,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101012,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101014,A2020,1,4,8,0,1.0,15,18,3.0,0,0
101019,A2020,1,4,8,0,1.0,15,17,2.0,0,1
101023,A2020,1,2,7,0,0.0,12,14,2.0,0,0
101027,A2020,1,4,7,1,2.0,11,14,3.0,0,0
101029,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101033,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101036,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101037,A2020,1,2,7,0,0.0,12,14,2.0,0,0
101040,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101041,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101042,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101043,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101045,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101051,A2020,1,4,7,1,2.0,11,13,2.0,0,1
101054,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101056,A2020,1,4,8,1,1.0,14,17,3.0,0,0
101057,A2020,1,3,8,0,0.0,15,17,2.0,0,0
101059,A2020,1,4,9,0,0.0,11,14,3.0,0,0
101060,A2020,1,1,6,0,0.0,14,17,3.0,0,0
101063,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101064,A2020,1,4,5,2,4.0,13,15,2.0,0,1
101067,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101071,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101072,A2020,1,3,7,0,1.0,12,15,3.0,0,0
101073,A2020,1,4,8,0,1.0,,14,,0,
101088,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101090,A2020,1,3,8,0,0.0,13,16,3.0,0,0
101092,A2020,1,1,6,0,0.0,,12,,0,
101093,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101094,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101097,A2020,1,4,7,1,2.0,13,16,3.0,0,0
101101,A2020,1,4,8,0,1.0,12,13,1.0,0,1
101102,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101109,A2020,1,4,8,0,1.0,16,18,2.0,0,1
101110,A2020,1,2,7,0,0.0,14,16,2.0,0,0
101112,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101113,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101116,A2020,1,4,7,1,2.0,11,14,3.0,0,0
101122,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101126,A2020,1,4,8,0,1.0,13,14,1.0,0,1
101128,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101129,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101132,A2020,1,1,6,0,0.0,14,17,3.0,0,0
101137,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101138,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101143,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101148,A2020,1,4,8,0,1.0,16,18,2.0,0,1
101153,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101154,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101156,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101158,A2020,1,4,8,0,1.0,14,17,3.0,0,0
101160,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101161,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101166,A2020,1,5,9,1,1.0,,18,,1,
101171,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101174,A2020,1,4,7,1,2.0,13,15,2.0,0,1
101180,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101182,A2020,1,3,8,0,0.0,11,13,2.0,0,0
101184,A2020,1,4,8,0,1.0,15,17,2.0,0,1
101185,A2020,1,4,9,0,0.0,11,14,3.0,0,0
101186,A2020,1,4,10,0,-1.0,11,15,4.0,0,0
101199,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101200,A2020,1,3,7,1,1.0,13,15,2.0,0,0
101204,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101205,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101207,A2020,1,1,6,0,0.0,13,15,2.0,0,0
101212,A2020,1,3,8,0,0.0,14,17,3.0,0,0
101213,A2020,1,4,8,0,1.0,,18,,0,
101215,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101216,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101219,A2020,1,3,7,0,1.0,12,14,2.0,0,0
101220,A2020,1,3,6,1,2.0,13,16,3.0,0,0
101222,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101226,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101227,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101229,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101230,A2020,1,4,9,0,0.0,14,17,3.0,0,0
101233,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101234,A2020,1,4,8,1,1.0,14,16,2.0,0,1
101236,A2020,1,4,8,0,1.0,11,12,1.0,0,1
101243,A2020,1,4,6,1,3.0,12,16,4.0,0,0
101244,A2020,1,3,7,0,1.0,13,16,3.0,0,0
101245,A2020,1,4,9,0,0.0,14,18,4.0,0,0
101246,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101248,A2020,1,4,7,0,2.0,12,14,2.0,0,1
101251,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101257,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101259,A2020,1,4,7,2,2.0,14,16,2.0,0,1
101266,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101268,A2020,1,3,7,0,1.0,14,16,2.0,0,0
101271,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101273,A2020,1,4,8,0,1.0,14,17,3.0,0,0
101274,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101275,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101288,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101290,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101291,A2020,1,2,6,1,1.0,12,15,3.0,0,0
101294,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101298,A2020,1,2,5,0,2.0,13,15,2.0,0,0
101303,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101314,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101315,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101318,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101319,A2020,1,4,8,1,1.0,13,15,2.0,0,1
101324,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101339,A2020,1,4,7,1,2.0,11,14,3.0,0,0
101342,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101346,A2020,1,3,8,0,0.0,,15,,0,
101348,A2020,1,1,6,0,0.0,13,15,2.0,0,0
101349,A2020,1,1,5,0,1.0,16,18,2.0,0,0
101354,A2020,1,2,6,0,1.0,,16,,0,
101362,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101367,A2020,1,4,8,0,1.0,14,17,3.0,0,0
101368,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101369,A2020,1,4,8,1,1.0,14,17,3.0,0,0
101373,A2020,1,1,6,0,0.0,14,17,3.0,0,0
101375,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101389,A2020,1,4,8,0,1.0,15,18,3.0,0,0
101390,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101394,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101395,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101396,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101400,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101404,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101405,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101406,A2020,1,4,8,0,1.0,,14,,0,
101408,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101409,A2020,1,4,8,0,1.0,15,17,2.0,0,1
101412,A2020,1,2,7,0,0.0,,19,,0,
101414,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101417,A2020,1,4,7,0,2.0,12,14,2.0,0,1
101418,A2020,1,4,7,0,2.0,13,16,3.0,0,0
101419,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101427,A2020,1,3,6,1,2.0,15,17,2.0,0,0
101430,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101431,A2020,1,4,6,0,3.0,12,14,2.0,0,1
101435,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101436,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101437,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101439,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101442,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101444,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101446,A2020,1,3,8,0,0.0,12,14,2.0,0,0
101447,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101449,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101451,A2020,1,3,6,1,2.0,12,15,3.0,0,0
101452,A2020,1,1,6,0,0.0,14,16,2.0,0,0
101453,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101459,A2020,1,1,6,0,0.0,15,17,2.0,0,0
101461,A2020,1,2,5,0,2.0,15,17,2.0,0,0
101463,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101464,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101468,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101469,A2020,1,4,8,1,1.0,15,18,3.0,0,0
101473,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101474,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101477,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101478,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101484,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101485,A2020,1,2,7,0,0.0,14,17,3.0,0,0
101492,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101495,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101500,A2020,1,4,8,0,1.0,15,18,3.0,0,0
101506,A2020,1,4,7,1,2.0,12,15,3.0,0,0
101513,A2020,1,4,9,0,0.0,11,15,4.0,0,0
101514,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101516,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101522,A2020,1,1,6,0,0.0,13,15,2.0,0,0
101525,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101526,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101530,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101533,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101537,A2020,1,5,8,1,2.0,13,15,2.0,1,1
101538,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101541,A2020,1,4,7,1,2.0,12,15,3.0,0,0
101542,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101543,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101544,A2020,1,4,8,1,1.0,11,15,4.0,0,0
101545,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101546,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101547,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101548,A2020,1,4,7,1,2.0,13,16,3.0,0,0
101554,A2020,1,5,9,1,1.0,12,15,3.0,1,1
101558,A2020,1,4,8,0,1.0,12,15,3.0,0,0
101560,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101563,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101564,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101566,A2020,1,4,8,0,1.0,15,17,2.0,0,1
101569,A2020,1,3,8,0,0.0,12,14,2.0,0,0
101571,A2020,1,4,8,0,1.0,14,17,3.0,0,0
101572,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101581,A2020,1,4,8,0,1.0,13,16,3.0,0,0
101584,A2020,1,2,5,0,2.0,13,16,3.0,0,0
101586,A2020,1,4,7,1,2.0,11,14,3.0,0,0
101589,A2020,1,5,7,2,3.0,,15,,1,
101590,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101593,A2020,1,3,6,1,2.0,12,15,3.0,0,0
101595,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101596,A2020,1,4,8,0,1.0,11,13,2.0,0,1
101598,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101599,A2020,1,4,8,0,1.0,13,15,2.0,0,1
101603,A2020,1,4,7,1,2.0,12,14,2.0,0,1
101604,A2020,1,4,8,0,1.0,10,13,3.0,0,0
101605,A2020,1,4,8,0,1.0,14,16,2.0,0,1
101607,A2020,1,3,6,0,2.0,11,14,3.0,0,0
101608,A2020,1,2,5,0,2.0,14,16,2.0,0,0
101610,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101611,A2020,1,4,8,0,1.0,11,14,3.0,0,0
101612,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101613,A2020,1,4,8,0,1.0,10,12,2.0,0,1
101615,A2020,1,4,8,0,1.0,12,14,2.0,0,1
101616,A2020,1,4,7,0,2.0,12,14,2.0,0,1
101617,A2020,1,4,9,0,0.0,12,15,3.0,0,0
100000,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100022,A2022,0,2,6,0,1.0,13,13,0.0,0,1
100025,A2022,0,3,6,0,2.0,11,12,1.0,0,1
100029,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100044,A2022,0,2,6,0,1.0,15,13,-2.0,0,1
100071,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100090,A2022,0,2,6,0,1.0,10,11,1.0,0,0
100130,A2022,0,2,6,0,1.0,11,13,2.0,0,0
100146,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100161,A2022,0,2,6,0,1.0,14,15,1.0,0,0
100168,A2022,0,2,5,1,2.0,11,12,1.0,0,0
100185,A2022,0,1,6,0,0.0,16,17,1.0,0,0
100188,A2022,0,2,6,0,1.0,13,14,1.0,0,0
100212,A2022,0,2,6,0,1.0,14,16,2.0,0,0
100236,A2022,0,2,7,0,0.0,13,13,0.0,0,1
100250,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100276,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100277,A2022,0,2,6,0,1.0,16,16,0.0,0,1
100292,A2022,0,3,7,1,1.0,13,15,2.0,0,0
100322,A2022,0,2,6,0,1.0,13,14,1.0,0,0
100328,A2022,0,1,6,0,0.0,13,14,1.0,0,0
100340,A2022,0,2,6,0,1.0,,15,,0,
100342,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100356,A2022,0,2,5,1,2.0,11,12,1.0,0,0
100360,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100393,A2022,0,2,5,1,2.0,13,14,1.0,0,0
100399,A2022,0,4,8,0,1.0,16,17,1.0,0,1
100426,A2022,0,2,6,0,1.0,14,15,1.0,0,0
100427,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100433,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100454,A2022,0,3,7,0,1.0,13,14,1.0,0,1
100471,A2022,0,2,6,0,1.0,14,15,1.0,0,0
100476,A2022,0,2,7,0,0.0,12,13,1.0,0,0
100484,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100506,A2022,0,2,7,0,0.0,11,13,2.0,0,0
100522,A2022,0,2,7,0,0.0,13,14,1.0,0,0
100534,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100538,A2022,0,2,4,0,3.0,12,13,1.0,0,0
100540,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100542,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100549,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100565,A2022,0,2,6,0,1.0,15,16,1.0,0,0
100568,A2022,0,1,6,0,0.0,,15,,0,
100576,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100582,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100604,A2022,0,2,6,0,1.0,11,13,2.0,0,0
100614,A2022,0,3,6,1,2.0,14,15,1.0,0,1
100615,A2022,0,2,7,0,0.0,12,14,2.0,0,0
100625,A2022,0,2,7,0,0.0,11,13,2.0,0,0
100651,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100713,A2022,0,2,6,0,1.0,,12,,0,
100738,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100765,A2022,0,2,6,0,1.0,11,11,0.0,0,1
100772,A2022,0,2,6,0,1.0,11,13,2.0,0,0
100779,A2022,0,2,6,0,1.0,13,13,0.0,0,1
100796,A2022,0,2,6,0,1.0,13,13,0.0,0,1
100821,A2022,0,2,6,0,1.0,12,12,0.0,0,1
100829,A2022,0,2,7,0,0.0,11,12,1.0,0,0
100837,A2022,0,2,6,0,1.0,13,14,1.0,0,0
100838,A2022,0,2,6,0,1.0,15,15,0.0,0,1
100849,A2022,0,2,6,0,1.0,12,10,-2.0,0,1
100863,A2022,0,2,5,1,2.0,13,13,0.0,0,1
100867,A2022,0,3,7,0,1.0,13,13,0.0,0,1
100891,A2022,0,2,7,0,0.0,12,13,1.0,0,0
100900,A2022,0,3,6,1,2.0,14,14,0.0,0,1
100908,A2022,0,2,6,0,1.0,13,14,1.0,0,0
100909,A2022,0,2,6,0,1.0,11,12,1.0,0,0
100911,A2022,0,3,7,0,1.0,14,15,1.0,0,1
100945,A2022,0,3,6,1,2.0,16,16,0.0,0,1
100951,A2022,0,1,6,0,0.0,11,11,0.0,0,0
100980,A2022,0,2,5,1,2.0,15,15,0.0,0,1
100992,A2022,0,2,6,0,1.0,14,14,0.0,0,1
100996,A2022,0,2,6,0,1.0,15,15,0.0,0,1
101002,A2022,0,1,6,0,0.0,13,14,1.0,0,0
101003,A2022,0,2,6,0,1.0,14,13,-1.0,0,1
101022,A2022,0,2,6,0,1.0,13,14,1.0,0,0
101031,A2022,0,2,6,0,1.0,14,15,1.0,0,0
101052,A2022,0,2,6,0,1.0,12,12,0.0,0,1
101096,A2022,0,2,6,0,1.0,14,15,1.0,0,0
101099,A2022,0,2,6,0,1.0,11,12,1.0,0,0
101104,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101111,A2022,0,2,5,1,2.0,11,13,2.0,0,0
101136,A2022,0,2,6,0,1.0,12,12,0.0,0,1
101147,A2022,0,1,6,0,0.0,16,16,0.0,0,0
101189,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101196,A2022,0,2,6,0,1.0,14,14,0.0,0,1
101198,A2022,0,2,6,0,1.0,11,11,0.0,0,1
101223,A2022,0,2,6,0,1.0,13,13,0.0,0,1
101224,A2022,0,2,6,0,1.0,11,11,0.0,0,1
101225,A2022,0,2,6,0,1.0,11,12,1.0,0,0
101235,A2022,0,2,6,0,1.0,13,13,0.0,0,1
101247,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101250,A2022,0,2,6,1,1.0,12,13,1.0,0,0
101252,A2022,0,2,6,0,1.0,15,15,0.0,0,1
101279,A2022,0,2,6,1,1.0,12,13,1.0,0,0
101280,A2022,0,2,6,0,1.0,16,17,1.0,0,0
101282,A2022,0,2,7,0,0.0,11,13,2.0,0,0
101295,A2022,0,2,6,0,1.0,14,15,1.0,0,0
101305,A2022,0,2,6,0,1.0,11,11,0.0,0,1
101308,A2022,0,2,6,0,1.0,13,14,1.0,0,0
101310,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101313,A2022,0,2,6,1,1.0,12,13,1.0,0,0
101316,A2022,0,3,7,0,1.0,12,13,1.0,0,1
101332,A2022,0,2,7,0,0.0,10,12,2.0,0,0
101351,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101355,A2022,0,1,5,0,1.0,16,16,0.0,0,0
101357,A2022,0,2,6,0,1.0,,13,,0,
101366,A2022,0,2,7,0,0.0,11,12,1.0,0,0
101376,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101377,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101411,A2022,0,2,6,0,1.0,12,12,0.0,0,1
101428,A2022,0,2,6,0,1.0,11,12,1.0,0,0
101429,A2022,0,3,6,0,2.0,14,14,0.0,0,1
101433,A2022,0,2,6,0,1.0,14,15,1.0,0,0
101458,A2022,0,2,7,0,0.0,11,12,1.0,0,0
101460,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101470,A2022,0,3,6,1,2.0,15,15,0.0,0,1
101489,A2022,0,1,5,0,1.0,11,11,0.0,0,0
101491,A2022,0,2,6,0,1.0,12,13,1.0,0,0
101505,A2022,0,2,6,0,1.0,11,12,1.0,0,0
101529,A2022,0,2,6,0,1.0,,12,,0,
101532,A2022,0,2,6,0,1.0,13,12,-1.0,0,1
101535,A2022,0,2,6,0,1.0,13,13,0.0,0,1
101549,A2022,0,2,6,0,1.0,14,15,1.0,0,0
101557,A2022,0,2,6,0,1.0,11,11,0.0,0,1
101575,A2022,0,2,5,1,2.0,11,12,1.0,0,0
101576,A2022,0,3,6,0,2.0,11,12,1.0,0,1
101580,A2022,0,2,6,0,1.0,11,12,1.0,0,0
101582,A2022,0,2,6,0,1.0,12,13,1.0,0,0
100005,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100006,A2022,1,2,6,0,1.0,10,11,1.0,0,0
100011,A2022,1,2,5,0,2.0,12,13,1.0,0,0
100017,A2022,1,2,7,0,0.0,13,14,1.0,0,0
100020,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100033,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100037,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100038,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100061,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100070,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100081,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100087,A2022,1,2,6,0,1.0,13,13,0.0,0,1
100107,A2022,1,2,6,0,1.0,13,13,0.0,0,1
100128,A2022,1,2,5,1,2.0,14,15,1.0,0,0
100132,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100133,A2022,1,2,6,0,1.0,13,12,-1.0,0,1
100143,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100152,A2022,1,3,6,1,2.0,13,14,1.0,0,1
100154,A2022,1,2,7,0,0.0,14,15,1.0,0,0
100155,A2022,1,3,7,0,1.0,16,16,0.0,0,1
100159,A2022,1,1,5,0,1.0,13,13,0.0,0,0
100174,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100182,A2022,1,2,6,0,1.0,16,16,0.0,0,1
100199,A2022,1,2,6,0,1.0,12,14,2.0,0,0
100209,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100219,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100245,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100278,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100285,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100286,A2022,1,1,5,0,1.0,12,13,1.0,0,0
100290,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100304,A2022,1,2,5,1,2.0,12,13,1.0,0,0
100305,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100307,A2022,1,2,5,1,2.0,14,15,1.0,0,0
100312,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100333,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100341,A2022,1,2,6,0,1.0,11,13,2.0,0,0
100344,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100347,A2022,1,2,6,0,1.0,11,12,1.0,0,0
100380,A2022,1,2,6,0,1.0,13,14,1.0,0,0
100396,A2022,1,2,6,0,1.0,12,12,0.0,0,1
100407,A2022,1,2,6,0,1.0,12,13,1.0,0,0
100440,A2022,1,1,6,0,0.0,15,15,0.0,0,0
