"cohort","outcome","exposure","baseline_adjusted","n","n_control","n_selected","df","reduced_form","reduced_form_se","first_stage","first_stage_se","first_stage_F","estimate","se","ci_low","ci_high","p_value","ar_p_zero","ar_type","ar_low","ar_high","ar_set","var_rf","var_fs","cov_rf_fs","inference_status","holm_ar_p"
"B_2018","years_in_school","in_private_now",FALSE,162,74,88,160,0.0764742014742015,0.230753448067459,0.185503685503686,0.0779785207835154,5.65920074546663,0.412251655629138,1.17931891772502,-1.91678711472445,2.74129042598272,0.727122921142627,0.740767826430169,"bounded",-6.11364242183484,3.08655965090426,"[-6.113642, 3.086560]",0.0532471537950213,0.00608064970358514,0.00778787485883371,"Exploratory; valid-IV assumptions required",1
"B_2018","years_in_school","in_private_now",TRUE,162,74,88,154,-0.24894877416341,0.210406406149933,0.127968936514765,0.0779598544013987,2.69443110123318,-1.94538441080728,2.41789777055843,-6.72191258257688,2.83114376096232,0.422304294093495,0.238560890877926,"disjoint",0.974762478609578,15.4797561850916,"(-Inf, 0.974762] U [15.479756, Inf)",0.0442708557489306,0.00607773889828728,0.00731628098578784,"Exploratory; valid-IV assumptions required",1
"B_2018","married_or_cohab","in_private_now",FALSE,162,74,88,160,-0.0313267813267812,0.0309149993331921,0.185503685503686,0.0779785207835154,5.65920074546663,-0.168874172185429,0.168379230750934,-0.501406577667183,0.163658233296324,0.317404458299729,0.312437333899313,"bounded",-1.00948983971323,0.254348061236878,"[-1.009490, 0.254348]",0.000955737183771269,0.00608064970358514,-0.000454554085422254,"Exploratory; valid-IV assumptions required",1
"B_2018","married_or_cohab","in_private_now",TRUE,162,74,88,154,-0.0317560832114615,0.0338917403007141,0.127968936514765,0.0779598544013987,2.69443110123318,-0.248154623116662,0.276977351109298,-0.795320072634459,0.299010826401136,0.371684021669283,0.350232896827849,"all real",,,"All real numbers",0.00114865006061105,0.00607773889828728,-0.000537183640496272,"Exploratory; valid-IV assumptions required",1
"B_2018","has_child","in_private_now",FALSE,162,74,88,160,-0.00859950859950857,0.0346288732326396,0.185503685503686,0.0779785207835154,5.65920074546663,-0.0463576158940394,0.183266556171194,-0.408291023572503,0.315575791784424,0.800630114113263,0.804194842591913,"bounded",-0.587163585851772,0.732958887838261,"[-0.587164, 0.732959]",0.00119915886136222,0.00608064970358514,-0.000608919051699444,"Exploratory; valid-IV assumptions required",1
"B_2018","has_child","in_private_now",TRUE,162,74,88,154,0.00662735905859132,0.0415148715287555,0.127968936514765,0.0779598544013987,2.69443110123318,0.0517888109340243,0.331625783238759,-0.603333963656752,0.706911585524801,0.876106374536475,0.873375275910781,"all real",,,"All real numbers",0.00172348455804907,0.00607773889828728,-0.000590679920589492,"Exploratory; valid-IV assumptions required",1
"B_2018","working","in_private_now",FALSE,162,74,88,160,0.00675675675675665,0.0683868482576264,0.185503685503686,0.0779785207835154,5.65920074546663,0.036423841059602,0.372950526248496,-0.70011673503167,0.772964417150874,0.922321337635343,0.921419162391837,"bounded",-0.82098230516733,2.07208161904062,"[-0.820982, 2.072082]",0.00467676101461162,0.00608064970358514,-0.00139408360182275,"Exploratory; valid-IV assumptions required",1
"B_2018","working","in_private_now",TRUE,162,74,88,154,0.0100378760273187,0.0710356733118436,0.127968936514765,0.0779598544013987,2.69443110123318,0.0784399425415286,0.569391467472751,-1.04638610191142,1.20326598699447,0.890609258765664,0.887811673624862,"all real",,,"All real numbers",0.00504606688286697,0.00607773889828728,-0.00143907320067123,"Exploratory; valid-IV assumptions required",1
"B_2018","hours_worked","in_private_now",FALSE,162,74,88,160,-0.288083538083541,1.97845327867445,0.185503685503686,0.0779785207835154,5.65920074546663,-1.55298013245034,10.5586320083287,-22.4052389571731,19.2992786922724,0.883252808790954,0.884412171035497,"bounded",-32.2604008429262,44.004624535847,"[-32.260401, 44.004625]",3.91427737589767,0.00608064970358514,-0.0298050145724988,"Exploratory; valid-IV assumptions required",1
"B_2018","hours_worked","in_private_now",TRUE,162,74,88,154,-0.498331220353846,1.90278847284078,0.127968936514765,0.0779598544013987,2.69443110123318,-3.89415770675214,14.5834919384126,-32.703671878443,24.9153564649387,0.789807116242214,0.793752188144431,"all real",,,"All real numbers",3.62060397237573,0.00607773889828728,-0.0295237728835814,"Exploratory; valid-IV assumptions required",1
