"estimate","se","ci_low","ci_high","p_value","n","df","control_mean","selected_mean","n_control","n_selected","outcome","standardized_difference"
0.00527513901029832,0.0248699303780507,-0.0435056552494843,0.0540559332700809,0.832048721279286,1618,1612,0.491416589858351,0.49669172886865,788,830,"male",0.0105445001610707
-0.143675554617709,0.0668892061800557,-0.274878574550212,-0.0124725346852062,0.0318714789041042,1554,1548,12.6193951612184,12.4757196066007,748,806,"age_at_application",-0.108938590930205
0.0168398067038358,0.0078308857607001,0.00148001995100632,0.0321995934566652,0.0316691794923702,1618,1612,0.933852270069823,0.950692076773659,788,830,"has_phone",0.0726224070526225
0.0343882703637442,0.0332133411682846,-0.0307678429932129,0.0995443837207013,0.300681504306475,1339,1333,1.98918355691089,2.02357182727463,650,689,"ses_stratum",0.0566302098183184
-0.0211203262135209,0.0097476666079929,-0.0402397572730109,-0.00200089515403097,0.0304033777241196,1618,1612,0.0504314068475142,0.029311080633993,788,830,"age_at_application_missing",-0.108089753272781
-0.00686896232023342,0.0187727566433365,-0.0436905362284489,0.0299526115879821,0.714487282981653,1618,1612,0.175732496695603,0.16886353437537,788,830,"ses_stratum_missing",-0.0181698361052922
-0.0288926317836576,0.0180372587196739,-0.0642715730689709,0.00648630950165569,0.109389014296338,1618,1612,0.460181025215892,0.431288393432235,788,830,"neighborhood_missing",-0.0580953236168472
