"estimate","se","ci_low","ci_high","p_value","n","df","cohort","outcome","control_mean","treatment_mean","n_control","n_treatment","inference_status","holm_p","holm_all_nine_p","F_statistic"
0.159088354482796,0.0281677241212135,0.103823015541512,0.214353693424081,2.04131617559389e-08,1163,1161,"A_2020","in_private_now",0.537521815008726,0.696610169491525,573,590,"HC2/t",8.16526470237558e-08,1.8371845580345e-07,31.8987204402866
0.159946949602121,0.0529794803887115,0.0556466905397559,0.264247208664487,0.00277565652696271,275,273,"A_2022","in_private_now",0.653846153846154,0.813793103448276,130,145,"HC2/t",,,9.11457734895754
0.185503685503686,0.0779785207835153,0.0315037831617674,0.339503587845605,0.0185429310028129,162,160,"B_2018","in_private_now",0.405405405405405,0.590909090909091,74,88,"HC2/t",,,5.65920074546665
