"estimate","se","ci_low","ci_high","p_value","n","df","outcome","cohort","n_control","n_treatment","rank","max_leverage","aliased","specification","holm_p"
0.0686994631575211,0.052649861781277,-0.0346015659172602,0.172000492232302,0.192210695150562,1171,1145,"years_in_school","A_2020",579,592,26,0.500867456553514,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.513963170656518
-0.00884708246760476,0.00646323948456381,-0.021528227365946,0.00383406243073648,0.171321056885506,1169,1143,"married_or_cohab","A_2020",578,591,26,0.500868886130921,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.513963170656518
-0.0111361168878319,0.00952451284213469,-0.029823607537944,0.00755137376228027,0.242564442390029,1169,1143,"has_child","A_2020",578,591,26,0.500868886130921,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.513963170656518
-0.0329076048428881,0.0207839560158951,-0.0736865161647495,0.00787130647897341,0.113625226916952,1171,1145,"working","A_2020",579,592,26,0.500867456553514,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.454500907667807
-1.25239157545617,0.626952404509234,-2.4824960121167,-0.0222871387956438,0.0459977851155644,1171,1145,"hours_worked","A_2020",579,592,26,0.500867456553514,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.229988925577822
0.0116522243041892,0.02016904944633,-0.0279202902377164,0.0512247388460947,0.563561570217209,1169,1143,"in_school_now","A_2020",578,591,26,0.500868775938908,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.563561570217209
0.157237897471628,0.0273880334545019,0.103501135227212,0.210974659716044,1.20582805347362e-08,1163,1137,"in_private_now","A_2020",573,590,26,0.500873472165281,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",4.82331221389448e-08
0.160605586968408,0.0539743775537462,0.0547062948409753,0.266504879095842,0.00298536753777742,1176,1150,"highest_grade","A_2020",583,593,26,0.50086422289191,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.00895610261333227
-0.0618516453409085,0.0278090301782322,-0.116414019064074,-0.00728927161774327,0.0263323223383556,1171,1145,"total_repeats","A_2020",579,592,26,0.500867456553514,"has_phone","Additive baseline controls plus SES and neighborhood fixed effects",0.0526646446767112
