applicant_id,municipality,application_year,selected,male,age_at_application,has_phone,ses_stratum,neighborhood
100713,A,2022,0,1,,1,3,
100714,A,2020,0,1,14,1,3,
100715,A,2020,1,0,11,1,2,6
100716,A,2020,0,1,12,1,3,
100717,B,2018,1,0,12,1,2,
100718,A,2020,0,1,11,1,3,10
100719,A,2020,0,1,12,1,2,17
100720,B,2018,0,1,11,1,1,
100721,A,2020,0,1,15,1,3,19
100722,A,2020,1,0,12,1,3,17
100723,A,2020,1,1,14,1,,19
100724,A,2020,0,1,12,1,2,19
100725,A,2020,0,1,12,1,2,
100726,A,2020,1,1,10,1,2,19
100727,A,2020,0,1,10,1,2,19
100728,A,2020,0,0,12,1,,17
100729,A,2020,0,0,11,1,,12
100730,A,2020,0,1,,1,3,18
100731,A,2020,1,0,12,1,,18
100732,B,2018,1,0,16,0,1,
100733,A,2020,1,0,14,1,,
100734,A,2022,1,0,15,1,2,
100735,A,2020,0,0,,1,2,19
100736,A,2020,1,0,15,1,,19
100737,A,2020,1,0,13,1,2,12
100738,A,2022,0,0,11,1,1,
100739,A,2020,0,1,,1,1,19
100740,A,2020,1,0,12,1,2,19
100741,A,2020,0,0,14,1,2,19
100742,A,2020,0,0,14,1,,
100743,A,2020,1,0,11,1,2,4
100744,A,2020,1,1,11,1,2,12
100745,A,2020,0,1,12,1,2,19
100746,A,2020,1,0,11,1,2,15
100747,A,2020,1,0,14,1,2,5
100748,A,2020,0,0,16,1,2,5
100749,A,2020,1,1,11,1,2,5
100750,A,2020,1,0,12,1,2,5
100751,A,2020,0,1,11,1,2,6
100752,A,2020,1,0,11,1,,18
100753,A,2020,1,1,13,1,,11
100754,A,2020,1,0,11,1,2,
100755,A,2020,1,1,13,1,3,
100756,A,2020,1,1,10,1,2,19
100757,A,2020,1,1,12,1,2,
100758,B,2018,0,1,12,0,2,
100759,A,2020,0,1,12,1,2,
100760,A,2020,0,0,,1,3,
100761,B,2018,1,1,12,1,2,
100762,A,2020,1,0,,1,2,15
100763,B,2018,0,1,13,1,,
100764,A,2020,1,0,11,1,3,
100765,A,2022,0,1,11,1,2,
100766,A,2020,0,1,12,1,2,5
100767,A,2020,0,1,12,1,1,5
100768,A,2020,0,0,12,1,3,17
100769,A,2020,0,1,14,1,2,19
100770,A,2020,1,1,14,1,2,19
100771,A,2020,1,0,15,1,,19
100772,A,2022,0,1,11,1,2,
100773,B,2018,0,1,12,0,2,
100774,A,2020,1,0,12,1,1,19
100775,A,2020,0,0,12,1,2,11
100776,A,2022,1,1,11,1,1,
100777,A,2020,1,0,13,1,2,
100778,A,2020,0,1,11,1,2,
100779,A,2022,0,0,13,1,,
100780,A,2020,0,1,12,1,,19
100781,A,2020,1,0,12,1,2,8
100782,A,2020,1,0,12,1,2,7
100783,A,2022,1,1,11,1,2,
100784,A,2022,1,0,12,1,2,
100785,A,2020,0,0,13,1,1,17
100786,A,2020,1,0,12,1,3,16
100787,A,2020,1,1,13,1,2,12
100788,A,2020,0,0,11,1,2,19
100789,B,2018,0,1,14,1,1,
100790,A,2020,0,1,12,1,2,19
100791,A,2020,0,0,11,1,1,
100792,A,2020,1,1,15,1,1,
100793,A,2020,1,0,12,1,3,
100794,A,2020,1,1,14,1,2,15
100795,A,2020,1,0,11,1,,
100796,A,2022,0,1,13,1,3,
100797,A,2020,0,0,12,1,2,19
100798,A,2020,0,1,12,1,,17
100799,B,2018,1,0,12,0,3,
100800,A,2020,0,0,12,1,1,19
100801,B,2018,0,0,15,1,,
100802,A,2022,1,0,12,1,3,
100803,B,2018,0,0,12,0,2,
100804,A,2020,1,0,12,1,3,7
100805,A,2020,1,0,13,1,2,15
100806,A,2020,0,1,12,1,1,5
100807,A,2020,0,1,15,1,,17
100808,A,2020,0,0,15,1,2,19
100809,A,2020,1,0,11,1,2,18
100810,A,2020,0,0,15,1,,19
100811,A,2020,0,0,10,1,2,19
100812,A,2020,1,1,12,1,,8
100813,A,2022,1,0,11,1,3,
100814,A,2020,0,0,13,1,2,
100815,A,2020,1,0,12,1,2,5
100816,A,2022,1,1,12,1,2,
100817,A,2020,0,0,12,1,1,17
100818,A,2020,1,0,12,1,3,11
100819,A,2020,1,0,12,1,1,16
100820,A,2020,1,1,12,1,1,5
100821,A,2022,0,1,12,1,3,
100822,A,2020,0,1,15,1,2,
100823,B,2018,1,0,11,0,2,
100824,A,2020,0,1,12,1,3,
100825,B,2018,1,1,13,1,2,
100826,A,2020,0,1,13,1,,5
100827,B,2018,1,0,12,1,2,
100828,A,2020,0,0,14,1,2,5
100829,A,2022,0,0,11,1,2,
100830,A,2022,1,0,11,1,,
100831,A,2020,1,1,11,1,,10
100832,A,2020,0,0,11,1,1,10
100833,A,2022,1,1,12,1,2,
100834,A,2020,0,0,12,1,2,
100835,A,2020,1,1,13,1,2,
100836,A,2022,1,1,15,1,2,
100837,A,2022,0,1,13,1,1,
100838,A,2022,0,1,15,1,2,
100839,A,2020,0,1,13,1,3,9
100840,A,2020,1,0,,1,2,
100841,B,2018,0,1,11,1,2,
100842,A,2020,1,0,14,1,2,17
100843,A,2020,0,0,13,1,2,11
100844,A,2020,1,1,11,1,2,5
100845,A,2020,1,1,11,1,2,7
100846,A,2022,1,0,13,1,2,
100847,B,2018,1,1,13,0,,
100848,A,2020,0,1,12,1,2,17
100849,A,2022,0,0,12,1,3,
100850,B,2018,1,0,11,1,2,
100851,A,2020,1,1,13,1,1,17
100852,A,2020,1,0,13,1,1,17
100853,A,2020,1,1,14,1,,5
100854,A,2020,1,0,11,1,1,19
100855,A,2020,0,1,14,1,2,5
100856,A,2020,0,0,12,1,2,19
100857,A,2020,0,0,12,1,1,
100858,A,2020,1,1,14,1,2,17
100859,A,2020,0,1,11,1,2,7
100860,B,2018,0,0,14,1,,
100861,A,2020,0,0,11,1,2,
100862,A,2020,0,1,14,1,2,7
100863,A,2022,0,1,13,1,1,
100864,A,2020,1,1,12,1,2,17
100865,A,2020,1,0,10,1,2,4
100866,A,2020,0,1,12,1,2,10
100867,A,2022,0,0,13,1,2,
100868,A,2020,1,0,16,1,1,
100869,A,2020,1,1,11,1,2,19
100870,A,2022,1,0,12,1,1,
100871,A,2020,0,1,12,1,2,7
100872,B,2018,0,0,12,1,1,
100873,A,2020,1,1,12,1,2,11
100874,A,2020,1,0,12,1,1,17
100875,A,2020,1,0,,1,,5
100876,A,2020,0,1,13,1,,19
100877,A,2020,0,0,12,1,,17
100878,A,2020,1,1,15,1,3,17
100879,A,2020,1,0,14,1,,11
100880,A,2020,0,0,15,1,2,
100881,B,2018,1,0,11,1,2,
100882,A,2020,0,1,14,1,1,19
100883,A,2020,1,1,13,1,,19
100884,A,2020,1,0,13,1,1,19
100885,A,2020,1,0,13,1,2,19
100886,A,2020,1,1,13,1,2,19
100887,A,2020,1,0,12,1,1,
100888,A,2020,0,0,14,1,1,5
100889,A,2022,1,1,12,1,2,
100890,A,2020,0,0,15,1,3,17
100891,A,2022,0,1,12,1,2,
100892,A,2022,1,0,11,1,,
100893,A,2020,0,1,11,1,2,
100894,A,2020,1,0,12,1,,11
100895,A,2020,1,1,12,1,2,4
100896,A,2020,0,0,13,1,2,19
100897,A,2020,1,0,12,1,2,4
100898,A,2020,1,1,12,1,2,19
100899,B,2018,1,0,11,1,2,
100900,A,2022,0,0,14,1,2,
100901,A,2020,1,0,12,1,2,19
100902,A,2020,0,0,11,1,2,6
100903,A,2020,0,0,12,1,1,5
100904,B,2018,1,0,11,0,2,
100905,A,2020,0,0,13,1,2,4
100906,A,2020,1,0,14,1,2,19
100907,A,2020,0,0,11,1,2,19
100908,A,2022,0,1,13,1,2,
100909,A,2022,0,0,11,1,2,
100910,A,2022,1,1,17,1,3,
100911,A,2022,0,1,14,1,,
100912,A,2022,1,1,11,1,3,
100913,A,2020,1,1,11,1,2,8
100914,B,2018,1,0,11,0,2,
100915,A,2022,1,1,13,1,2,
100916,A,2020,1,1,11,1,3,17
100917,A,2020,1,1,14,1,3,17
100918,A,2020,0,0,12,1,2,17
100919,A,2020,0,0,,1,3,12
100920,A,2020,1,1,15,1,1,12
100921,A,2020,1,0,12,1,2,11
100922,A,2020,0,1,15,1,2,19
100923,A,2022,1,0,11,1,2,
100924,A,2020,1,1,11,1,2,19
100925,A,2020,1,0,12,1,3,8
100926,A,2020,1,0,13,1,2,11
100927,A,2022,1,1,11,1,2,
100928,A,2020,0,0,13,1,4,19
100929,A,2020,0,1,13,1,,5
100930,A,2020,0,0,12,1,2,12
100931,A,2020,1,0,13,1,,17
100932,A,2020,0,1,13,1,2,17
100933,A,2020,1,1,11,1,3,12
100934,B,2018,1,0,11,0,2,
100935,A,2020,1,1,11,1,2,19
100936,A,2020,1,0,13,1,,19
100937,A,2020,0,0,14,1,2,
100938,A,2020,0,1,12,1,3,11
100939,A,2020,0,1,11,1,2,
100940,A,2020,1,0,12,1,2,11
100941,A,2022,1,0,11,1,2,
100942,A,2020,0,0,12,1,2,7
100943,B,2018,1,1,12,1,,
100944,B,2018,1,0,15,0,1,
100945,A,2022,0,1,16,1,1,
100946,A,2020,1,0,14,1,2,10
100947,A,2020,1,0,12,1,2,
100948,A,2020,0,1,,1,2,17
100949,A,2020,1,0,12,1,2,5
100950,B,2018,1,1,12,1,2,
100951,A,2022,0,0,11,1,,
100952,A,2020,1,1,12,1,1,6
100953,A,2020,0,0,13,1,2,12
100954,A,2022,1,0,11,1,2,
100955,A,2020,0,0,13,1,2,
100956,A,2022,1,0,11,1,,
100957,A,2020,1,0,12,1,2,
100958,A,2020,0,1,12,1,2,17
100959,A,2020,0,1,12,1,2,
100960,A,2020,1,0,11,1,2,19
100961,A,2020,0,1,13,1,2,11
100962,A,2022,1,0,10,1,3,
100963,A,2020,0,1,13,1,2,11
100964,A,2020,1,1,11,1,1,19
100965,B,2018,1,1,12,0,,
100966,A,2020,0,1,13,1,2,5
100967,B,2018,1,1,13,1,2,
100968,A,2020,1,1,14,1,3,8
100969,B,2018,1,0,14,1,,
100970,A,2020,0,0,13,1,,11
100971,A,2020,1,1,14,1,3,8
100972,A,2020,1,0,13,1,2,8
100973,A,2020,0,1,12,1,2,8
100974,A,2020,1,0,13,1,2,5
100975,A,2020,1,1,,1,1,5
100976,B,2018,0,0,12,0,,
100977,A,2020,0,1,12,1,1,4
100978,A,2020,0,1,12,1,,
100979,A,2020,0,1,11,1,2,5
100980,A,2022,0,1,15,1,2,
100981,A,2020,1,0,12,1,3,6
100982,B,2018,0,1,,0,2,
100983,B,2018,0,0,11,0,2,
100984,A,2020,1,1,16,1,1,17
100985,A,2020,1,1,12,1,2,5
100986,A,2022,1,1,14,1,,
100987,A,2020,1,1,13,1,2,19
100988,A,2020,1,0,11,1,2,18
100989,A,2020,0,1,,1,2,19
100990,A,2020,0,1,12,1,2,18
100991,A,2020,0,0,14,1,2,
100992,A,2022,0,0,14,1,2,
100993,A,2022,1,1,12,1,3,
100994,A,2020,0,1,14,1,1,17
100995,A,2022,1,1,14,1,,
100996,A,2022,0,1,15,1,,
100997,A,2020,0,1,15,1,,
100998,B,2018,0,0,14,0,2,
100999,A,2020,1,1,11,1,2,19
101000,A,2020,0,1,15,1,2,5
101001,A,2020,1,1,11,1,2,17
101002,A,2022,0,1,13,1,2,
101003,A,2022,0,1,14,1,2,
101004,A,2020,0,1,11,1,3,11
101005,A,2020,0,0,11,1,3,11
101006,A,2020,0,0,15,1,2,
101007,A,2022,1,0,11,1,2,
101008,B,2018,0,1,12,1,2,
101009,A,2020,0,0,14,1,2,
101010,B,2018,1,1,11,0,2,
101011,A,2022,1,1,11,1,2,
101012,A,2020,1,0,12,1,2,19
101013,A,2020,0,0,12,1,2,
101014,A,2020,1,1,15,1,2,15
101015,A,2020,0,1,12,1,2,19
101016,A,2020,0,0,14,1,,
101017,A,2020,0,0,12,1,2,19
101018,A,2020,0,1,15,1,,11
101019,A,2020,1,0,15,1,1,19
101020,A,2020,0,0,,1,1,6
101021,A,2020,0,1,12,1,2,
101022,A,2022,0,0,13,1,,
101023,A,2020,1,0,12,1,2,
101024,A,2020,0,1,13,1,2,
101025,A,2020,0,1,12,1,2,
101026,A,2022,1,0,14,1,2,
101027,A,2020,1,0,11,1,,
101028,A,2020,0,1,13,1,3,8
101029,A,2020,1,0,12,1,2,17
101030,B,2018,1,0,13,1,,
101031,A,2022,0,0,14,1,2,
101032,A,2020,0,0,12,1,2,6
101033,A,2020,1,1,11,1,2,6
101034,A,2020,0,0,12,1,2,11
101035,A,2020,0,1,,1,,17
101036,A,2020,1,0,12,1,2,17
101037,A,2020,1,1,12,1,2,
101038,A,2020,0,0,10,1,2,17
101039,A,2020,0,1,13,1,3,16
101040,A,2020,1,1,11,1,3,10
101041,A,2020,1,0,12,1,,7
101042,A,2020,1,1,13,1,,
101043,A,2020,1,1,14,1,2,17
101044,A,2020,0,1,12,1,2,4
101045,A,2020,1,1,11,1,2,4
101046,B,2018,1,1,12,0,,
101047,A,2020,0,1,12,1,2,
101048,A,2022,1,0,11,1,2,
101049,A,2020,0,0,15,1,,7
101050,A,2020,0,0,12,1,2,11
101051,A,2020,1,1,11,1,,11
101052,A,2022,0,1,12,1,1,
101053,A,2020,0,0,14,1,,
101054,A,2020,1,0,12,1,2,
101055,A,2020,0,1,15,1,2,5
101056,A,2020,1,1,14,1,2,11
101057,A,2020,1,0,15,1,2,8
101058,A,2020,0,1,14,1,2,19
101059,A,2020,1,1,11,1,2,5
101060,A,2020,1,1,14,1,2,5
101061,A,2022,1,0,11,1,2,
101062,A,2020,0,1,13,1,2,
101063,A,2020,1,1,11,1,1,5
101064,A,2020,1,1,13,1,2,19
101065,A,2022,1,1,11,1,2,
101066,A,2020,0,0,11,1,2,
101067,A,2020,1,1,12,1,2,
101068,A,2020,0,1,12,1,,5
101069,A,2020,0,1,11,1,3,10
101070,A,2020,0,1,14,1,2,6
101071,A,2020,1,0,11,1,2,18
101072,A,2020,1,1,12,1,,19
101073,A,2020,1,1,,1,,7
101074,A,2022,1,0,12,1,2,
101075,A,2020,0,1,11,1,2,11
101076,A,2020,0,1,10,1,3,4
101077,A,2020,0,1,15,1,,
101078,A,2020,0,0,,1,,12
101079,A,2020,0,0,11,1,3,
101080,B,2018,0,0,10,0,1,
101081,A,2020,0,0,12,1,2,18
101082,A,2020,0,1,14,1,2,10
101083,A,2020,0,0,12,1,2,
101084,A,2020,0,1,13,1,,7
101085,A,2020,0,1,12,1,2,19
101086,A,2020,0,1,11,1,3,12
101087,A,2020,0,0,,1,2,6
101088,A,2020,1,1,14,1,,19
101089,B,2018,1,1,13,0,1,
101090,A,2020,1,0,13,1,2,19
101091,A,2020,0,0,12,1,2,
101092,A,2020,1,1,,1,3,18
101093,A,2020,1,0,13,1,2,19
101094,A,2020,1,0,12,1,2,11
101095,A,2022,1,0,12,1,1,
101096,A,2022,0,0,14,1,2,
101097,A,2020,1,0,13,1,2,17
101098,A,2022,1,0,12,1,2,
101099,A,2022,0,1,11,1,2,
101100,A,2020,0,1,14,1,2,17
101101,A,2020,1,0,12,1,2,
101102,A,2020,1,0,11,1,1,19
101103,A,2020,0,0,13,1,2,
101104,A,2022,0,0,12,1,2,
101105,A,2020,0,0,11,1,2,14
101106,A,2020,0,1,11,1,2,10
101107,A,2020,0,0,11,1,2,5
101108,A,2020,0,0,12,1,2,19
101109,A,2020,1,1,16,1,3,10
101110,A,2020,1,1,14,1,2,
101111,A,2022,0,1,11,1,2,
101112,A,2020,1,0,11,1,1,19
101113,A,2020,1,0,13,1,,8
101114,A,2020,0,1,12,1,,
101115,A,2020,0,0,13,1,,5
101116,A,2020,1,1,11,1,3,10
101117,A,2020,0,1,11,1,2,
101118,B,2018,1,1,11,0,2,
101119,A,2020,0,0,15,1,2,
101120,A,2020,0,1,12,1,3,12
101121,B,2018,0,0,12,0,2,
101122,A,2020,1,1,13,1,2,11
101123,A,2020,0,0,12,1,,
101124,A,2020,0,1,,1,1,19
101125,A,2020,0,0,13,1,,19
101126,A,2020,1,1,13,1,2,19
101127,A,2020,0,0,14,1,2,
101128,A,2020,1,0,12,1,3,12
101129,A,2020,1,0,12,1,2,7
101130,A,2020,0,1,11,1,2,11
101131,A,2020,0,0,14,1,2,
101132,A,2020,1,0,14,1,1,5
101133,A,2020,0,0,12,1,2,
101134,B,2018,0,0,10,0,2,
101135,B,2018,1,0,11,0,3,
101136,A,2022,0,1,12,1,2,
101137,A,2020,1,0,12,1,2,
101138,A,2020,1,0,13,1,,
101139,B,2018,0,0,16,0,2,
101140,B,2018,0,1,14,0,2,
101141,A,2022,1,0,12,1,,
101142,A,2022,1,0,11,1,,
101143,A,2020,1,1,12,1,2,4
101144,B,2018,0,1,14,1,1,
101145,B,2018,1,1,15,0,1,
101146,A,2022,1,1,14,1,2,
101147,A,2022,0,0,16,1,2,
101148,A,2020,1,0,16,1,3,19
101149,A,2020,0,1,12,1,2,5
101150,A,2020,0,1,14,1,2,19
101151,A,2020,0,0,15,1,,9
101152,B,2018,1,1,12,0,,
101153,A,2020,1,1,12,1,2,18
101154,A,2020,1,0,14,1,2,17
101155,A,2020,0,0,13,1,2,19
101156,A,2020,1,0,13,1,2,
101157,B,2018,1,0,12,1,,
101158,A,2020,1,0,14,1,1,5
101159,A,2022,0,1,15,1,2,
101160,A,2020,1,1,13,1,2,
101161,A,2020,1,1,11,1,2,7
101162,A,2020,0,0,12,1,3,10
101163,A,2020,0,0,12,1,2,4
101164,A,2020,0,1,15,1,2,10
101165,A,2020,0,1,12,1,2,18
101166,A,2020,1,1,,1,,
101167,A,2020,0,1,10,1,,5
101168,A,2020,0,1,12,1,2,19
101169,A,2020,0,0,15,1,2,4
101170,A,2022,1,1,14,1,2,
101171,A,2020,1,0,12,1,2,17
101172,A,2020,0,1,14,1,1,19
101173,B,2018,1,0,9,1,1,
101174,A,2020,1,0,13,1,2,
101175,A,2022,1,0,13,1,1,
101176,A,2020,0,0,12,1,2,18
101177,A,2020,0,0,15,1,,
101178,A,2020,0,0,12,1,2,
101179,A,2020,0,1,12,1,2,19
101180,A,2020,1,1,13,1,1,11
101181,A,2020,0,1,10,1,2,6
101182,A,2020,1,1,11,1,3,
101183,B,2018,0,0,15,1,,
101184,A,2020,1,0,15,1,,5
101185,A,2020,1,0,11,1,2,18
101186,A,2020,1,0,11,1,3,10
101187,A,2020,0,1,13,1,2,17
101188,A,2020,0,0,14,1,2,
101189,A,2022,0,1,12,1,2,
101190,A,2020,0,1,11,1,1,
101191,B,2018,0,0,15,1,2,
101192,A,2020,0,1,16,1,2,17
101193,A,2020,0,0,12,1,2,
101194,B,2018,1,1,15,1,,
101195,A,2020,0,0,11,1,,11
101196,A,2022,0,1,14,1,,
101197,A,2020,0,0,11,1,2,19
101198,A,2022,0,1,11,1,3,
101199,A,2020,1,0,13,1,2,19
101200,A,2020,1,1,13,1,2,
101201,A,2020,0,1,12,1,,11
101202,A,2020,0,1,16,1,2,19
101203,A,2020,0,1,12,1,2,19
101204,A,2020,1,0,13,1,1,19
101205,A,2020,1,0,11,1,2,
101206,A,2020,0,1,14,1,2,5
101207,A,2020,1,0,13,1,3,18
101208,A,2020,0,0,14,1,1,11
101209,A,2020,0,1,11,1,2,
101210,A,2020,0,0,12,1,,6
101211,B,2018,0,0,14,0,2,
101212,A,2020,1,0,14,1,1,19
101213,A,2020,1,0,,1,4,
101214,B,2018,1,1,14,1,2,
101215,A,2020,1,0,13,1,2,19
101216,A,2020,1,0,11,1,3,4
101217,A,2020,0,0,12,1,3,8
101218,A,2020,0,0,13,1,2,6
101219,A,2020,1,0,12,1,,18
101220,A,2020,1,1,13,1,1,19
101221,A,2020,0,0,12,1,3,12
101222,A,2020,1,0,12,1,2,15
101223,A,2022,0,1,13,1,1,
101224,A,2022,0,0,11,1,2,
101225,A,2022,0,0,11,1,,
101226,A,2020,1,1,13,1,2,7
101227,A,2020,1,0,12,1,2,19
101228,A,2020,0,0,12,1,,19
101229,A,2020,1,1,13,1,2,19
101230,A,2020,1,0,14,1,1,10
101231,A,2020,0,0,11,1,2,6
101232,A,2020,0,0,11,1,2,19
101233,A,2020,1,0,11,1,2,
101234,A,2020,1,0,14,1,2,4
101235,A,2022,0,0,13,1,2,
101236,A,2020,1,1,11,1,2,19
101237,A,2020,0,1,,1,,
101238,A,2020,0,0,12,1,1,17
101239,A,2020,0,1,15,1,2,19
101240,A,2020,0,1,13,1,2,19
101241,A,2020,0,0,12,1,2,19
101242,A,2020,0,0,13,1,2,5
101243,A,2020,1,1,12,1,1,
101244,A,2020,1,1,13,1,2,6
101245,A,2020,1,0,14,1,1,19
101246,A,2020,1,0,13,1,3,16
101247,A,2022,0,1,12,1,2,
101248,A,2020,1,1,12,1,2,
101249,A,2020,0,1,12,1,2,4
101250,A,2022,0,0,12,1,1,
101251,A,2020,1,0,12,1,2,5
101252,A,2022,0,0,15,1,2,
101253,B,2018,0,0,11,0,,
101254,B,2018,0,0,12,0,2,
101255,B,2018,0,0,12,0,1,
101256,A,2020,0,1,12,1,3,6
101257,A,2020,1,0,12,1,4,19
101258,A,2020,0,1,11,1,1,6
101259,A,2020,1,0,14,1,,
101260,A,2022,1,1,13,1,2,
101261,B,2018,1,1,13,1,,
101262,A,2020,0,1,13,1,,10
101263,A,2022,1,1,11,1,2,
101264,A,2022,1,1,12,1,2,
101265,A,2020,0,0,14,1,,17
101266,A,2020,1,1,13,1,2,8
101267,A,2020,0,1,11,1,,5
101268,A,2020,1,1,14,1,2,6
101269,A,2020,1,0,13,1,,19
101270,B,2018,0,0,10,1,2,
101271,A,2020,1,0,12,1,2,15
101272,A,2020,0,0,12,1,1,
101273,A,2020,1,1,14,1,2,19
101274,A,2020,1,0,11,1,2,
101275,A,2020,1,0,11,1,2,11
101276,A,2020,0,1,12,1,1,
101277,A,2020,0,0,12,1,2,19
101278,A,2020,0,0,12,1,3,8
101279,A,2022,0,0,12,1,2,
101280,A,2022,0,1,16,1,3,
101281,B,2018,1,0,12,0,2,
101282,A,2022,0,1,11,1,2,
101283,A,2020,0,0,12,1,2,7
101284,A,2022,1,1,12,1,2,
101285,A,2020,0,1,12,1,5,
101286,B,2018,1,0,13,0,2,
101287,A,2020,0,0,14,1,2,
101288,A,2020,1,0,12,1,3,6
101289,A,2020,0,0,12,1,2,
101290,A,2020,1,0,13,1,3,5
101291,A,2020,1,1,12,1,3,8
101292,A,2022,1,0,11,1,,
101293,B,2018,1,1,10,0,,
101294,A,2020,1,0,12,1,2,18
101295,A,2022,0,0,14,1,1,
101296,A,2020,0,0,,1,1,19
101297,A,2020,0,1,15,1,2,19
101298,A,2020,1,1,13,1,3,11
101299,A,2020,0,1,11,1,2,
101300,A,2020,0,1,14,1,2,19
101301,A,2020,0,0,14,1,2,19
101302,A,2020,0,0,14,1,2,7
101303,A,2020,1,0,14,1,3,19
101304,A,2022,1,1,11,1,2,
101305,A,2022,0,0,11,1,2,
101306,A,2020,0,1,13,1,3,
101307,A,2020,0,0,12,1,2,19
101308,A,2022,0,1,13,1,2,
101309,A,2022,1,0,13,1,,
101310,A,2022,0,0,12,1,2,
101311,A,2020,0,1,13,1,2,6
101312,B,2018,0,1,11,0,3,
101313,A,2022,0,1,12,1,3,
101314,A,2020,1,1,11,1,1,19
101315,A,2020,1,1,13,1,2,6
101316,A,2022,0,1,12,1,2,
101317,A,2020,0,0,,1,1,
101318,A,2020,1,0,12,1,1,19
101319,A,2020,1,0,13,1,2,19
101320,A,2020,0,1,11,1,3,16
101321,A,2020,0,0,14,1,1,19
101322,A,2020,0,0,11,1,1,19
101323,A,2020,0,1,14,1,,5
101324,A,2020,1,0,12,1,2,5
101325,B,2018,1,1,12,1,2,
101326,B,2018,1,1,15,0,2,
101327,A,2020,0,0,,1,2,5
101328,B,2018,1,1,10,1,2,
101329,A,2020,0,1,14,1,,19
101330,A,2020,0,1,15,1,,
101331,A,2020,0,1,11,1,2,17
101332,A,2022,0,0,10,1,,
101333,A,2022,1,1,12,1,2,
101334,A,2020,0,0,12,1,,7
101335,B,2018,1,1,14,0,2,
101336,A,2020,0,1,13,1,1,19
101337,A,2020,0,0,12,1,2,19
101338,A,2022,1,1,11,1,3,
101339,A,2020,1,1,11,1,2,7
101340,A,2020,0,1,12,1,2,
101341,A,2020,0,1,12,1,2,19
101342,A,2020,1,0,12,1,3,14
101343,B,2018,0,0,12,1,,
101344,A,2020,0,0,11,1,2,4
101345,A,2020,0,0,13,1,2,18
101346,A,2020,1,1,,1,,19
101347,A,2020,0,1,15,1,2,5
101348,A,2020,1,0,13,1,2,15
101349,A,2020,1,1,16,1,1,5
101350,B,2018,0,0,12,1,,
101351,A,2022,0,0,12,1,3,
101352,A,2020,0,0,13,1,,17
101353,A,2020,0,1,12,1,1,
101354,A,2020,1,0,,1,2,19
101355,A,2022,0,1,16,1,2,
101356,A,2020,0,1,14,1,2,19
101357,A,2022,0,0,,1,1,
101358,A,2020,0,1,11,1,2,6
101359,A,2020,0,0,11,1,3,7
101360,A,2022,1,1,12,1,,
101361,B,2018,1,0,10,1,2,
101362,A,2020,1,1,12,1,2,
101363,A,2020,0,0,13,1,1,
101364,A,2020,0,1,13,1,,
101365,A,2020,0,1,12,1,2,15
101366,A,2022,0,0,11,1,2,
101367,A,2020,1,1,14,1,2,15
101368,A,2020,1,0,11,1,2,7
101369,A,2020,1,1,14,1,3,10
101370,A,2022,1,1,13,1,1,
101371,B,2018,0,0,13,0,2,
101372,A,2022,1,1,11,1,1,
101373,A,2020,1,1,14,1,,19
101374,A,2020,0,0,14,1,1,19
101375,A,2020,1,1,13,1,3,10
101376,A,2022,0,0,12,1,,
101377,A,2022,0,0,12,1,2,
101378,A,2020,0,1,13,1,,5
101379,B,2018,1,1,10,1,3,
101380,A,2020,0,0,11,1,,
101381,A,2020,0,0,12,1,2,11
101382,A,2020,0,1,15,1,2,19
101383,A,2022,1,0,12,1,2,
101384,A,2020,0,0,13,1,,4
101385,A,2020,0,0,13,1,,
101386,A,2020,0,1,13,1,2,
101387,B,2018,0,0,13,0,2,
101388,A,2020,0,0,14,1,2,5
101389,A,2020,1,0,15,1,2,6
101390,A,2020,1,1,14,1,3,5
101391,A,2020,0,1,13,1,,4
101392,A,2020,0,1,13,1,2,
101393,B,2018,0,1,,0,2,
101394,A,2020,1,1,12,1,,10
101395,A,2020,1,1,12,1,2,10
101396,A,2020,1,0,12,1,2,
101397,B,2018,1,0,14,1,2,
101398,A,2020,0,1,12,1,3,18
101399,A,2020,0,1,12,1,2,5
101400,A,2020,1,0,12,1,2,
101401,A,2020,0,0,13,1,1,19
101402,B,2018,1,1,11,1,3,
101403,A,2020,0,0,12,1,,11
101404,A,2020,1,0,13,1,2,11
101405,A,2020,1,0,13,1,,12
101406,A,2020,1,0,,1,2,7
101407,A,2020,0,1,14,1,2,19
101408,A,2020,1,1,11,1,2,
101409,A,2020,1,1,15,1,3,17
101410,A,2022,1,1,13,1,,
101411,A,2022,0,1,12,1,3,
101412,A,2020,1,0,,1,,19
101413,B,2018,0,0,12,0,3,
101414,A,2020,1,0,12,1,2,12
101415,A,2020,0,0,16,1,2,17
101416,A,2020,0,0,14,1,2,17
101417,A,2020,1,0,12,1,2,5
101418,A,2020,1,1,13,1,1,5
101419,A,2020,1,1,12,1,2,19
101420,A,2022,1,1,13,1,2,
101421,A,2022,1,1,14,1,3,
101422,A,2020,0,0,11,1,1,11
101423,A,2020,0,1,13,1,2,11
101424,A,2020,0,1,12,1,2,5
101425,A,2022,1,1,14,1,3,
101426,B,2018,1,1,13,0,2,
101427,A,2020,1,0,15,1,2,5
101428,A,2022,0,0,11,1,2,
101429,A,2022,0,1,14,1,2,
101430,A,2020,1,0,14,1,,5
101431,A,2020,1,1,12,1,3,17
101432,A,2020,0,0,12,1,3,8
101433,A,2022,0,0,14,1,3,
