applicant_id,age_at_survey,survey_month,survey_form,household_visit,mother_educ,father_educ,mother_age,father_age,father_income_high,receiving_aid_now,started_g6_private,started_g7_private,in_private_now,in_school_now,highest_grade,finished_g6,finished_g7,finished_g8,repeats_g6,ever_repeated,total_repeats,years_in_school,married_or_cohab,has_child,working,hours_worked
100414,16,7,1,0,8.0,5.0,31.0,40.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101241,14,3,0,0,3.0,3.0,42.0,50.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101044,14,8,1,0,3.0,5.0,40.0,52.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100857,15,4,0,0,6.0,1.0,39.0,50.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101312,16,6,1,0,11.0,8.0,36.0,36.0,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
100484,13,8,1,0,11.0,3.0,47.0,46.0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100734,16,7,1,0,5.0,,37.0,,,1,1,1,,1,6,0,0,0,0,0,0,2,0,0,0,0.0
100961,16,9,1,0,2.0,,37.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0
101548,16,8,1,0,1.0,5.0,43.0,44.0,0,0,1,1,1,1,7,1,1,0,0,1,1,4,0,0,0,0.0
101307,15,3,0,0,,6.0,46.0,37.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100287,16,7,1,0,2.0,5.0,36.0,35.0,0,0,1,1,1,1,9,1,1,1,0,1,1,6,0,0,1,40.0
101563,15,5,0,0,5.0,5.0,42.0,40.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101278,15,7,1,0,2.0,0.0,48.0,40.0,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101198,11,7,1,0,11.0,,32.0,34.0,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100501,15,6,0,0,5.0,,33.0,,,1,1,1,1,1,6,1,0,0,1,1,1,3,0,0,0,0.0
100015,17,7,1,0,5.0,6.0,40.0,42.0,,0,0,0,0,1,8,1,1,1,0,0,0,4,0,1,0,0.0
100875,18,4,1,0,3.0,3.0,40.0,62.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,1,1,0,0.0
101190,13,3,0,0,9.0,6.0,36.0,36.0,0,1,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0
100013,14,3,0,0,11.0,11.0,39.0,49.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100108,16,4,0,0,5.0,11.0,42.0,44.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100378,15,4,0,0,7.0,5.0,40.0,55.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100517,14,4,0,0,5.0,,53.0,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101070,17,4,0,0,,,47.0,58.0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0
101407,16,4,0,0,5.0,4.0,54.0,57.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100034,13,1,0,1,5.0,5.0,42.0,45.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100888,16,8,0,0,1.0,3.0,41.0,50.0,0,0,1,1,1,1,8,1,1,1,1,1,1,5,0,0,1,25.0
101173,14,6,1,1,11.0,11.0,34.0,37.0,0,1,1,1,1,1,10,0,0,0,0,0,0,6,0,0,0,0.0
101017,15,1,1,0,8.0,5.0,39.0,40.0,0,0,0,0,0,1,7,1,1,0,0,0,0,4,0,0,0,0.0
100098,14,3,0,0,11.0,6.0,40.0,53.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100558,16,3,0,0,0.0,1.0,47.0,50.0,0,0,,,0,0,5,0,0,0,,0,0,0,1,1,0,0.0
100848,14,6,0,0,7.0,7.0,40.0,44.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100432,14,8,1,0,8.0,11.0,29.0,43.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100465,13,8,1,0,6.0,11.0,31.0,33.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101296,14,1,1,0,2.0,,31.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0
101325,17,7,1,1,6.0,11.0,48.0,51.0,0,0,1,0,0,0,7,1,1,0,0,0,0,3,0,0,1,10.0
101050,15,5,0,0,8.0,,36.0,40.0,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101141,14,7,1,0,5.0,,35.0,,,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101152,17,6,1,1,11.0,6.0,41.0,40.0,0,0,1,0,0,1,8,1,1,1,1,1,1,6,0,0,0,0.0
100241,14,4,0,0,11.0,11.0,37.0,42.0,0,0,0,0,0,1,7,1,1,0,0,1,1,4,0,0,0,0.0
100096,15,3,0,0,5.0,8.0,38.0,38.0,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100656,15,1,1,0,3.0,5.0,45.0,39.0,0,0,1,0,0,0,6,1,0,0,1,1,1,3,0,0,0,0.0
100820,14,3,0,0,4.0,5.0,42.0,46.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101120,15,3,0,0,7.0,6.0,37.0,38.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100186,13,3,0,0,10.0,11.0,39.0,41.0,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100769,17,4,0,0,5.0,9.0,34.0,34.0,0,0,1,1,0,0,11,0,0,0,0,0,0,3,0,0,1,40.0
100249,15,4,0,0,10.0,5.0,34.0,38.0,1,1,1,1,1,1,8,1,1,1,1,1,1,5,0,0,0,0.0
100928,15,3,0,0,,,40.0,,,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100024,14,3,0,1,11.0,11.0,34.0,38.0,1,0,1,1,1,1,6,1,0,0,2,1,2,4,0,0,0,0.0
100110,16,8,1,0,11.0,11.0,36.0,45.0,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100450,13,3,0,0,8.0,8.0,35.0,38.0,0,0,1,1,1,1,7,1,1,0,0,1,1,4,0,0,0,0.0
100286,13,7,1,0,2.0,3.0,32.0,43.0,0,0,1,0,1,1,5,0,0,0,0,0,0,1,0,0,1,0.0
100874,14,4,0,0,5.0,5.0,37.0,38.0,0,0,1,1,0,1,9,1,1,1,0,0,0,4,0,0,0,0.0
100789,19,7,1,1,5.0,3.0,43.0,41.0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,0,0,1,40.0
100783,12,7,1,0,5.0,5.0,40.0,48.0,1,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101338,12,7,1,0,11.0,5.0,40.0,46.0,0,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101505,12,7,1,0,5.0,,39.0,,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100840,15,3,0,1,8.0,5.0,15.0,37.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100363,19,7,1,1,5.0,,43.0,,,0,0,0,0,0,9,1,1,1,0,0,0,4,0,0,1,40.0
100728,15,4,0,0,,,60.0,70.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100705,15,3,0,1,4.0,3.0,45.0,52.0,0,0,1,1,1,1,7,1,1,0,0,1,1,4,0,0,0,0.0
100046,15,4,1,0,11.0,5.0,34.0,40.0,0,0,1,1,0,1,9,1,1,1,0,0,0,4,0,0,0,0.0
100672,16,3,0,0,5.0,5.0,38.0,53.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100340,15,7,1,0,5.0,,42.0,,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,1,12.0
100193,14,3,0,0,3.0,3.0,50.0,43.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101200,15,3,0,0,8.0,9.0,35.0,45.0,0,0,1,1,0,0,7,1,1,0,1,1,1,3,0,0,0,0.0
100370,16,6,0,0,6.0,6.0,35.0,,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100454,14,7,1,0,5.0,5.0,45.0,43.0,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,0,0.0
100026,15,7,1,1,5.0,7.0,35.0,37.0,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
100729,14,7,1,0,10.0,11.0,32.0,38.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101067,14,3,0,0,6.0,,39.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101327,15,4,0,0,5.0,,47.0,54.0,,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0.0
101015,14,3,0,0,5.0,5.0,46.0,45.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,0.0
100957,14,3,0,0,8.0,4.0,42.0,45.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,3.0
101233,14,3,0,0,9.0,5.0,32.0,39.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101167,12,3,0,0,5.0,,37.0,,,1,1,1,1,1,7,1,1,0,0,0,0,4,0,0,0,0.0
100902,14,3,0,0,8.0,9.0,40.0,38.0,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101375,15,4,0,0,11.0,9.0,34.0,35.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100798,14,4,0,0,3.0,,44.0,43.0,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100285,12,7,1,0,5.0,5.0,36.0,36.0,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100430,14,3,0,0,11.0,11.0,43.0,41.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101457,16,3,0,0,6.0,6.0,42.0,49.0,0,0,1,1,0,0,7,1,1,0,0,0,0,3,1,1,0,0.0
101273,17,3,0,0,4.0,4.0,54.0,56.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,0.0
100346,13,3,0,0,6.0,3.0,38.0,38.0,0,0,1,0,0,0,6,1,0,0,1,1,1,2,0,0,0,0.0
101526,15,5,0,0,3.0,0.0,33.0,39.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100252,15,3,0,0,1.0,,45.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100699,14,3,0,0,,,37.0,,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101520,12,7,1,0,5.0,,36.0,35.0,1,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100806,14,3,0,0,5.0,5.0,,46.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100164,14,7,1,0,8.0,8.0,50.0,42.0,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
101279,13,4,1,0,6.0,3.0,42.0,50.0,0,0,1,1,0,1,6,1,0,0,0,1,1,2,0,0,0,0.0
100611,13,7,1,0,5.0,,38.0,,,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100207,16,8,1,0,9.0,3.0,36.0,40.0,0,0,1,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100518,15,7,1,1,8.0,11.0,47.0,50.0,0,0,0,0,0,0,7,1,1,0,0,0,0,3,0,0,1,0.0
100262,14,3,0,0,5.0,5.0,41.0,38.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100866,15,12,1,0,7.0,7.0,42.0,42.0,,0,0,0,0,0,6,1,0,0,1,1,1,2,0,0,0,0.0
100369,17,4,1,0,5.0,,51.0,,,0,1,1,1,1,10,1,1,1,0,0,0,5,0,1,0,0.0
100756,13,3,0,0,10.0,,38.0,,,0,1,1,1,1,7,1,1,0,1,1,1,4,0,0,0,0.0
100020,13,8,1,0,5.0,6.0,42.0,43.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100587,14,4,1,0,5.0,5.0,48.0,40.0,0,0,1,1,1,1,6,1,0,0,0,1,1,3,0,0,0,0.0
100097,17,2,0,1,5.0,,38.0,,,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101320,13,4,0,0,5.0,6.0,32.0,42.0,0,0,0,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100737,16,7,1,0,11.0,,44.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101528,20,7,1,1,5.0,5.0,38.0,59.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,1,1,0.0
101444,14,4,0,0,7.0,5.0,41.0,42.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100800,14,4,0,0,4.0,,39.0,,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101118,15,6,1,1,8.0,10.0,37.0,45.0,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,1,10.0
100788,13,5,0,0,8.0,11.0,37.0,38.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101326,20,6,1,1,6.0,,41.0,,,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0.0
100275,15,3,0,0,5.0,5.0,34.0,44.0,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100684,16,6,1,0,5.0,5.0,42.0,52.0,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
100867,13,8,1,0,5.0,5.0,34.0,34.0,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,0,0.0
101158,17,5,0,0,5.0,3.0,38.0,40.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100946,17,5,1,0,5.0,1.0,46.0,52.0,0,0,1,1,0,0,7,1,1,0,0,0,0,3,0,1,0,0.0
101535,13,7,1,0,5.0,5.0,38.0,42.0,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100975,16,3,0,0,,2.0,37.0,40.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100463,14,3,0,0,9.0,7.0,31.0,39.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100128,15,7,1,0,0.0,3.0,38.0,37.0,0,0,1,0,0,1,5,0,0,0,1,1,1,2,0,0,1,25.0
100383,15,3,0,0,7.0,4.0,44.0,49.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100845,14,3,0,0,6.0,,40.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101566,17,3,0,0,5.0,3.0,33.0,39.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,40.0
100313,15,3,0,0,9.0,,42.0,45.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0
101538,14,4,0,0,2.0,2.0,51.0,46.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101503,14,8,1,0,11.0,9.0,44.0,39.0,0,0,0,1,0,0,6,1,0,0,1,1,1,3,0,0,0,0.0
100681,15,4,0,0,8.0,5.0,40.0,38.0,0,0,0,0,0,1,7,1,1,0,0,0,0,3,0,0,0,0.0
101363,15,5,0,0,5.0,4.0,33.0,54.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100151,14,3,0,0,11.0,5.0,37.0,47.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101139,20,7,1,1,0.0,7.0,40.0,41.0,0,0,,,1,1,5,0,0,0,,0,0,1,0,0,0,0.0
101062,16,4,0,0,0.0,,49.0,,,0,0,0,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100396,12,7,1,0,3.0,2.0,54.0,52.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101552,13,5,0,0,,,42.0,41.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101140,18,7,1,1,4.0,5.0,44.0,39.0,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
101337,15,7,1,0,3.0,3.0,42.0,48.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,0,0.0
101514,14,3,0,0,7.0,11.0,42.0,43.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101599,15,3,0,0,10.0,8.0,35.0,37.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101221,15,1,1,0,6.0,11.0,45.0,50.0,0,0,1,1,0,1,9,1,1,1,0,0,0,4,0,0,0,0.0
100409,19,7,1,1,2.0,2.0,52.0,53.0,0,0,0,0,0,1,8,1,1,1,0,0,0,6,0,0,0,0.0
101121,16,7,1,1,5.0,,43.0,,,0,1,1,1,1,8,1,1,1,0,0,0,5,0,0,0,0.0
100879,16,1,0,1,5.0,5.0,38.0,39.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,1,16.0
100359,17,7,1,0,1.0,,42.0,,,0,0,0,0,1,8,1,1,1,2,1,2,6,0,0,0,0.0
100747,17,4,0,0,5.0,,48.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100530,15,6,0,0,9.0,11.0,30.0,55.0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0
101549,15,12,1,0,0.0,5.0,42.0,43.0,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100704,15,3,0,1,5.0,6.0,45.0,48.0,1,0,1,1,0,0,11,0,0,0,2,1,2,3,0,0,0,0.0
100901,15,4,0,0,5.0,,40.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101223,13,7,1,0,,4.0,,38.0,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101130,13,5,0,0,9.0,5.0,38.0,46.0,0,0,1,0,0,1,6,1,0,0,1,1,1,4,0,0,0,0.0
101565,15,5,1,0,3.0,3.0,30.0,37.0,0,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
100824,15,4,0,0,9.0,11.0,45.0,42.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100868,18,3,0,0,3.0,6.0,43.0,47.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,0,0.0
100055,16,4,0,0,6.0,3.0,38.0,41.0,0,0,1,1,1,1,7,1,1,0,0,0,0,4,0,0,0,0.0
101515,14,3,0,0,6.0,5.0,30.0,42.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100700,15,4,0,0,,,45.0,45.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100392,17,8,1,1,5.0,5.0,48.0,66.0,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,1,40.0
100837,14,10,1,0,5.0,,47.0,,,0,0,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100447,16,7,1,0,9.0,,33.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,1,40.0
101002,14,11,1,0,3.0,,41.0,,,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0
100170,14,7,1,0,11.0,7.0,45.0,47.0,0,0,1,1,1,1,8,1,1,1,1,1,1,5,0,0,0,0.0
100912,12,7,1,0,11.0,11.0,43.0,44.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100809,14,4,1,0,3.0,8.0,39.0,39.0,0,0,1,1,1,1,9,1,1,1,0,0,0,4,0,0,0,0.0
101023,14,3,0,0,6.0,5.0,46.0,46.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,0,0.0
101447,15,3,0,0,5.0,5.0,31.0,36.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101376,13,7,1,0,,5.0,,38.0,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100325,15,4,1,0,7.0,,,53.0,1,1,1,1,1,1,9,1,1,1,0,0,0,4,0,0,0,0.0
100326,17,3,0,0,2.0,5.0,51.0,52.0,0,0,1,1,1,1,7,1,1,0,0,1,1,4,0,0,0,0.0
100376,14,3,0,0,5.0,3.0,55.0,65.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100264,15,4,0,0,6.0,6.0,37.0,37.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100765,11,7,1,0,11.0,5.0,30.0,34.0,0,0,1,0,0,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100297,12,4,0,0,5.0,10.0,27.0,33.0,,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100668,17,3,0,0,2.0,,37.0,,,0,1,1,1,1,6,1,0,0,0,0,0,3,0,0,1,40.0
100054,18,3,0,0,,5.0,,54.0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,40.0
100593,16,7,1,0,7.0,3.0,40.0,49.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101211,19,7,1,1,,,,,,0,0,0,0,1,9,1,1,1,0,0,0,5,0,0,0,0.0
100597,13,3,0,0,11.0,7.0,33.0,38.0,1,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100407,13,7,1,0,5.0,5.0,40.0,40.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100431,16,7,1,0,9.0,11.0,35.0,36.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101585,14,3,0,0,5.0,5.0,46.0,47.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100860,18,6,1,1,,,38.0,,,0,0,0,0,0,7,1,1,0,0,0,0,3,1,1,0,0.0
100489,14,4,0,0,11.0,8.0,35.0,34.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101617,15,3,1,0,5.0,5.0,50.0,53.0,,1,1,1,1,1,9,1,1,1,0,0,0,4,0,0,0,0.0
101357,13,7,1,0,,6.0,,40.0,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100213,14,3,0,1,5.0,9.0,37.0,38.0,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101551,16,7,1,1,5.0,,43.0,40.0,0,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
101237,,3,0,0,,,,,,,,,,,5,,,,,,,,,,,
101580,12,7,1,0,8.0,11.0,35.0,38.0,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
101494,15,3,0,0,4.0,5.0,40.0,48.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101160,15,3,0,0,,,,,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101249,15,4,0,0,,,,,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.0
100199,14,7,1,0,5.0,5.0,38.0,49.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100855,16,3,0,0,5.0,3.0,35.0,37.0,0,0,1,1,1,1,6,1,0,0,0,1,1,4,0,0,0,0.0
101113,15,3,0,0,5.0,,37.0,,,0,0,0,0,1,8,1,1,1,0,0,0,4,0,0,1,21.0
101074,13,7,1,0,8.0,6.0,38.0,48.0,0,1,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100663,15,8,1,0,5.0,7.0,44.0,43.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101077,18,6,0,0,5.0,11.0,38.0,34.0,0,0,1,1,1,1,8,1,1,1,2,1,2,6,0,0,0,0.0
100216,14,7,1,0,11.0,11.0,39.0,53.0,1,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100978,14,5,0,0,8.0,5.0,35.0,48.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100253,15,7,1,0,7.0,7.0,37.0,40.0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0.0
100152,14,8,1,0,9.0,10.0,42.0,43.0,0,1,1,1,1,1,6,1,0,0,1,1,1,3,0,0,0,0.0
100194,15,3,0,0,2.0,3.0,50.0,49.0,0,0,1,1,1,1,6,1,0,0,1,1,1,3,0,0,0,0.0
100471,15,7,1,0,8.0,,43.0,,,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100595,17,4,0,0,11.0,6.0,39.0,37.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100997,17,3,0,0,2.0,3.0,36.0,40.0,0,0,1,0,0,1,7,1,1,0,1,1,1,4,0,0,1,9.0
100068,17,2,0,0,5.0,,40.0,,,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101547,16,4,1,0,2.0,5.0,52.0,48.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100130,13,7,1,0,3.0,7.0,44.0,48.0,0,0,1,1,1,1,6,1,0,0,0,0,0,2,0,0,0,0.0
100415,17,3,0,0,5.0,5.0,34.0,53.0,0,0,1,1,0,1,8,1,1,1,0,0,0,4,1,1,0,0.0
101298,15,4,0,1,5.0,5.0,34.0,40.0,0,0,1,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0.0
100300,15,4,0,0,3.0,11.0,38.0,35.0,0,0,1,0,0,1,6,1,0,0,0,0,0,3,0,0,1,0.0
100498,16,7,1,0,6.0,6.0,33.0,36.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101346,15,3,0,0,5.0,6.0,32.0,45.0,0,0,1,1,0,0,8,1,1,1,0,0,0,3,0,0,0,0.0
100825,17,6,1,1,4.0,,46.0,,,0,0,0,0,0,7,1,1,0,0,0,0,2,0,0,1,40.0
100445,17,7,1,1,2.0,3.0,50.0,46.0,0,0,1,1,0,1,8,1,1,1,0,0,0,6,0,0,1,20.0
101397,19,5,1,1,3.0,5.0,48.0,49.0,0,0,1,1,0,0,9,1,1,1,0,0,0,4,0,0,1,8.0
100240,15,3,0,0,5.0,2.0,40.0,49.0,0,0,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
100649,15,7,1,0,5.0,,42.0,,,1,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
100640,14,8,1,0,5.0,2.0,35.0,45.0,0,0,1,1,1,1,7,1,1,0,0,0,0,3,0,0,0,0.0
101203,15,7,1,0,,6.0,,45.0,0,0,1,1,1,1,6,1,0,0,2,1,2,4,0,0,1,40.0
100187,15,7,1,1,9.0,11.0,45.0,52.0,1,0,1,1,1,1,9,1,1,1,0,0,0,6,0,0,0,0.0
101315,15,3,0,0,7.0,9.0,36.0,40.0,0,1,1,1,1,1,8,1,1,1,0,0,0,4,0,0,0,0.0
101188,16,3,0,0,,,38.0,35.0,0,0,1,1,0,0,6,1,0,0,0,0,0,2,0,0,1,40.0
101124,17,7,1,0,,2.0,,42.0,0,0,1,1,0,0,7,1,1,0,0,0,0,2,0,0,1,40.0
