"cohort","exposure","outcome","baseline_adjusted","n","k","n_control","n_selected","rf","rf_se","fs","fs_se","fs_F","var_rf","var_fs","cov_rf_fs","ar_p","beta","se","lower","upper","p","AR_set","constant_outcome"
"A_2022","started_g7_private","years_in_school",TRUE,274,7,128,146,0.0312720034282057,0.0536677922393642,0.162287566047029,0.0549207381409344,8.73167902132846,0.00288023192384756,0.00301628747794508,0.000650567714630478,0.560589792489731,0.192695005476534,0.322633568187875,-0.44253455614879,0.827924567101859,0.550842274463328,"[-0.67773776, 1.02641591]",FALSE
"A_2022","started_g7_private","married_or_cohab",FALSE,274,2,128,146,0,0,0.159781678082192,0.0535161871951274,8.91422573489077,0,0.00286398229190392,0,,0,,,,,"Not reported: no outcome variation",TRUE
"A_2022","started_g7_private","married_or_cohab",TRUE,274,7,128,146,0,0,0.162287566047029,0.0549207381409344,8.73167902132846,0,0.00301628747794508,0,,0,,,,,"Not reported: no outcome variation",TRUE
"A_2022","started_g7_private","has_child",FALSE,273,2,127,146,0,0,0.162549886743609,0.0537093092970506,9.15955147658667,0,0.00288468990516624,0,,0,,,,,"Not reported: no outcome variation",TRUE
"A_2022","started_g7_private","has_child",TRUE,273,7,127,146,0,0,0.165318933947033,0.0550988460622106,9.00243895607817,0,0.00303588283738718,0,,0,,,,,"Not reported: no outcome variation",TRUE
"A_2022","started_g7_private","working",FALSE,274,2,128,146,-0.0252568493150687,0.0333015981983001,0.159781678082192,0.0535161871951274,8.91422573489077,0.00110899644256103,0.00286398229190392,-0.000349640669252518,0.448851727318376,-0.158070997990624,0.204724201594613,-0.561116415802819,0.244974419821572,0.440715576292228,"[-0.72257787, 0.35106506]",FALSE
"A_2022","started_g7_private","working",TRUE,274,7,128,146,-0.0102601831364348,0.0310117630698311,0.162287566047029,0.0549207381409344,8.73167902132846,0.000961729448699342,0.00301628747794508,-0.000334794842213089,0.741018708618011,-0.0632222380700535,0.188059452285071,-0.433490354018176,0.307045877878069,0.736997531124128,"[-0.52309189, 0.47293528]",FALSE
"A_2022","started_g7_private","hours_worked",FALSE,274,2,128,146,-0.219606164383564,0.845216153840248,0.159781678082192,0.0535161871951274,8.91422573489077,0.714390346712502,0.00286398229190392,-0.00807632289988123,0.795197260451875,-1.37441393168119,5.22728604976189,-11.6654966348489,8.91666877148651,0.792803049972916,"[-13.99607250, 13.47129078]",FALSE
"A_2022","started_g7_private","hours_worked",TRUE,274,7,128,146,-0.0274630368176797,0.778493670367293,0.162287566047029,0.0549207381409344,8.73167902132846,0.606052394801939,0.00301628747794508,-0.00627671009530851,0.971885103765155,-0.169224528327212,4.7889291131779,-9.59809257297937,9.25964351632495,0.971837733080172,"[-11.37929065, 14.09359741]",FALSE
"B_2018","in_private_now","years_in_school",FALSE,162,2,74,88,0.0764742014742015,0.230753448067459,0.185503685503686,0.0779785207835154,5.65920074546663,0.0532471537950213,0.00608064970358514,0.00778787485883371,0.740767826430169,0.412251655629138,1.17931891772502,-1.91678711472445,2.74129042598272,0.727122921142627,"[-6.11364242, 3.08655965]",FALSE
"B_2018","in_private_now","years_in_school",TRUE,162,8,74,88,-0.24894877416341,0.210406406149933,0.127968936514765,0.0779598544013987,2.69443110123318,0.0442708557489306,0.00607773889828728,0.00731628098578784,0.238560890877926,-1.94538441080728,2.41789777055843,-6.72191258257688,2.83114376096231,0.422304294093495,"(-Inf, 0.97476248] U [15.47975619, Inf)",FALSE
