"section","key","field","actual","expected","pass"
"ITT","A_2020/years_in_school","n","1171","1171",TRUE
"ITT","A_2020/years_in_school","n_control","579","579",TRUE
"ITT","A_2020/years_in_school","n_selected","592","592",TRUE
"ITT","A_2020/years_in_school","control_mean","3.60794473229706","3.60794473229706",TRUE
"ITT","A_2020/years_in_school","selected_mean","3.70101351351351","3.70101351351351",TRUE
"ITT","A_2020/years_in_school","estimate","0.093068781216453","0.0930687812164499",TRUE
"ITT","A_2020/years_in_school","se","0.054717908830444","0.0547179088304439",TRUE
"ITT","A_2020/years_in_school","ci_low","-0.0142875024692163","-0.014287502469219",TRUE
"ITT","A_2020/years_in_school","ci_high","0.200425064902122","0.200425064902119",TRUE
"ITT","A_2020/years_in_school","p_value","0.0892308418657351","0.0892308418657447",TRUE
"ITT","A_2020/years_in_school","Holm five","0.267692525597205","0.267692525597234",TRUE
"ITT","A_2020/married_or_cohab","n","1169","1169",TRUE
"ITT","A_2020/married_or_cohab","n_control","578","578",TRUE
"ITT","A_2020/married_or_cohab","n_selected","591","591",TRUE
"ITT","A_2020/married_or_cohab","control_mean","0.0173010380622837","0.0173010380622837",TRUE
"ITT","A_2020/married_or_cohab","selected_mean","0.00846023688663283","0.00846023688663283",TRUE
"ITT","A_2020/married_or_cohab","estimate","-0.00884080117565068","-0.00884080117565091",TRUE
"ITT","A_2020/married_or_cohab","se","0.00660937028665378","0.00660937028665375",TRUE
"ITT","A_2020/married_or_cohab","ci_low","-0.0218083780982999","-0.0218083780983001",TRUE
"ITT","A_2020/married_or_cohab","ci_high","0.00412677574699851","0.00412677574699823",TRUE
"ITT","A_2020/married_or_cohab","p_value","0.181282178387602","0.181282178387588",TRUE
"ITT","A_2020/married_or_cohab","Holm five","0.362564356775203","0.362564356775177",TRUE
"ITT","A_2020/has_child","n","1169","1169",TRUE
"ITT","A_2020/has_child","n_control","578","578",TRUE
"ITT","A_2020/has_child","n_selected","591","591",TRUE
"ITT","A_2020/has_child","control_mean","0.0363321799307958","0.0363321799307958",TRUE
"ITT","A_2020/has_child","selected_mean","0.0236886632825719","0.0236886632825719",TRUE
"ITT","A_2020/has_child","estimate","-0.0126435166482238","-0.0126435166482239",TRUE
"ITT","A_2020/has_child","se","0.00999393871173971","0.0099939387117397",TRUE
"ITT","A_2020/has_child","ci_low","-0.032251612939397","-0.0322516129393971",TRUE
"ITT","A_2020/has_child","ci_high","0.00696457964294939","0.00696457964294924",TRUE
"ITT","A_2020/has_child","p_value","0.206081408886682","0.206081408886677",TRUE
"ITT","A_2020/has_child","Holm five","0.362564356775203","0.362564356775177",TRUE
"ITT","A_2020/working","n","1171","1171",TRUE
"ITT","A_2020/working","n_control","579","579",TRUE
"ITT","A_2020/working","n_selected","592","592",TRUE
"ITT","A_2020/working","control_mean","0.189982728842832","0.189982728842832",TRUE
"ITT","A_2020/working","selected_mean","0.148648648648649","0.148648648648649",TRUE
"ITT","A_2020/working","estimate","-0.0413340801941829","-0.0413340801941838",TRUE
"ITT","A_2020/working","se","0.021917500186536","0.0219175001865361",TRUE
"ITT","A_2020/working","ci_low","-0.08433611404379","-0.084336114043791",TRUE
"ITT","A_2020/working","ci_high","0.00166795365542414","0.00166795365542344",TRUE
"ITT","A_2020/working","p_value","0.0595569970220583","0.0595569970220539",TRUE
"ITT","A_2020/working","Holm five","0.238227988088233","0.238227988088216",TRUE
"ITT","A_2020/hours_worked","n","1171","1171",TRUE
"ITT","A_2020/hours_worked","n_control","579","579",TRUE
"ITT","A_2020/hours_worked","n_selected","592","592",TRUE
"ITT","A_2020/hours_worked","control_mean","4.95164075993092","4.95164075993092",TRUE
"ITT","A_2020/hours_worked","selected_mean","3.48817567567567","3.48817567567567",TRUE
"ITT","A_2020/hours_worked","estimate","-1.46346508425523","-1.46346508425524",TRUE
"ITT","A_2020/hours_worked","se","0.663040607254476","0.663040607254475",TRUE
"ITT","A_2020/hours_worked","ci_low","-2.76434768465033","-2.76434768465034",TRUE
"ITT","A_2020/hours_worked","ci_high","-0.162582483860134","-0.162582483860145",TRUE
"ITT","A_2020/hours_worked","p_value","0.0274936222751458","0.0274936222751446",TRUE
"ITT","A_2020/hours_worked","Holm five","0.137468111375729","0.137468111375723",TRUE
"ITT","A_2022/years_in_school","n","275","275",TRUE
"ITT","A_2022/years_in_school","n_control","129","129",TRUE
"ITT","A_2022/years_in_school","n_selected","146","146",TRUE
"ITT","A_2022/years_in_school","control_mean","2.04651162790698","2.04651162790698",TRUE
"ITT","A_2022/years_in_school","selected_mean","2.07534246575342","2.07534246575342",TRUE
"ITT","A_2022/years_in_school","estimate","0.0288308378464473","0.0288308378464479",TRUE
"ITT","A_2022/years_in_school","se","0.0543713968330393","0.0543713968330394",TRUE
"ITT","A_2022/years_in_school","ci_low","-0.0782096754553217","-0.0782096754553211",TRUE
"ITT","A_2022/years_in_school","ci_high","0.135871351148216","0.135871351148217",TRUE
"ITT","A_2022/years_in_school","p_value","0.596364473397831","0.596364473397823",TRUE
"ITT","A_2022/years_in_school","Holm five","1","1",TRUE
"ITT","A_2022/married_or_cohab","n","274","274",TRUE
"ITT","A_2022/married_or_cohab","n_control","128","128",TRUE
"ITT","A_2022/married_or_cohab","n_selected","146","146",TRUE
"ITT","A_2022/married_or_cohab","control_mean","0","0",TRUE
"ITT","A_2022/married_or_cohab","selected_mean","0","0",TRUE
"ITT","A_2022/married_or_cohab","estimate","0","0",TRUE
"ITT","A_2022/married_or_cohab","se",NA,NA,TRUE
"ITT","A_2022/married_or_cohab","ci_low",NA,NA,TRUE
"ITT","A_2022/married_or_cohab","ci_high",NA,NA,TRUE
"ITT","A_2022/married_or_cohab","p_value",NA,NA,TRUE
"ITT","A_2022/married_or_cohab","Holm five",NA,NA,TRUE
"ITT","A_2022/has_child","n","273","273",TRUE
"ITT","A_2022/has_child","n_control","127","127",TRUE
"ITT","A_2022/has_child","n_selected","146","146",TRUE
"ITT","A_2022/has_child","control_mean","0","0",TRUE
"ITT","A_2022/has_child","selected_mean","0","0",TRUE
"ITT","A_2022/has_child","estimate","0","0",TRUE
"ITT","A_2022/has_child","se",NA,NA,TRUE
"ITT","A_2022/has_child","ci_low",NA,NA,TRUE
"ITT","A_2022/has_child","ci_high",NA,NA,TRUE
"ITT","A_2022/has_child","p_value",NA,NA,TRUE
"ITT","A_2022/has_child","Holm five",NA,NA,TRUE
"ITT","A_2022/working","n","275","275",TRUE
"ITT","A_2022/working","n_control","129","129",TRUE
"ITT","A_2022/working","n_selected","146","146",TRUE
"ITT","A_2022/working","control_mean","0.0930232558139535","0.0930232558139535",TRUE
"ITT","A_2022/working","selected_mean","0.0684931506849315","0.0684931506849315",TRUE
"ITT","A_2022/working","estimate","-0.024530105129022","-0.024530105129022",TRUE
"ITT","A_2022/working","se","0.0331534727959999","0.0331534727959999",TRUE
"ITT","A_2022/working","ci_low","-0.0897990691896184","-0.0897990691896183",TRUE
"ITT","A_2022/working","ci_high","0.0407388589315743","0.0407388589315744",TRUE
"ITT","A_2022/working","p_value","0.45999919593058","0.459999195930581",TRUE
"ITT","A_2022/working","Holm five","1","1",TRUE
"ITT","A_2022/hours_worked","n","275","275",TRUE
"ITT","A_2022/hours_worked","n_control","129","129",TRUE
"ITT","A_2022/hours_worked","n_selected","146","146",TRUE
"ITT","A_2022/hours_worked","control_mean","1.76744186046512","1.76744186046512",TRUE
"ITT","A_2022/hours_worked","selected_mean","1.56164383561644","1.56164383561644",TRUE
"ITT","A_2022/hours_worked","estimate","-0.20579802484868","-0.205798024848676",TRUE
"ITT","A_2022/hours_worked","se","0.841806075966644","0.84180607596664",TRUE
"ITT","A_2022/hours_worked","ci_low","-1.86305459209697","-1.86305459209696",TRUE
"ITT","A_2022/hours_worked","ci_high","1.45145854239961","1.45145854239961",TRUE
"ITT","A_2022/hours_worked","p_value","0.807048916962052","0.807048916962055",TRUE
"ITT","A_2022/hours_worked","Holm five","1","1",TRUE
"ITT","B_2018/years_in_school","n","164","164",TRUE
"ITT","B_2018/years_in_school","n_control","74","74",TRUE
"ITT","B_2018/years_in_school","n_selected","90","90",TRUE
"ITT","B_2018/years_in_school","control_mean","5.16216216216216","5.16216216216216",TRUE
"ITT","B_2018/years_in_school","selected_mean","5.23333333333333","5.23333333333333",TRUE
"ITT","B_2018/years_in_school","estimate","0.07117117117117","0.0711711711711711",TRUE
"ITT","B_2018/years_in_school","se","0.229092325959272","0.229092325959273",TRUE
"ITT","B_2018/years_in_school","ci_low","-0.381221061334603","-0.381221061334602",TRUE
"ITT","B_2018/years_in_school","ci_high","0.523563403676943","0.523563403676945",TRUE
"ITT","B_2018/years_in_school","p_value","0.756453979111535","0.756453979111531",TRUE
"ITT","B_2018/years_in_school","Holm five","1","1",TRUE
"ITT","B_2018/married_or_cohab","n","164","164",TRUE
"ITT","B_2018/married_or_cohab","n_control","74","74",TRUE
"ITT","B_2018/married_or_cohab","n_selected","90","90",TRUE
"ITT","B_2018/married_or_cohab","control_mean","0.0540540540540541","0.0540540540540541",TRUE
"ITT","B_2018/married_or_cohab","selected_mean","0.0222222222222222","0.0222222222222222",TRUE
"ITT","B_2018/married_or_cohab","estimate","-0.0318318318318317","-0.0318318318318318",TRUE
"ITT","B_2018/married_or_cohab","se","0.0307340291592503","0.0307340291592502",TRUE
"ITT","B_2018/married_or_cohab","ci_low","-0.0925228043776452","-0.0925228043776452",TRUE
"ITT","B_2018/married_or_cohab","ci_high","0.0288591407139819","0.0288591407139815",TRUE
"ITT","B_2018/married_or_cohab","p_value","0.301876604055422","0.301876604055418",TRUE
"ITT","B_2018/married_or_cohab","Holm five","1","1",TRUE
"ITT","B_2018/has_child","n","164","164",TRUE
"ITT","B_2018/has_child","n_control","74","74",TRUE
"ITT","B_2018/has_child","n_selected","90","90",TRUE
"ITT","B_2018/has_child","control_mean","0.0540540540540541","0.0540540540540541",TRUE
"ITT","B_2018/has_child","selected_mean","0.0444444444444444","0.0444444444444444",TRUE
"ITT","B_2018/has_child","estimate","-0.0096096096096095","-0.00960960960960961",TRUE
"ITT","B_2018/has_child","se","0.0343165059287289","0.0343165059287288",TRUE
"ITT","B_2018/has_child","ci_low","-0.0773749555848177","-0.0773749555848177",TRUE
"ITT","B_2018/has_child","ci_high","0.0581557363655987","0.0581557363655984",TRUE
"ITT","B_2018/has_child","p_value","0.779812663978192","0.779812663978189",TRUE
"ITT","B_2018/has_child","Holm five","1","1",TRUE
"ITT","B_2018/working","n","164","164",TRUE
"ITT","B_2018/working","n_control","74","74",TRUE
"ITT","B_2018/working","n_selected","90","90",TRUE
"ITT","B_2018/working","control_mean","0.243243243243243","0.243243243243243",TRUE
"ITT","B_2018/working","selected_mean","0.244444444444444","0.244444444444444",TRUE
"ITT","B_2018/working","estimate","0.00120120120120082","0.00120120120120118",TRUE
"ITT","B_2018/working","se","0.0677995014646035","0.0677995014646034",TRUE
"ITT","B_2018/working","ci_low","-0.132683544618715","-0.132683544618714",TRUE
"ITT","B_2018/working","ci_high","0.135085947021116","0.135085947021117",TRUE
"ITT","B_2018/working","p_value","0.985886450342314","0.98588645034231",TRUE
"ITT","B_2018/working","Holm five","1","1",TRUE
"ITT","B_2018/hours_worked","n","164","164",TRUE
"ITT","B_2018/hours_worked","n_control","74","74",TRUE
"ITT","B_2018/hours_worked","n_selected","90","90",TRUE
"ITT","B_2018/hours_worked","control_mean","5.81081081081081","5.81081081081081",TRUE
"ITT","B_2018/hours_worked","selected_mean","5.4","5.4",TRUE
"ITT","B_2018/hours_worked","estimate","-0.410810810810814","-0.410810810810813",TRUE
"ITT","B_2018/hours_worked","se","1.9594700019539","1.9594700019539",TRUE
"ITT","B_2018/hours_worked","ci_low","-4.2802071557133","-4.28020715571329",TRUE
"ITT","B_2018/hours_worked","ci_high","3.45858553409167","3.45858553409166",TRUE
"ITT","B_2018/hours_worked","p_value","0.834201120425684","0.834201120425684",TRUE
"ITT","B_2018/hours_worked","Holm five","1","1",TRUE
"ITT","A_2020/in_school_now","n","1169","1169",TRUE
"ITT","A_2020/in_school_now","n_control","578","578",TRUE
"ITT","A_2020/in_school_now","n_selected","591","591",TRUE
"ITT","A_2020/in_school_now","control_mean","0.825259515570934","0.825259515570934",TRUE
"ITT","A_2020/in_school_now","selected_mean","0.846023688663283","0.846023688663283",TRUE
"ITT","A_2020/in_school_now","estimate","0.0207641730923474","0.0207641730923483",TRUE
"ITT","A_2020/in_school_now","se","0.02169600715655","0.0216960071565501",TRUE
"ITT","A_2020/in_school_now","ci_low","-0.0218033680673642","-0.0218033680673634",TRUE
"ITT","A_2020/in_school_now","ci_high","0.063331714252059","0.0633317142520601",TRUE
"ITT","A_2020/in_school_now","p_value","0.338740016497781","0.33874001649776",TRUE
"ITT","A_2020/in_private_now","n","1163","1163",TRUE
"ITT","A_2020/in_private_now","n_control","573","573",TRUE
"ITT","A_2020/in_private_now","n_selected","590","590",TRUE
"ITT","A_2020/in_private_now","control_mean","0.537521815008726","0.537521815008726",TRUE
"ITT","A_2020/in_private_now","selected_mean","0.696610169491525","0.696610169491525",TRUE
"ITT","A_2020/in_private_now","estimate","0.159088354482796","0.159088354482799",TRUE
"ITT","A_2020/in_private_now","se","0.0281677241212135","0.0281677241212135",TRUE
"ITT","A_2020/in_private_now","ci_low","0.103823015541512","0.103823015541515",TRUE
"ITT","A_2020/in_private_now","ci_high","0.214353693424081","0.214353693424084",TRUE
"ITT","A_2020/in_private_now","p_value","2.04131617559389e-08","2.0413161755926e-08",TRUE
"ITT","A_2020/highest_grade","n","1176","1176",TRUE
"ITT","A_2020/highest_grade","n_control","583","583",TRUE
"ITT","A_2020/highest_grade","n_selected","593","593",TRUE
"ITT","A_2020/highest_grade","control_mean","7.47169811320755","7.47169811320755",TRUE
"ITT","A_2020/highest_grade","selected_mean","7.65935919055649","7.65935919055649",TRUE
"ITT","A_2020/highest_grade","estimate","0.187661077348952","0.187661077348945",TRUE
"ITT","A_2020/highest_grade","se","0.0552398440750401","0.0552398440750405",TRUE
"ITT","A_2020/highest_grade","ci_low","0.0792812375256701","0.0792812375256629",TRUE
"ITT","A_2020/highest_grade","ci_high","0.296040917172233","0.296040917172228",TRUE
"ITT","A_2020/highest_grade","p_value","0.000703582866370604","0.000703582866370969",TRUE
"ITT","A_2020/total_repeats","n","1171","1171",TRUE
"ITT","A_2020/total_repeats","n_control","579","579",TRUE
"ITT","A_2020/total_repeats","n_selected","592","592",TRUE
"ITT","A_2020/total_repeats","control_mean","0.246977547495682","0.246977547495682",TRUE
"ITT","A_2020/total_repeats","selected_mean","0.182432432432432","0.182432432432432",TRUE
"ITT","A_2020/total_repeats","estimate","-0.0645451150632498","-0.0645451150632498",TRUE
"ITT","A_2020/total_repeats","se","0.0275005142416892","0.0275005142416891",TRUE
"ITT","A_2020/total_repeats","ci_low","-0.118500996629943","-0.118500996629943",TRUE
"ITT","A_2020/total_repeats","ci_high","-0.0105892334965563","-0.0105892334965565",TRUE
"ITT","A_2020/total_repeats","p_value","0.01908880556522","0.0190888055652194",TRUE
"ITT","A_2022/in_school_now","n","276","276",TRUE
"ITT","A_2022/in_school_now","n_control","130","130",TRUE
"ITT","A_2022/in_school_now","n_selected","146","146",TRUE
"ITT","A_2022/in_school_now","control_mean","0.946153846153846","0.946153846153846",TRUE
"ITT","A_2022/in_school_now","selected_mean","0.965753424657534","0.965753424657534",TRUE
"ITT","A_2022/in_school_now","estimate","0.0195995785036886","0.0195995785036881",TRUE
"ITT","A_2022/in_school_now","se","0.0249605853677575","0.0249605853677576",TRUE
"ITT","A_2022/in_school_now","ci_low","-0.0295393182131801","-0.0295393182131807",TRUE
"ITT","A_2022/in_school_now","ci_high","0.0687384752205574","0.0687384752205569",TRUE
"ITT","A_2022/in_school_now","p_value","0.433002364493331","0.433002364493344",TRUE
"ITT","A_2022/in_private_now","n","275","275",TRUE
"ITT","A_2022/in_private_now","n_control","130","130",TRUE
"ITT","A_2022/in_private_now","n_selected","145","145",TRUE
"ITT","A_2022/in_private_now","control_mean","0.653846153846154","0.653846153846154",TRUE
"ITT","A_2022/in_private_now","selected_mean","0.813793103448276","0.813793103448276",TRUE
"ITT","A_2022/in_private_now","estimate","0.159946949602121","0.159946949602122",TRUE
"ITT","A_2022/in_private_now","se","0.0529794803887115","0.0529794803887115",TRUE
"ITT","A_2022/in_private_now","ci_low","0.0556466905397559","0.0556466905397565",TRUE
"ITT","A_2022/in_private_now","ci_high","0.264247208664487","0.264247208664487",TRUE
"ITT","A_2022/in_private_now","p_value","0.00277565652696271","0.00277565652696261",TRUE
"ITT","A_2022/highest_grade","n","277","277",TRUE
"ITT","A_2022/highest_grade","n_control","131","131",TRUE
"ITT","A_2022/highest_grade","n_selected","146","146",TRUE
"ITT","A_2022/highest_grade","control_mean","6.05343511450382","6.05343511450382",TRUE
"ITT","A_2022/highest_grade","selected_mean","6","6",TRUE
"ITT","A_2022/highest_grade","estimate","-0.0534351145038184","-0.0534351145038165",TRUE
"ITT","A_2022/highest_grade","se","0.0595382713722432","0.0595382713722432",TRUE
"ITT","A_2022/highest_grade","ci_low","-0.170643814909298","-0.170643814909296",TRUE
"ITT","A_2022/highest_grade","ci_high","0.0637735859016613","0.0637735859016632",TRUE
"ITT","A_2022/highest_grade","p_value","0.370241561155741","0.370241561155758",TRUE
"ITT","A_2022/total_repeats","n","275","275",TRUE
"ITT","A_2022/total_repeats","n_control","129","129",TRUE
"ITT","A_2022/total_repeats","n_selected","146","146",TRUE
"ITT","A_2022/total_repeats","control_mean","0.116279069767442","0.116279069767442",TRUE
"ITT","A_2022/total_repeats","selected_mean","0.10958904109589","0.10958904109589",TRUE
"ITT","A_2022/total_repeats","estimate","-0.00669002867155172","-0.00669002867155145",TRUE
"ITT","A_2022/total_repeats","se","0.040800808892916","0.040800808892916",TRUE
"ITT","A_2022/total_repeats","ci_low","-0.0870142392199047","-0.0870142392199044",TRUE
"ITT","A_2022/total_repeats","ci_high","0.0736341818768013","0.0736341818768015",TRUE
"ITT","A_2022/total_repeats","p_value","0.86987763035927","0.869877630359275",TRUE
"ITT","B_2018/in_school_now","n","162","162",TRUE
"ITT","B_2018/in_school_now","n_control","74","74",TRUE
"ITT","B_2018/in_school_now","n_selected","88","88",TRUE
"ITT","B_2018/in_school_now","control_mean","0.783783783783784","0.783783783783784",TRUE
"ITT","B_2018/in_school_now","selected_mean","0.772727272727273","0.772727272727273",TRUE
"ITT","B_2018/in_school_now","estimate","-0.0110565110565114","-0.0110565110565111",TRUE
"ITT","B_2018/in_school_now","se","0.0658792934932299","0.06587929349323",TRUE
"ITT","B_2018/in_school_now","ci_low","-0.141161630548041","-0.141161630548041",TRUE
"ITT","B_2018/in_school_now","ci_high","0.119048608435019","0.119048608435019",TRUE
"ITT","B_2018/in_school_now","p_value","0.866929096469349","0.866929096469353",TRUE
"ITT","B_2018/in_private_now","n","162","162",TRUE
"ITT","B_2018/in_private_now","n_control","74","74",TRUE
"ITT","B_2018/in_private_now","n_selected","88","88",TRUE
"ITT","B_2018/in_private_now","control_mean","0.405405405405405","0.405405405405405",TRUE
"ITT","B_2018/in_private_now","selected_mean","0.590909090909091","0.590909090909091",TRUE
"ITT","B_2018/in_private_now","estimate","0.185503685503686","0.185503685503686",TRUE
"ITT","B_2018/in_private_now","se","0.0779785207835153","0.0779785207835153",TRUE
"ITT","B_2018/in_private_now","ci_low","0.0315037831617674","0.0315037831617667",TRUE
"ITT","B_2018/in_private_now","ci_high","0.339503587845605","0.339503587845604",TRUE
"ITT","B_2018/in_private_now","p_value","0.0185429310028129","0.0185429310028133",TRUE
"ITT","B_2018/highest_grade","n","165","165",TRUE
"ITT","B_2018/highest_grade","n_control","74","74",TRUE
"ITT","B_2018/highest_grade","n_selected","91","91",TRUE
"ITT","B_2018/highest_grade","control_mean","8.55405405405405","8.55405405405405",TRUE
"ITT","B_2018/highest_grade","selected_mean","8.56043956043956","8.56043956043956",TRUE
"ITT","B_2018/highest_grade","estimate","0.00638550638550475","0.00638550638550583",TRUE
"ITT","B_2018/highest_grade","se","0.174513498819918","0.174513498819918",TRUE
"ITT","B_2018/highest_grade","ci_low","-0.338213145075288","-0.338213145075287",TRUE
"ITT","B_2018/highest_grade","ci_high","0.350984157846297","0.350984157846299",TRUE
"ITT","B_2018/highest_grade","p_value","0.970856427166243","0.970856427166238",TRUE
"ITT","B_2018/total_repeats","n","164","164",TRUE
"ITT","B_2018/total_repeats","n_control","74","74",TRUE
"ITT","B_2018/total_repeats","n_selected","90","90",TRUE
"ITT","B_2018/total_repeats","control_mean","0.202702702702703","0.202702702702703",TRUE
"ITT","B_2018/total_repeats","selected_mean","0.133333333333333","0.133333333333333",TRUE
"ITT","B_2018/total_repeats","estimate","-0.0693693693693695","-0.0693693693693694",TRUE
"ITT","B_2018/total_repeats","se","0.0633375683357325","0.0633375683357325",TRUE
"ITT","B_2018/total_repeats","ci_low","-0.194443065403967","-0.194443065403967",TRUE
"ITT","B_2018/total_repeats","ci_high","0.0557043266652281","0.0557043266652283",TRUE
"ITT","B_2018/total_repeats","p_value","0.275040372688557","0.275040372688558",TRUE
"Holm","A_2020/Five policy outcomes/1","family p","0.267692525597205","0.267692525597205",TRUE
"Holm","A_2020/Five policy outcomes/2","family p","0.362564356775203","0.362564356775204",TRUE
"Holm","A_2020/Five policy outcomes/3","family p","0.362564356775203","0.362564356775204",TRUE
"Holm","A_2020/Five policy outcomes/4","family p","0.238227988088233","0.238227988088233",TRUE
"Holm","A_2020/Five policy outcomes/5","family p","0.137468111375729","0.137468111375729",TRUE
"Holm","A_2020/Four schooling outcomes/1","family p","0.338740016497781","0.338740016497781",TRUE
"Holm","A_2020/Four schooling outcomes/2","family p","8.16526470237558e-08","8.16526470237556e-08",TRUE
"Holm","A_2020/Four schooling outcomes/3","family p","0.00211074859911181","0.00211074859911181",TRUE
"Holm","A_2020/Four schooling outcomes/4","family p","0.03817761113044","0.03817761113044",TRUE
"Holm","A_2020/1","all-nine p","0.35692336746294","0.35692336746294",TRUE
"Holm","A_2020/2","all-nine p","0.543846535162805","0.543846535162806",TRUE
"Holm","A_2020/3","all-nine p","0.543846535162805","0.543846535162806",TRUE
"Holm","A_2020/4","all-nine p","0.297784985110291","0.297784985110292",TRUE
"Holm","A_2020/5","all-nine p","0.164961733650875","0.164961733650875",TRUE
"Holm","A_2020/6","all-nine p","0.543846535162805","0.543846535162806",TRUE
"Holm","A_2020/7","all-nine p","1.8371845580345e-07","1.8371845580345e-07",TRUE
"Holm","A_2020/8","all-nine p","0.00562866293096483","0.00562866293096483",TRUE
"Holm","A_2020/9","all-nine p","0.13362163895654","0.13362163895654",TRUE
"Holm","A_2022/Five policy outcomes/1","family p","1","1",TRUE
"Holm","A_2022/Five policy outcomes/2","family p",NA,NA,TRUE
"Holm","A_2022/Five policy outcomes/3","family p",NA,NA,TRUE
"Holm","A_2022/Five policy outcomes/4","family p","1","1",TRUE
"Holm","A_2022/Five policy outcomes/5","family p","1","1",TRUE
"Holm","A_2022/Four schooling outcomes/1","family p","1","1",TRUE
"Holm","A_2022/Four schooling outcomes/2","family p","0.0111026261078508","0.0111026261078508",TRUE
"Holm","A_2022/Four schooling outcomes/3","family p","1","1",TRUE
"Holm","A_2022/Four schooling outcomes/4","family p","1","1",TRUE
"Holm","A_2022/1","all-nine p","1","1",TRUE
"Holm","A_2022/2","all-nine p",NA,NA,TRUE
"Holm","A_2022/3","all-nine p",NA,NA,TRUE
"Holm","A_2022/4","all-nine p","1","1",TRUE
"Holm","A_2022/5","all-nine p","1","1",TRUE
"Holm","A_2022/6","all-nine p","1","1",TRUE
"Holm","A_2022/7","all-nine p","0.0249809087426644","0.0249809087426644",TRUE
"Holm","A_2022/8","all-nine p","1","1",TRUE
"Holm","A_2022/9","all-nine p","1","1",TRUE
"Holm","B_2018/Five policy outcomes/1","family p","1","1",TRUE
"Holm","B_2018/Five policy outcomes/2","family p","1","1",TRUE
"Holm","B_2018/Five policy outcomes/3","family p","1","1",TRUE
"Holm","B_2018/Five policy outcomes/4","family p","1","1",TRUE
"Holm","B_2018/Five policy outcomes/5","family p","1","1",TRUE
"Holm","B_2018/Four schooling outcomes/1","family p","1","1",TRUE
"Holm","B_2018/Four schooling outcomes/2","family p","0.0741717240112515","0.0741717240112516",TRUE
"Holm","B_2018/Four schooling outcomes/3","family p","1","1",TRUE
"Holm","B_2018/Four schooling outcomes/4","family p","0.825121118065672","0.825121118065671",TRUE
"Holm","B_2018/1","all-nine p","1","1",TRUE
"Holm","B_2018/2","all-nine p","1","1",TRUE
"Holm","B_2018/3","all-nine p","1","1",TRUE
"Holm","B_2018/4","all-nine p","1","1",TRUE
"Holm","B_2018/5","all-nine p","1","1",TRUE
"Holm","B_2018/6","all-nine p","1","1",TRUE
"Holm","B_2018/7","all-nine p","0.166886379025316","0.166886379025316",TRUE
"Holm","B_2018/8","all-nine p","1","1",TRUE
"Holm","B_2018/9","all-nine p","1","1",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","n","1162","1162",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","n_control","572","572",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","n_selected","590","590",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","reduced_form","0.0794239658646485","0.0794239658646485",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","reduced_form_se","0.0545612196742995","0.0545612196742995",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","first_stage","0.159896882778241","0.159896882778241",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","first_stage_se","0.0281830963825552","0.0281830963825552",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","first_stage_F","32.1886366543815","32.1886366543815",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","estimate","0.496719914013586","0.496719914013586",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","se","0.310629656580644","0.310629656580644",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","ci_low","-0.112738934214876","-0.112738934214876",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","ci_high","1.10617876224205","1.10617876224205",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","p_value","0.110076402167687","0.110076402167687",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","ar_p_zero","0.145750207109403","0.145750207109403",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","var_rf","0.00297692669234717","0.00297692669234717",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","var_fs","0.000794286921708395","0.000794286921708395",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","cov_rf_fs","0.000710582050401237","0.000710582050401237",TRUE
"IV","A_2020/in_private_now/years_in_school/FALSE","df","1160","1160",TRUE
"AR set","A_2020/in_private_now/years_in_school/FALSE","type","bounded","bounded",TRUE
"AR set","A_2020/in_private_now/years_in_school/FALSE","lower","-0.209108342977094","-0.20910834",TRUE
"AR set","A_2020/in_private_now/years_in_school/FALSE","upper","1.09445054431313","1.09445054",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","n","1162","1162",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","n_control","572","572",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","n_selected","590","590",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","reduced_form","0.057662807141968","0.0576628071419679",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","reduced_form_se","0.0524477908271282","0.0524477908271282",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","first_stage","0.150629440651836","0.150629440651836",TRUE
"IV","A_2020/in_private_now/years_in_school/TRUE","first_stage_se","0.0275624708071057","0.0275624708071057",TRUE
